"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"ff88ee8a-1839-4e51-ae4c-b81523c3a3a9","Book10.xml","Τεγεατῶν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::10;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::18","PLACE","http://dare.ht.lu.se/places/21915","Tegea, Piali/Episkopi|Tegea","-0750/0300","37.464","22.429","theatre,church,settlement","VERIFIED","historical|Tegeatai|proxy","","",""
"8649b22b-8c79-4d4e-9b92-ce39272cd5b1","Book10.xml","ἀναθήματα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::19;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::28","PLACE","http://arachne.dainst.org/entity/3888417","Offering of the Tegeates: Standing statues: Apollon, Nike, Kallisto, Arkas, Elatos, Apheidas, Azan, Triphylos, Erasos  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|anathêma|Paus|Q23641852","next after bronze bull of the Korkyraians","",""
"f73bf62e-f9e8-409c-b2aa-30f68d614e10","Book10.xml","Λακεδαιμονίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::46","PLACE","http://pleiades.stoa.org/places/570406","Lacedaemon/Laconia","-0750/0300","37.07624042080912","22.46082645177671","region","VERIFIED","regional|Lakedaimonians|proxy","","",""
"069a90e9-ecd4-4c6f-b012-a2ff5440c84a","Book10.xml","Ἀπόλλων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::47;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::54","PERSON","","","","","","","","Q37340","","",""
"a471d77c-a74a-4305-8f9f-25db52089761","Book10.xml","Νίκη","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::64;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::68","PERSON","","","","","","","","Q165023","","",""
"7203a07f-410c-468a-9e6e-31d2cdb3d4d6","Book10.xml","Καλλιστώ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::97;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::105","PERSON","","","","","","","","Q203673","","",""
"485b6f27-1b9c-46c6-a3ee-2a5e5bbd629a","Book10.xml","Λυκάονος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::111;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::119","PERSON","","","","","","","","Q501667","","",""
"30f8869e-1fb3-4408-8637-7511617b6c9f","Book10.xml","Ἀρκὰς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::124;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::129","PLACE","http://arachne.dainst.org/entity/3888262","Arkas as Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|anathêma|Arkas","","",""
"d0c7a7cd-9d42-492e-b697-1561ada87a7b","Book10.xml","Ἀρκάδος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::160;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::167","PERSON","","","","","","","","Q606422","","",""
"5fff6531-dc14-4fe7-8745-a025a8156087","Book10.xml","Ἔλατος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::175;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::181","PERSON","","","","","","","","Q1325009","","",""
"bbdbe72c-fe2d-4acd-8bd3-3d08da46e0f8","Book10.xml","Ἀφείδας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::186;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::193","PERSON","","","","","","","","Q3606201","","",""
"28daff30-b2f6-4646-b52a-ae8eaffb4717","Book10.xml","Ἀζάν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::198;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::202","PERSON","","","","","","","","Q793560","","",""
"5a940db1-a807-471c-a220-20161427c45a","Book10.xml","Τρίφυλος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::218;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::226","PLACE","http://arachne.dainst.org/entity/3888266","Triphylos aus Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|anathêma|Triphylos","","",""
"a9dbec05-4a7e-4f17-a6f5-1f5c4387cb07","Book10.xml","Ἐρατὼ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::244;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::249","PERSON","","","","","","","","Q782764","","",""
"9d86b2a3-a228-486e-bd7e-7d05ebe7bca0","Book10.xml","Τριφύλῳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::253;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::260","PERSON","","","","","","","","Q12760231","","",""
"55189984-5440-4e9f-b513-fb1c8e9273d4","Book10.xml","Λαοδάμεια","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::273;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::282","PERSON","","","","","","","","Q1805698|mythical|female","Laodameia d. Amyklas of Sparta, m. Triphylos","",""
"eb733e76-fe69-46a8-8429-1231acf6cb26","Book10.xml","Ἀμύκλα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::285;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::291","PERSON","","","","","","","","Q482039|mythical|male|king","Amyklas f. Laodameia, king of Lakedaimon","",""
"3cb8ac14-14dc-4d52-9ba5-873ff2cd91ee","Book10.xml","Λακεδαίμονι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::299;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::310","PLACE","http://pleiades.stoa.org/places/570406","Lacedaemon/Laconia","-0750/0300","37.07624042080912","22.46082645177671","region","VERIFIED","regional","","",""
"ad0778de-2ea5-429e-b0ba-04c3a5a94e79","Book10.xml","Ἔρασος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::343;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[5]/p[1]::349","PERSON","","","","","","","","Q52791788","","",""
"f76cb03e-6c4e-4318-9d77-3e9e299976a3","Book10.xml","ἀγάλματα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::21;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::29","PLACE","http://arachne.dainst.org/entity/3888417","Offering of the Tegeates: Standing statues: Apollon, Nike, Kallisto, Arkas, Elatos, Apheidas, Azan, Triphylos, Erasos  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|agalma|Q23641852","","",""
"6f7b513a-7d5d-4f3f-b3e1-cccfa60cf37d","Book10.xml","Παυσανίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[1]::9","PERSON","","","","","","","","historical|male|sculptor|Q15623054","Pausanias sculptor from Apollonia, not otherwise known","",""
"b0dcb4e6-b5ba-455e-ab1c-1841b00ae4e6","Book10.xml","Ἀπολλωνιάτης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::46;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::58","PLACE","http://pleiades.stoa.org/places/481728","Apollonia, Pojan|Apollonia","-0750/0640","40.720583","19.470413","settlement","VERIFIED","proxy|male","","",""
"f5a94f6b-dc46-4b6b-ab8b-ddaec2e3217c","Book10.xml","Ἀπόλλωνα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::77;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::85","PLACE","http://arachne.dainst.org/entity/3888259","Apollo aus Offering of Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|agalma|Apollo","","",""
"20e5e609-528e-4035-b5a3-88193ef3b54f","Book10.xml","Καλλιστώ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::90;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::98","PLACE","http://arachne.dainst.org/entity/3888261","Kallisto aus Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|agalma","","",""
"8f200490-be0e-4438-bdaf-d946b36b11ff","Book10.xml","Νίκην","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::107;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::112","PLACE","http://arachne.dainst.org/entity/3888260","Nike as Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|agalma","","",""
"2d38fbad-6749-4013-8544-4bb00fd7d01b","Book10.xml","Ἀρκάδος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::121;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::128","PERSON","","","","","","","","Q606422","","",""
"376ff26e-c25c-43be-8647-938b2d205877","Book10.xml","εἰκόνα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::133;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::139","PLACE","http://arachne.dainst.org/entity/3888262","Arkas as Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|eikôn","","",""
"18b7b9e6-a672-4ce9-a016-b932d647b243","Book10.xml","Σικυώνιος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::142;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::151","PLACE","http://dare.ht.lu.se/places/21937","Sicyon, Vasiliko|Sicyon/Demetrias","-0750/0300","37.98336","22.71135","settlement","VERIFIED","proxy|male","","",""
"03c76dbd-0876-4ac8-8374-8b1bd608a569","Book10.xml","Δαίδαλος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[2]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[2]::8","PERSON","","","","","","","","Q3704612|male|sculptor","Daidalos the Sikyonian sculptor, ca. 400 BCE","",""
"70fddfd4-ce68-44c5-ab87-9b5cac969929","Book10.xml","Ἀντιφάνης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[3]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[3]::9","PERSON","","","","","","","","Q4775095","Antiphanes the Argive sculptor","",""
"a3370647-9981-4f0c-b980-406c346904a4","Book10.xml","Ἀργεῖος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::175;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::182","PLACE","http://dare.ht.lu.se/places/21779","Argos, Argos|Argos","-0750/0300","37.631561","22.719464","settlement","VERIFIED","proxy|male","","",""
"f7908ac8-5eae-4194-9a0a-c916c02f1132","Book10.xml","Σαμόλας Ἀρκάς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]/term[4]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::200","PERSON","","","","","","","","Q11946843|historical|male|sculptor","Samolas the Arkadian sculptor","",""
"59846d7d-430a-4c0f-bb10-028386d51baa","Book10.xml","Τρίφυλον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::216;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::224","PLACE","http://arachne.dainst.org/entity/3888266","Triphylos aus Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|statue|Triphylos","","",""
"c95d2912-81b3-402b-bdca-09ce956947cb","Book10.xml","Ἀζᾶνα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::229;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::234","PLACE","http://arachne.dainst.org/entity/3888265","Azan as Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|statue|Azan","","",""
"537fa56b-72e0-45f0-a63b-852dcc2fa837","Book10.xml","Ἔλατον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::236;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::242","PLACE","http://arachne.dainst.org/entity/3888263","Elatos aus Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|Elatos|statue","","",""
"d0d53cfd-d2bf-47da-8b96-bb20002392db","Book10.xml","Ἀφείδαντά","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::250;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::259","PLACE","http://arachne.dainst.org/entity/3888264","Apheidas as Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|statue|Apheidas","","",""
"100ef53e-0b73-49a6-8106-1aae4516d287","Book10.xml","Ἔρασον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::267;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::273","PLACE","http://arachne.dainst.org/entity/3888267","Erasos aus Offering of the Tegeates  Delphi (Paus. 10.9.5-6)","","38.482335","22.500741","","VERIFIED","object|statue|Erasos","","",""
"2d1c463f-dee9-4823-b98b-b035aea8580b","Book10.xml","Τεγεᾶται","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::301;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::309","PLACE","http://dare.ht.lu.se/places/21915","Tegea, Piali/Episkopi|Tegea","-0750/0300","37.464","22.429","theatre,church,settlement","VERIFIED","historical|Tegeatai|proxy","","",""
"de5f275c-ff69-4a12-bd59-10fb3addcffa","Book10.xml","Δελφούς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::321;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::328","PLACE","http://pleiades.stoa.org/places/540726","Delphi/Delphoi, Delphi|Delphi","-0750/2100","38.482289","22.501169","sanctuary,settlement","VERIFIED","built|hieron","","",""
"73e9fa77-d586-4b6a-a16d-607b362cbc96","Book10.xml","Λακεδαιμονίους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::330;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[6]/p[1]::344","PLACE","http://pleiades.stoa.org/places/570406","Lacedaemon/Laconia","-0750/0300","37.07624042080912","22.46082645177671","region","VERIFIED","historical|Lakedaimonians|proxy","","",""
"b2f89281-3014-448f-8a99-4d8274fb0f09","Book10.xml","Λακεδαιμονίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::13","PLACE","http://pleiades.stoa.org/places/570406","Lacedaemon/Laconia","-0750/0300","37.07624042080912","22.46082645177671","region","VERIFIED","regional|Lakedaimonians|proxy","","",""
"dbdb5b28-4612-428e-8215-51d90f9b84b1","Book10.xml","ἀναθήματά","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::34;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::43","PLACE","http://arachne.dainst.org/entity/4020549","Votive of the Spartans  Delphi (Paus. 10.9.7-8)","","38.482335","22.500741","","VERIFIED","object|anathêma|Paus|Q24913811","Opposite Tegean dedication, spoils of the Athenians","",""
"361eff15-f7f3-4acb-b343-1502d9bb74db","Book10.xml","Ἀθηναίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::54;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::62","PLACE","http://dare.ht.lu.se/places/10975","Athenae, Athína|Athenae","-0750/2100","37.971687","23.726464","settlement","VERIFIED","historical|Athenians|proxy","","",""
"cbbff29f-f997-4cf0-b335-eed74f0cb480","Book10.xml","Διόσκουροι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::63;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::73","PERSON","","","","","","","","Q190103|god|representation","Dioskouroi","",""
"bd3f2e87-d12c-45b2-8cad-f9d81fafe69a","Book10.xml","Ζεὺς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::78;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::82","PERSON","","","","","","","","Q34201|representation","","",""
"5d62dd16-3b85-4aab-87c1-ec7cb413e7e5","Book10.xml","Ἀπόλλων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::87;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::94","PERSON","","","","","","","","god|representation|Q37340","","",""
"4376da25-5165-4df8-adf0-52291b9abae4","Book10.xml","Ἄρτεμις","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::102;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::109","PERSON","","","","","","","","Q39503|god|representation","Artemis","",""
"7187ca0f-5f45-4d5c-84a1-a6af9bd21353","Book10.xml","Ποσειδῶν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::125;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::133","PERSON","","","","","","","","Q41127|god|representation","Poseidon","",""
"ff5f38b8-5f3d-4c3f-8f2b-c06ae627d9bc","Book10.xml","Λύσανδρος ὁ Ἀριστοκρίτου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::141;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::165","PLACE","","","","","","","NOT_IDENTIFIABLE","object|statue","Lysandros son of Aristokritos crowned by Poseidon, statue, Delphi, part of dai:4020549","",""
"bd8fde96-6dc2-4d7a-95bb-7732eb9fb34f","Book10.xml","Ποσειδῶνος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::188;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::198","PERSON","","","","","","","","god|Poseidon|Q41127","","",""
"564d8189-72f0-4cc1-b5d2-458b1fdc7f72","Book10.xml","Ἀγίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::200;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::205","PERSON","","","","","","","","Q393647|mantis","Agias who prophesied for Lysandros","",""
"deb5536a-648d-4e5b-9847-83a7bd33ae54","Book10.xml","Λυσάνδρῳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::215;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::223","PERSON","","","","","","","","Q143559|male|war leader|representation","Lysandros Spartan admiral","",""
"8e8ea93e-1bc0-4f4a-85eb-0d9e4fd57177","Book10.xml","Ἕρμων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::244;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::249","PERSON","","","","","","","","Q106344932|historical|male|helmsman","Hermon, helmsman of Lysandros' flagship, statue, Delphi, part of dai:4020549","",""
"6d651def-73ae-45e4-8cdc-eef4198b6601","Book10.xml","Λυσάνδρου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::265;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[7]/p[1]::274","PERSON","","","","","","","","Q143559","Lysandros","",""
"f5f471bf-9b2d-4bf9-ab66-3e963130a844","Book10.xml","Ἕρμωνα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::18;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::24","PLACE","","","","","","","NOT_IDENTIFIABLE","object|statue|Q106344932","Hermon, helmsman of Lysandros' flagship, statue, Delphi, part of dai:4020549","",""
"4f5c4557-6095-4320-9242-17d329540101","Book10.xml","Θεόκοσμος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]/term[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::34","PERSON","","","","","","","","Q15445359|sculptor","","",""
"2f2d4547-ec49-4a56-b408-14b74f946434","Book10.xml","Μεγαρεὺς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::54;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::62","PLACE","http://dare.ht.lu.se/places/21951","Megara Hyblaia/Megara, Megara Hyblaea, Augusta|Megara, Megara|Megaris, Megarid|Megara Hyblaia|Megara|Megaris","-0750/2100","37.2038","15.18273","region,settlement","VERIFIED","male|proxy","","",""
"ff4f5dd0-3416-460c-b6be-d4f006d35a95","Book10.xml","Μεγαρέων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::75;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::83","PLACE","http://dare.ht.lu.se/places/21951","Megara Hyblaia/Megara, Megara Hyblaea, Augusta|Megara, Megara|Megaris, Megarid|Megara Hyblaia|Megara|Megaris","-0750/2100","37.2038","15.18273","region,settlement","VERIFIED","historical|Megarians|proxy","","",""
"63f99579-e844-40bb-bef4-d6cc536d90eb","Book10.xml","Διόσκουροι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::119;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::129","PLACE","","","","","","","NOT_IDENTIFIABLE","object|statue|Dioskouroi","statue of the Dioskouroi, Spartan votive at Delphi, by Antiphanes of Argos","",""
"34099640-43f2-4c9a-a157-c559f24f0053","Book10.xml","Ἀντιφάνους","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]/term[2]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::140","PERSON","","","","","","","","Q4775095|sculptor","","",""
"52fbeda8-a3b3-4039-b055-2916b5cc91ed","Book10.xml","Ἀργείου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::147;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::154","PLACE","http://dare.ht.lu.se/places/21779","Argos, Argos|Argos","-0750/0300","37.631561","22.719464","settlement","VERIFIED","male|proxy","","",""
"b5031f6f-1686-4cbb-b4aa-55fcd6ddf5ea","Book10.xml","μάντις","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::161;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::167","PLACE","","","","","","","NOT_IDENTIFIABLE","object|statue|profession|mantis","Statue of Agias the seer at Delphi","",""
"9b6d5488-4dfb-4844-ba4e-c7c60e9a1604","Book10.xml","Πίσωνος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]/term[3]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::181","PERSON","","","","","","","","Q11941745|sculptor","","",""
"56c3944a-d728-4059-b4b2-6b2f1fbfd0b3","Book10.xml","Καλαυρείας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::185;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::195","PLACE","http://dare.ht.lu.se/places/41227","Poseidon, Agios Nektarios, Poros|Kalaureia Ins., Poros|Kalaureia (island)","-0750/0300","37.52255","23.48041","island","VERIFIED","island|proxy","","",""
"e082e832-264c-4b55-8d05-8e0683977e34","Book10.xml","Τροιζηνίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::200;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::210","PLACE","http://dare.ht.lu.se/places/21926","Troizen, Damala|Troizen","-0750/0300","37.50303","23.34845","settlement","VERIFIED","historical|Troizenians|proxy","","",""
"e127132f-7b8a-4d9f-80a6-61db6cf78fa5","Book10.xml","Ἀθηνόδωρος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]/term[4]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::222","PERSON","","","","","","","","Q11907116|historical|male|sculptor","Athenodoros of Kleitor, sculptor","",""
"3434385b-0c65-4215-849d-84f9f5ada0a3","Book10.xml","Δαμέας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]/term[5]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]/term[5]::6","PERSON","","","","","","","","Q11916525|historical|male|sculptor","Dameas from Kleitor, sculptor","",""
"b2eb91ed-74b8-4a9e-a3c2-d5eb504b3c2b","Book10.xml","Ἄρτεμίν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::248;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/div[9]/div[8]/p[1]::255","PLACE","","","","","","","NOT_IDENTIFIABLE","object|statue","Artemis statue in Spartan votive group at Delphi","",""
