person,personLabel,genderLabel,personDescription,entityLabel,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q124616537,Altar of Zeus Amboulios and Athena Amboulia at Sparta,,Ancient place in Lakonia attested by Pausanias (3.13.6),βωμός,,,,,,,,,,
http://www.wikidata.org/entity/Q124644572,Altar of the Eumenides at Phlya,,ancient cult place in Attica attested by Pausanias (1.31.4),βωμός,,,,,,,,,,
http://www.wikidata.org/entity/Q124616540,Altar to Hyacinthus at statue base of Apollo Amyklaios,,Ancient place in Lakonia attested by Pausanias (3.19.3),βωμός,,,,,,,,,,
http://www.wikidata.org/entity/Q124644552,Altar to the children of Theseus at Phaleron,,ancient cult place in Attica attested by Pausanias (1.1.4),Ηρώον,,,,,,,,,,
http://www.wikidata.org/entity/Q124616541,Altars of Asklepios at shore of Epidauros Limera,,Ancient place in Lakonia attested by Pausanias (3.23.7),βωμός,,,,,,,,,,
http://www.wikidata.org/entity/Q4740901,Amazonius,,Ancient Greek mythological epithet,επίκληση,,,,,https://en.wikipedia.org/wiki/Amazonius,,,,,
http://www.wikidata.org/entity/Q4741672,Ambologera,,Ancient Greek mythological epithet,επίκληση,,,,,https://en.wikipedia.org/wiki/Ambologera,,,,,
http://www.wikidata.org/entity/Q107043470,Amertas statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,κλασική αρχαιότητα
http://www.wikidata.org/entity/Q5732464,Ammonia,,epithet of Hera at Olympia,επίκληση,,,,,https://en.wikipedia.org/wiki/Hera_Ammonia,,,,,
http://www.wikidata.org/entity/Q21040933,Amphialus,άνδρας,"Greek who took part in the Trojan war, represented in Iliupersis painting at Delphi",πρόσωπο της ελληνικής μυθολογίας,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q105508494,Amphianax son of Antimachus,άνδρας,"mythical figure in Argos, father of Oetylus",πρόσωπο της ελληνικής μυθολογίας,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q23015791,Amphion and Zethus,,Greek mythical characters,couple of mythological Greek characters,,,,,https://en.wikipedia.org/wiki/Amphion_and_Zethus,,,,,
http://www.wikidata.org/entity/Q3616667,Amphisthenes,άνδρας,mythical son of Amphicles of Sparta,πρόσωπο της ελληνικής μυθολογίας,,Αμφικλής,,,,http://www.wikidata.org/entity/Q106541771,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q126934614,Amphithemis,άνδρας,influential Theban,άνθρωπος,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q122975632,Amphitos,,ancient stream of Messenia,υδάτινη διαδρομή,,,,,,,,,,
http://www.wikidata.org/entity/Q981302,Amphoterus,άνδρας,son of Alcmaeon in Greek mythology,πρόσωπο της ελληνικής μυθολογίας,,Αλκμαίων,Callirhoe,,https://en.wikipedia.org/wiki/Amphoterus_(son_of_Alcmaeon),http://www.wikidata.org/entity/Q591089,http://www.wikidata.org/entity/Q1722503,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q11905412,Amyclaeus,άνδρας,ancient sculptor from Corinth,άνθρωπος,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21548551,Amyclaeus,,epithet of Apollo,επίκληση,,,,,,,,,,
http://www.wikidata.org/entity/Q107043439,Amyntas statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,κλασική αρχαιότητα
http://www.wikidata.org/entity/Q484278,Anahita,γυναίκα,Iranian goddess,θεότητα του νερού,,,,,https://en.wikipedia.org/wiki/Anahita,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q124644648,Anaklethrida rock of Demeter in Megara,,ancient place in Attica attested by Pausanias (1.43.2),βράχος,,,,,,,,,,
http://www.wikidata.org/entity/Q110276324,Anaphlystus,άνδρας,mythical son of Troezen,πρόσωπο της ελληνικής μυθολογίας,,Τροιζήνα,,,,http://www.wikidata.org/entity/Q7844953,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107045885,Anauchidas of Elis statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,κλασική αρχαιότητα
http://www.wikidata.org/entity/Q107043548,Anauchidas statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,κλασική αρχαιότητα
http://www.wikidata.org/entity/Q47005693,Anaxandra,γυναίκα,mythical daughter of Thersandros,πρόσωπο της ελληνικής μυθολογίας,,Thersander,,,,http://www.wikidata.org/entity/Q31790230,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q107043402,Anaxandros statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,κλασική αρχαιότητα
