Wikidata,PersonInWikidata,PersonInPausanias,Description,Entity,Wikipedia,FatherLabel,FatherURL,MotherLabel,MotherURL
http://www.wikidata.org/entity/Q20995532,Uchoreus,,"personnage de la mythologie grecque","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q4002579,Udaeus,Οὐδαῖος,"one of the mythical Spartoi of Thebes","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q7879756,Ulpia,,"aunt of emperor Trajan and grandmother of emperor Hadrian",human,https://en.wikipedia.org/wiki/Ulpia_(grandmother_of_Hadrian),"Marcus Ulpius",http://www.wikidata.org/entity/Q112897589,http://www.wikidata.org/.well-known/genid/b8d138e603b7aeeee05a63f6286c7e70,http://www.wikidata.org/.well-known/genid/b8d138e603b7aeeee05a63f6286c7e70
http://www.wikidata.org/entity/Q106689952,"Ulpia Fortunata",,"Roman from the first half of the 2nd century",human,,,,,
http://www.wikidata.org/entity/Q237622,"Ulpia Marciana",,"elder sister of the Roman Emperor Trajan (48-112)",human,https://en.wikipedia.org/wiki/Ulpia_Marciana,"Marcus Ulpius Traianus",http://www.wikidata.org/entity/Q714856,Marcia,http://www.wikidata.org/entity/Q3132611
http://www.wikidata.org/entity/Q263385,"Ulpia Severina",,"Roman empress from 270 to 275",human,https://en.wikipedia.org/wiki/Ulpia_Severina,"Ulpius Crinitus",http://www.wikidata.org/entity/Q4474948,,
http://www.wikidata.org/entity/Q310076,Ulpian,,"early 3rd century Roman jurist",human,https://en.wikipedia.org/wiki/Ulpian,,,,
http://www.wikidata.org/entity/Q1383547,Ulpianus,,"late Roman rhetorician",human,,,,,
http://www.wikidata.org/entity/Q11953911,"Ulpius Flavianus",,"proconsul of Liguria in 323 AD",human,,,,,
http://www.wikidata.org/entity/Q4003092,"Ulpius Julianus",,"Praetorian prefect under emperor Macrinus",human,https://en.wikipedia.org/wiki/Ulpius_Julianus,,,,
http://www.wikidata.org/entity/Q7879761,"Ulpius Limenius",,"Roman consul 349 AD",human,https://en.wikipedia.org/wiki/Ulpius_Limenius,,,,
http://www.wikidata.org/entity/Q16227473,"Ulpius Marcellus",,"possible son of Ulpius Marcellus, governor of Britannia","prosopographical phantom",https://en.wikipedia.org/wiki/Ulpius_Marcellus_(son),,,,
http://www.wikidata.org/entity/Q963764,"Ulpius Marcellus",,"Late 2nd century Roman governor of Britannia",human,https://en.wikipedia.org/wiki/Ulpius_Marcellus,,,,
http://www.wikidata.org/entity/Q84357676,"Ulpius Marcianus",,"2nd-century Roman military diplomat",human,,,,,
http://www.wikidata.org/entity/Q66809757,"Ulpius Saturninus",,"Roman governor of Dacia inferior in 146",human,,,,,
http://www.wikidata.org/entity/Q84356005,"Ulpius Titianus",,"prefect of Cohors I Baetasiorum civium Romanorum in 155 AD",human,,,,,
http://www.wikidata.org/entity/Q98658558,"Ulpius Titus",,"2nd or 3rd-century member of the Roman emperors mounted bodyguard",human,,,,,
http://www.wikidata.org/entity/Q79134768,"Ulpius Victor",,"Roman governor of Noricum between 155 and 157",human,,,,,
http://www.wikidata.org/entity/Q389236,Umbri,,"ancient people of Italy",civilization,https://en.wikipedia.org/wiki/Umbri,,,,
http://www.wikidata.org/entity/Q389236,Umbri,,"ancient people of Italy","ethnic group",https://en.wikipedia.org/wiki/Umbri,,,,
http://www.wikidata.org/entity/Q11953937,"Umbricius Melior",,"haruspice romain",human,,,,,
http://www.wikidata.org/entity/Q7881718,"Ummidia Cornificia Faustina",,"niece of the Roman Emperor Marcus Aurelius (141–182)",human,https://en.wikipedia.org/wiki/Ummidia_Cornificia_Faustina,"Gaius Annianus Verus",http://www.wikidata.org/entity/Q12275936,"Annia Cornificia Faustina",http://www.wikidata.org/entity/Q1284248
http://www.wikidata.org/entity/Q7881721,"Ummidia Quadratilla",,"1st century AD Roman woman",human,https://en.wikipedia.org/wiki/Ummidia_Quadratilla,"Gaius Ummidius Durmius Quadratus",http://www.wikidata.org/entity/Q1399513,Sallustia,http://www.wikidata.org/entity/Q121379102
http://www.wikidata.org/entity/Q717084,"Umur Beg",,"Emir of Aydin, corsair",human,https://en.wikipedia.org/wiki/Umur_of_Ayd%C4%B1n,,,,
http://www.wikidata.org/entity/Q114315369,"Unknown Gods",Ἀγνώστων,"Greek divinities worshipped in Phaleron and elsewhere","Greek deity",,,,,
http://www.wikidata.org/entity/Q57245646,"unnamed daughter of Borysthenes",,"daughter of Borysthenes in Greek mythology","mythological Greek character",,Borysthenes,http://www.wikidata.org/entity/Q3493453,,
http://www.wikidata.org/entity/Q104002,Urania,Οὐρανίας,"Muse of astronomy and astrology in Greek mythology",Muses,https://en.wikipedia.org/wiki/Urania,Zeus,http://www.wikidata.org/entity/Q34201,Mnemosyne,http://www.wikidata.org/entity/Q102884
http://www.wikidata.org/entity/Q104002,Urania,Οὐρανίας,"Muse of astronomy and astrology in Greek mythology","mythical character",https://en.wikipedia.org/wiki/Urania,Zeus,http://www.wikidata.org/entity/Q34201,Mnemosyne,http://www.wikidata.org/entity/Q102884
http://www.wikidata.org/entity/Q104002,Urania,Οὐρανίας,"Muse of astronomy and astrology in Greek mythology","water deity",https://en.wikipedia.org/wiki/Urania,Zeus,http://www.wikidata.org/entity/Q34201,Mnemosyne,http://www.wikidata.org/entity/Q102884
http://www.wikidata.org/entity/Q4006319,Uranio,,,human,,,,,
http://www.wikidata.org/entity/Q109929283,Uranius,,"ancient author of a description of Arabia",human,,,,,
http://www.wikidata.org/entity/Q25444668,Uranius,,"Byzantine philosopher",human,,,,,
http://www.wikidata.org/entity/Q259150,Uranius,,"two possible 3rd century Roman imperial usurpers",human,https://en.wikipedia.org/wiki/Uranius,,,,
http://www.wikidata.org/entity/Q104806239,"Uranius of Nola",,"prebitero di Nola",human,,,,,
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","Greek primordial deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Aether,http://www.wikidata.org/entity/Q189175,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","Greek primordial deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Aether,http://www.wikidata.org/entity/Q189175,Hemera,http://www.wikidata.org/entity/Q192107
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","Greek primordial deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Chaos,http://www.wikidata.org/entity/Q131090,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","Greek primordial deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Chaos,http://www.wikidata.org/entity/Q131090,Hemera,http://www.wikidata.org/entity/Q192107
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","Greek primordial deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Ophion,http://www.wikidata.org/entity/Q1053307,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","Greek primordial deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Ophion,http://www.wikidata.org/entity/Q1053307,Hemera,http://www.wikidata.org/entity/Q192107
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","sky deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Aether,http://www.wikidata.org/entity/Q189175,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","sky deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Aether,http://www.wikidata.org/entity/Q189175,Hemera,http://www.wikidata.org/entity/Q192107
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","sky deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Chaos,http://www.wikidata.org/entity/Q131090,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","sky deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Chaos,http://www.wikidata.org/entity/Q131090,Hemera,http://www.wikidata.org/entity/Q192107
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","sky deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Ophion,http://www.wikidata.org/entity/Q1053307,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q79999,Uranus,Οὐρανὸν,"primordial Greek deity, god of the Sky","sky deity",https://en.wikipedia.org/wiki/Uranus_(mythology),Ophion,http://www.wikidata.org/entity/Q1053307,Hemera,http://www.wikidata.org/entity/Q192107
http://www.wikidata.org/entity/Q125631,"Urban I",,pope,human,https://en.wikipedia.org/wiki/Pope_Urban_I,,,,
http://www.wikidata.org/entity/Q4006392,Urbano,,"Catholic priest",human,,,,,
http://www.wikidata.org/entity/Q109557344,Urbanus,,"ancient Roman metalworker",human,,,,,
http://www.wikidata.org/entity/Q664742,Urbanus,,"Possible Roman imperial usurper in 271 or 272",human,https://en.wikipedia.org/wiki/Urbanus_(usurper),,,,
http://www.wikidata.org/entity/Q469853,Urgulania,,"prominent noblewoman during the reigns of Augustus and Tiberius and friend of empress Livia",human,https://en.wikipedia.org/wiki/Urgulania,Urgulanius,http://www.wikidata.org/entity/Q108941507,,
http://www.wikidata.org/entity/Q108941507,Urgulanius,,"father of Urgulania the friend of Livia",human,,,,,
http://www.wikidata.org/entity/Q298769,Ursicinus,,"priest, elected pope in 366/367",human,https://en.wikipedia.org/wiki/Antipope_Ursicinus,,,,
http://www.wikidata.org/entity/Q731413,Ursicinus,,"Roman general",human,https://en.wikipedia.org/wiki/Ursicinus_(magister_equitum),,,,
http://www.wikidata.org/entity/Q9367142,"Ursicinus of Brescia",,"Eastern Orthodox saint and bishop",human,https://en.wikipedia.org/wiki/Ursicinus_of_Brescia,,,,
http://www.wikidata.org/entity/Q120404347,Ursinus,,"Roman historian cited by Mabbug and Michael the Great","human whose existence is disputed",,,,,
http://www.wikidata.org/entity/Q113800871,"Ursula Hagedorn",,,human,,,,,
http://www.wikidata.org/entity/Q4006540,Ursulus,,"Roman politician",human,,,,,
http://www.wikidata.org/entity/Q11954107,Ursus,,"Roman figure in time of Domitian",human,,,,,
http://www.wikidata.org/entity/Q940204,"Ursus of Ravenna",,bishop,human,https://en.wikipedia.org/wiki/Ursus_of_Ravenna,,,,
http://www.wikidata.org/entity/Q543873,"Ursus of Solothurn",,"Egyptian saint",human,https://en.wikipedia.org/wiki/Ursus_of_Solothurn,,,,
http://www.wikidata.org/entity/Q66361351,"Uttedius Honoratus",,"Statthalter 144",human,,,,,
http://www.wikidata.org/entity/Q507623,Vaballathus,,"emperor of the Palmyrene Empire from 267 to 272",human,https://en.wikipedia.org/wiki/Vaballathus,Odaenathus,http://www.wikidata.org/entity/Q348583,Zenobia,http://www.wikidata.org/entity/Q189705
http://www.wikidata.org/entity/Q2310278,Vaccaei,,"pre-Roman Celtic people of Northern Spain","ethnic group",https://en.wikipedia.org/wiki/Vaccaei,,,,
http://www.wikidata.org/entity/Q60040662,Vagellius,,"Roman poet",human,,,,,
http://www.wikidata.org/entity/Q15852382,Valens,,"griechischer Koroplast",human,,,,,
http://www.wikidata.org/entity/Q172471,Valens,,"Roman emperor from 364 to 378",human,https://en.wikipedia.org/wiki/Valens,Gratian,http://www.wikidata.org/entity/Q1254885,,
http://www.wikidata.org/entity/Q656609,"Valens Thessalonicus",,"3rd century Roman imperial usurper",human,https://en.wikipedia.org/wiki/Valens_Thessalonicus,,,,
http://www.wikidata.org/entity/Q18645519,"Valentin Kalan",,,human,,,,,
http://www.wikidata.org/entity/Q46720,"Valentinian I",,"Roman emperor from 364 to 375",human,https://en.wikipedia.org/wiki/Valentinian_I,Gratian,http://www.wikidata.org/entity/Q1254885,,
http://www.wikidata.org/entity/Q46846,"Valentinian II",,"Roman emperor from 375 to 392",human,https://en.wikipedia.org/wiki/Valentinian_II,"Valentinian I",http://www.wikidata.org/entity/Q46720,Justina,http://www.wikidata.org/entity/Q254471
http://www.wikidata.org/entity/Q170026,"Valentinian III",,"emperor of the Western Roman Empire (419-455)",human,https://en.wikipedia.org/wiki/Valentinian_III,"Constantius III",http://www.wikidata.org/entity/Q201905,"Galla Placidia",http://www.wikidata.org/entity/Q237907
http://www.wikidata.org/entity/Q749909,"Valentinianus Galates",,"Imperial Roman prince and consul (366-369)",human,https://en.wikipedia.org/wiki/Valentinianus_Galates,Valens,http://www.wikidata.org/entity/Q172471,"Albia Dominica",http://www.wikidata.org/entity/Q272630
http://www.wikidata.org/entity/Q105757478,Valentinus,,"Roman writer around 400 AD",human,,,,,
http://www.wikidata.org/entity/Q309864,Valentinus,,"Egyptian gnostic theologian (c.100–c. 160)",human,https://en.wikipedia.org/wiki/Valentinus_(Gnostic),,,,
http://www.wikidata.org/entity/Q884904,Valentinus,,"Roman usurper against Emperor Valentinian I",human,https://en.wikipedia.org/wiki/Valentinus_(rebel),,,,
http://www.wikidata.org/entity/Q63149450,Valeria,,"priestess of Fortuna",human,,"Volusus Valerius",http://www.wikidata.org/entity/Q63149369,http://www.wikidata.org/.well-known/genid/5564ad311fc69d784e80cc40c4ab3a13,http://www.wikidata.org/.well-known/genid/5564ad311fc69d784e80cc40c4ab3a13
http://www.wikidata.org/entity/Q63162713,Valeria,,"hostage of Porsenna",human,,"Publius Valerius Poplicola",http://www.wikidata.org/entity/Q318726,http://www.wikidata.org/.well-known/genid/bb33734f6693b55cc8d3dcf5d01de1e3,http://www.wikidata.org/.well-known/genid/bb33734f6693b55cc8d3dcf5d01de1e3
http://www.wikidata.org/entity/Q64853894,Valeria,,"maternal grandmother of Lucan",human,,"Titus Valerius",http://www.wikidata.org/entity/Q64853920,http://www.wikidata.org/.well-known/genid/f60252f31f4439fc90177a2259b5fa4e,http://www.wikidata.org/.well-known/genid/f60252f31f4439fc90177a2259b5fa4e
http://www.wikidata.org/entity/Q93257035,Valeria,,"wife of Quintus Pedius",human,,"Marcus Valerius Messalla Niger",http://www.wikidata.org/entity/Q722935,http://www.wikidata.org/.well-known/genid/d39c84b30a896062852cc192d7a73ab1,http://www.wikidata.org/.well-known/genid/d39c84b30a896062852cc192d7a73ab1
http://www.wikidata.org/entity/Q93258316,Valeria,,"Roman noblewoman, mother of Sulpicia",human,,"Marcus Valerius Messalla Niger",http://www.wikidata.org/entity/Q722935,Polla,http://www.wikidata.org/entity/Q12141786
http://www.wikidata.org/entity/Q121118654,"Valeria Catulla",,"wife of the distinguished Hellene Tiberius Claudius Marcellus",human,,,,,
http://www.wikidata.org/entity/Q45535,"Valeria Maximilla",,"Roman empress and wife of Emperor Maxentius",human,https://en.wikipedia.org/wiki/Valeria_Maximilla,Galerius,http://www.wikidata.org/entity/Q172168,http://www.wikidata.org/.well-known/genid/7f4cd188d4e30150b138557537464170,http://www.wikidata.org/.well-known/genid/7f4cd188d4e30150b138557537464170
http://www.wikidata.org/entity/Q432141,"Valeria Messalla",,"wife of Sulla, Roman dictator",human,https://en.wikipedia.org/wiki/Valeria_(wife_of_Sulla),"Marcus Valerius Messalla Niger",http://www.wikidata.org/entity/Q722935,Hortensia,http://www.wikidata.org/entity/Q106641929
http://www.wikidata.org/entity/Q91361630,"Valeria Messallia",,"daughter of Claudia Marcella Minor",human,,"Marcus Valerius Messalla Messallinus",http://www.wikidata.org/entity/Q1232435,"Claudia Marcella Minor",http://www.wikidata.org/entity/Q8265475
http://www.wikidata.org/entity/Q291907,"Valeria of Milan",,"ancient Christian saint",human,https://en.wikipedia.org/wiki/Valeria_of_Milan,,,,
http://www.wikidata.org/entity/Q46750,Valerian,,"Roman emperor",human,https://en.wikipedia.org/wiki/Valerian_(emperor),,,,
http://www.wikidata.org/entity/Q552224,"Valerian II",,"Roman emperor",human,https://en.wikipedia.org/wiki/Valerian_II,Gallienus,http://www.wikidata.org/entity/Q104475,"Cornelia Salonina",http://www.wikidata.org/entity/Q239015
http://www.wikidata.org/entity/Q3554325,"Valerian of Cimiez",,bishop,human,,,,,
http://www.wikidata.org/entity/Q4007835,"Valeriano di Forlì",,"Roman Catholic saint and martyr and Roman soldier",human,https://en.wikipedia.org/wiki/Valerian_of_Forl%C3%AC,,,,
http://www.wikidata.org/entity/Q4007834,Valerianus,,"archbishop of Aquileia",human,,,,,
http://www.wikidata.org/entity/Q15852393,Valerius,,"2nd-century Greek coroplast",human,,,,,
http://www.wikidata.org/entity/Q2842818,Valerius,,"Roman architect from Ostia either during the 2nd or 1st century BC",human,,http://www.wikidata.org/.well-known/genid/470b7caead639d609b169c76b6450967,http://www.wikidata.org/.well-known/genid/470b7caead639d609b169c76b6450967,http://www.wikidata.org/.well-known/genid/04d902b8fb5bb60c28716f64fcc9edf7,http://www.wikidata.org/.well-known/genid/04d902b8fb5bb60c28716f64fcc9edf7
http://www.wikidata.org/entity/Q66138447,Valerius,,"1st century BC Roman comedy writer",human,,,,,
http://www.wikidata.org/entity/Q7911423,"Valerius Adelphius Bassus",,"consul romain",human,,"Lucius Valerius Septimius Bassus",http://www.wikidata.org/entity/Q3655706,Adelphia,http://www.wikidata.org/entity/Q12271209
http://www.wikidata.org/entity/Q249076,"Valerius Aedituus",,"1st-century BC Roman poet",human,https://en.wikipedia.org/wiki/Valerius_Aedituus,,,,
http://www.wikidata.org/entity/Q947576,"Valerius Antias",,"1st-century BC Roman historian",human,https://en.wikipedia.org/wiki/Valerius_Antias,,,,
http://www.wikidata.org/entity/Q20006693,"Valerius Catulinus",,"general sent by Roman emperor Didius Julianus to fight against Septimius Severus in 193 AD",human,,,,,
http://www.wikidata.org/entity/Q7911426,"Valerius Crescens Fulvianus",,"governor of Britannia Inferior during the reign of Alexander Severus",human,https://en.wikipedia.org/wiki/Valerius_Crescens_Fulvianus,,,,
http://www.wikidata.org/entity/Q20722776,"Valerius Eclectus",,"3rd-century Olympic athlete",human,,,,,
http://www.wikidata.org/entity/Q7911427,"Valerius Fabianus",,"Roman man tried and convicted before the Senate in 62 for trying to froge a will of a relative",human,https://en.wikipedia.org/wiki/Valerius_Fabianus,,,,
http://www.wikidata.org/entity/Q3655920,"Valerius Faltonius Adelfius",,"Roman consul 451 AD",human,,,,,
http://www.wikidata.org/entity/Q20006695,"Valerius Flaccus",,"político de la Antigua Roma",human,,,,,
http://www.wikidata.org/entity/Q76964631,"Valerius Fronto",,"prefect of the Ala Vettonum around 197/198",human,,,,,
http://www.wikidata.org/entity/Q153063,"Valerius Gratus",,"praefectus civitatis of Judaea from 15 to 26 AD",human,https://en.wikipedia.org/wiki/Valerius_Gratus,,,,
http://www.wikidata.org/entity/Q1393825,"Valerius II of Saragossa",,"6th bishop of Zaragoza and patron of the city and diocese of Zaragoza. Attend the Council of Elvira (290-315)",human,https://en.wikipedia.org/wiki/Valerius_of_Saragossa,,,,
http://www.wikidata.org/entity/Q86439489,"Valerius Lupercus",,"2nd or 3rd-century prefect of the Cohors II Lingonum",human,,,,,
http://www.wikidata.org/entity/Q1226341,"Valerius Maximus",,"Roman consul 327 AD",human,https://en.wikipedia.org/wiki/Valerius_Maximus_(praetorian_prefect),"Valerius Maximus Basilius",http://www.wikidata.org/entity/Q6915295,,
http://www.wikidata.org/entity/Q379991,"Valerius Maximus",,"early 1st century AD Roman professional rhetorician, historian and author",human,https://en.wikipedia.org/wiki/Valerius_Maximus,,,,
http://www.wikidata.org/entity/Q3305547,"Valerius Maximus Basilius",,"4th century Roman proconsul",human,https://en.wikipedia.org/wiki/Valerius_Maximus_Basilius,"Valerius Maximus",http://www.wikidata.org/entity/Q1226341,,
http://www.wikidata.org/entity/Q6915295,"Valerius Maximus Basilius",,"Roman urban prefect 319 AD",human,https://en.wikipedia.org/wiki/Valerius_Maximus_Basilius_(urban_prefect_319),Messalla,http://www.wikidata.org/entity/Q2175504,,
http://www.wikidata.org/entity/Q4007896,"Valerius Messalla Avienus",,"Late Roman civil servant",human,,,,,
http://www.wikidata.org/entity/Q28922067,"Valerius of Mytilene",,"Olympic victor in stadion race, 45 CE",human,,,,,
http://www.wikidata.org/entity/Q553653,"Valerius of Trèves",,"German saint and bishop",human,https://en.wikipedia.org/wiki/Valerius_of_Tr%C3%A8ves,,,,
http://www.wikidata.org/entity/Q106914234,"Valerius Paetus",,"commander of the Roman fleet stationed in Ravenna in 142 AD",human,,,,,
http://www.wikidata.org/entity/Q40749451,"Valerius Pinianus",,"husband of Melania the Younger",human,https://en.wikipedia.org/wiki/Valerius_Pinianus,"Valerius Severus",http://www.wikidata.org/entity/Q4007916,,
http://www.wikidata.org/entity/Q4102836,"Valerius Proculus",,"Roman consul 325 AD",human,,,,,
http://www.wikidata.org/entity/Q443147,"Valerius Romulus",,"son of Roman Emperor Maxentius (died 309)",human,https://en.wikipedia.org/wiki/Valerius_Romulus,Maxentius,http://www.wikidata.org/entity/Q182070,"Valeria Maximilla",http://www.wikidata.org/entity/Q45535
http://www.wikidata.org/entity/Q12274547,"Valerius Senecio",,"consul suffect romain en 186",human,,,,,
http://www.wikidata.org/entity/Q4007916,"Valerius Severus",,"Roman proconsul of Africa in 381",human,,,,,
http://www.wikidata.org/entity/Q88175127,"Valerius Timotheus",,"3rd-century tribune of Cohors III Batavorum",human,,,,,
http://www.wikidata.org/entity/Q311274,"Valerius Valens",,"Roman emperor from 316 to 317",human,https://en.wikipedia.org/wiki/Valerius_Valens,,,,
http://www.wikidata.org/entity/Q87067875,"Valerius Victor",,"commander of Cohors I Montanorum equitata in 192",human,,,,,
http://www.wikidata.org/entity/Q105771118,"Vallius Syriacus",,"ancient Greek rhetorician",human,,,,,
http://www.wikidata.org/entity/Q42211,Vandals,,"East Germanic tribe",civilization,https://en.wikipedia.org/wiki/Vandals,,,,
http://www.wikidata.org/entity/Q42211,Vandals,,"East Germanic tribe","historical ethnic group",https://en.wikipedia.org/wiki/Vandals,,,,
http://www.wikidata.org/entity/Q1606500,Vannius,,"1st century AD king of the Germanic tribe Quadi",human,https://en.wikipedia.org/wiki/Vannius,,,,
http://www.wikidata.org/entity/Q1439380,Varanes,,politician,human,https://en.wikipedia.org/wiki/Varanes_(consul_410),,,,
http://www.wikidata.org/entity/Q105605805,"Varius Quintius Gaianus",,"Angehöriger der römischen Armee",human,,,,,
http://www.wikidata.org/entity/Q355732,"Varro Atacinus",,"Roman writer and poet",human,https://en.wikipedia.org/wiki/Varro_Atacinus,http://www.wikidata.org/.well-known/genid/7f9943ee224eb3abd25b07d4d13c1c68,http://www.wikidata.org/.well-known/genid/7f9943ee224eb3abd25b07d4d13c1c68,http://www.wikidata.org/.well-known/genid/cc8c1254fc2b5fa48ca85ac982574938,http://www.wikidata.org/.well-known/genid/cc8c1254fc2b5fa48ca85ac982574938
http://www.wikidata.org/entity/Q882938,Varronianus,,politician,human,https://en.wikipedia.org/wiki/Varronianus_(son_of_Jovian),Jovian,http://www.wikidata.org/entity/Q34074,Charito,http://www.wikidata.org/entity/Q1898418
http://www.wikidata.org/entity/Q1246837,Vascones,,"pre-Roman and medieval people ancestor to the present-day Basques","historical ethnic group",https://en.wikipedia.org/wiki/Vascones,,,,
http://www.wikidata.org/entity/Q11954388,Vatinius,,"courtier of Nero",human,,,,,
http://www.wikidata.org/entity/Q3563971,"Vedius Aquila",,"commander of Legio XIII Gemina under Otho in 69 AD",human,https://en.wikipedia.org/wiki/Vedius_Aquila,,,,
http://www.wikidata.org/entity/Q950157,"Vedius Pollio",,"Roman equestrian during the reign of Augustus",human,https://en.wikipedia.org/wiki/Vedius_Pollio,,,,
http://www.wikidata.org/entity/Q4298,Vegetius,,"writer of the Later Roman Empire",human,https://en.wikipedia.org/wiki/Vegetius,,,,
http://www.wikidata.org/entity/Q11954421,Vehilius,,"préteur romain en 44 av. J.-C.",human,,,,,
http://www.wikidata.org/entity/Q11954424,Veiento,,"ancient Roman politician",human,,,,,
http://www.wikidata.org/entity/Q11954435,"Velius Longus",,"Roman grammarian",human,https://en.wikipedia.org/wiki/Velius_Longus,,,,
http://www.wikidata.org/entity/Q18634156,"Velleius Macrinus",,"legatus Augusti pro praetore of Bithynia in 269",human,,,,,
http://www.wikidata.org/entity/Q4009463,Venantius,,"politician of Italia and consul for the year 507",human,https://en.wikipedia.org/wiki/Venantius_(consul_507),Liberius,http://www.wikidata.org/entity/Q1384848,,
http://www.wikidata.org/entity/Q9371947,"Venantius of Delminium",,"Saint and bishop",human,https://en.wikipedia.org/wiki/Venantius_of_Salona,,,,
http://www.wikidata.org/entity/Q4009470,"Venantius Opilio",,"Imperial Roman consul",human,https://en.wikipedia.org/wiki/Venantius_Opilio,,,,
http://www.wikidata.org/entity/Q11954449,Vennonius,,"Roman historian and annalist",human,,,,,
http://www.wikidata.org/entity/Q705429,"Ventidius Cumanus",,"1st century AD Roman procurator of Iudaea",human,https://en.wikipedia.org/wiki/Ventidius_Cumanus,,,,
http://www.wikidata.org/entity/Q20102187,Venuleius,,"político de la Antigua Roma",human,,http://www.wikidata.org/.well-known/genid/e784b7c8e154dbabf747c881a37936a1,http://www.wikidata.org/.well-known/genid/e784b7c8e154dbabf747c881a37936a1,http://www.wikidata.org/.well-known/genid/d421333d31dc3766d8f764060649204e,http://www.wikidata.org/.well-known/genid/d421333d31dc3766d8f764060649204e
http://www.wikidata.org/entity/Q47652,Venus,,"Roman goddess of love, sexuality, procreation and pleasure","fertility deity",https://en.wikipedia.org/wiki/Venus_(mythology),,,,
http://www.wikidata.org/entity/Q47652,Venus,,"Roman goddess of love, sexuality, procreation and pleasure",goddess,https://en.wikipedia.org/wiki/Venus_(mythology),,,,
http://www.wikidata.org/entity/Q47652,Venus,,"Roman goddess of love, sexuality, procreation and pleasure","Roman deity",https://en.wikipedia.org/wiki/Venus_(mythology),,,,
http://www.wikidata.org/entity/Q11954462,Venustus,,"painter and freedman of the imperial household in the time of Claudius",human,,,,,
http://www.wikidata.org/entity/Q104867931,Veranius,,"author of legal opinions on sacral matters; generally thought to have lived in late Republican times",human,,,,,
http://www.wikidata.org/entity/Q178953,Vercingetorix,,"protohistoric chieftain of the Arverni tribe, defeated by Julius Caesar during the Gallic wars",human,https://en.wikipedia.org/wiki/Vercingetorix,Celtillus,http://www.wikidata.org/entity/Q2240467,,
http://www.wikidata.org/entity/Q121491073,"Vergilia Vera",,"1st-century Roman woman who set up an inscription asking the gods to help another woman named Munatia who was about to give birth, possibly a kinswoman of the poet Virgil",human,,,,,
http://www.wikidata.org/entity/Q117355963,"Vergilius Romanus",,"Latin poet",human,,,,,
http://www.wikidata.org/entity/Q1278485,Verginia,,"5th-century BC Roman heroine","human whose existence is disputed",https://en.wikipedia.org/wiki/Verginia,"Lucius Verginius",http://www.wikidata.org/entity/Q3655836,Numitoria,http://www.wikidata.org/entity/Q100701237
http://www.wikidata.org/entity/Q11954888,"Verginius Capito",,"militaire romain",human,,,,,
http://www.wikidata.org/entity/Q11954893,"Verginius Flavus",,"Roman rhetorician",human,,,,,
http://www.wikidata.org/entity/Q1748501,Vermina,,"Berber military commander",human,https://en.wikipedia.org/wiki/Vermina,Syphax,http://www.wikidata.org/entity/Q353141,,
http://www.wikidata.org/entity/Q67174035,"Véronique Boudon-Millot",,"französische Altphilologin und Medizinhistorikerin",human,,,,,
