person,personLabel,genderLabel,personDescription,entityLabel,citizen,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q570532,Gnaeus Marcius Coriolanus,male,5th-century BC Roman general,fictional human formerly considered to be historical,http://www.wikidata.org/entity/Q1747689,-0500-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/72c9172fde0122add7fde5733f29f501,Veturia,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Marcius_Coriolanus,http://www.wikidata.org/.well-known/genid/72c9172fde0122add7fde5733f29f501,http://www.wikidata.org/entity/Q1538734,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q23829685,Gnaeus Marcius Vates,male,orator and politician of the Roman Republic,human,http://www.wikidata.org/entity/Q1747689,,http://www.wikidata.org/.well-known/genid/8280ffea174908105a2d6a913f72ed74,http://www.wikidata.org/.well-known/genid/904243c507af3b78ad474b8e396e265d,Ancient Rome,,http://www.wikidata.org/.well-known/genid/8280ffea174908105a2d6a913f72ed74,http://www.wikidata.org/.well-known/genid/904243c507af3b78ad474b8e396e265d,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1166737,Gnaeus Matius,male,Roman poet,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277054,Gnaeus Minicius Faustinus,male,Roman suffect consul 91 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277053,Gnaeus Minicius Faustinus,male,Roman consul 117 AD,human,http://www.wikidata.org/entity/Q1747689,,Gnaeus Minicius Faustinus,,,,http://www.wikidata.org/entity/Q12277054,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q80146570,Gnaeus Munatius Aurelius Bassus,male,römischer Offizier (Kaiserzeit),human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20002672,Gnaeus Munatius Plancus,male,fantôme prosopographique,prosopographical phantom,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q212667,Gnaeus Naevius,male,ancient Roman dramatist,human,http://www.wikidata.org/entity/Q1747689,-0200-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/f61436cc870332601688ee08c51ecf5e,http://www.wikidata.org/.well-known/genid/9cad7a4ed5c5a22c2bad8227a487f129,ancient Capua,https://en.wikipedia.org/wiki/Gnaeus_Naevius,http://www.wikidata.org/.well-known/genid/f61436cc870332601688ee08c51ecf5e,http://www.wikidata.org/.well-known/genid/9cad7a4ed5c5a22c2bad8227a487f129,http://www.wikidata.org/entity/Q3136685,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20002674,Gnaeus Nerius,male,questeur romain en 49 av. J.-C.,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q463034,Gnaeus Octavius,male,consul 87 BC,human,http://www.wikidata.org/entity/Q1747689,-0086-01-01T00:00:00Z,Gnaeus Octavius,http://www.wikidata.org/.well-known/genid/a1efcfd050dfe8c4c2ab31bfec6c59e4,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_87_BC),http://www.wikidata.org/entity/Q540465,http://www.wikidata.org/.well-known/genid/a1efcfd050dfe8c4c2ab31bfec6c59e4,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1232914,Gnaeus Octavius,male,Roman politician and general (died 162 BC),human,http://www.wikidata.org/entity/Q1747689,-0161-01-01T00:00:00Z,Gnaeus Octavius,http://www.wikidata.org/.well-known/genid/b824c1652beb7655bebde0094dc6c962,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_165_BC),http://www.wikidata.org/entity/Q1533142,http://www.wikidata.org/.well-known/genid/b824c1652beb7655bebde0094dc6c962,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q540465,Gnaeus Octavius,male,consul 128 BC,human,http://www.wikidata.org/entity/Q1747689,-0150-01-01T00:00:00Z,Gnaeus Octavius,http://www.wikidata.org/.well-known/genid/bbf8d1649728afcdca8d845f189692e6,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_128_BC),http://www.wikidata.org/entity/Q1232914,http://www.wikidata.org/.well-known/genid/bbf8d1649728afcdca8d845f189692e6,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1533142,Gnaeus Octavius,male,praetor 205 BC,human,http://www.wikidata.org/entity/Q1747689,-0200-01-01T00:00:00Z,Gnaeus Octavius Rufus,http://www.wikidata.org/.well-known/genid/1d2641a5afae9061fa2c57bc10a15c06,Ancient Rome,,http://www.wikidata.org/entity/Q1533143,http://www.wikidata.org/.well-known/genid/1d2641a5afae9061fa2c57bc10a15c06,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1289292,Gnaeus Octavius,male,Roman consul 76 BC,human,http://www.wikidata.org/entity/Q1747689,-0100-01-01T00:00:00Z,Marcus Octavius,http://www.wikidata.org/.well-known/genid/ce121e1caa25e122e03b85a5df421ed0,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_76_BC),http://www.wikidata.org/entity/Q332842,http://www.wikidata.org/.well-known/genid/ce121e1caa25e122e03b85a5df421ed0,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924414,Gnaeus Octavius Rufus,male,quaestor 107 BC,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1533143,Gnaeus Octavius Rufus,male,quaestor 230 BC,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/b3bc22032fb826c3861f081591a5e561,http://www.wikidata.org/.well-known/genid/79ba9eb8a06a3bf1de9a30a552db40d6,http://www.wikidata.org/.well-known/genid/fe03dc79a7e316489a2381ea9c17f03b,Ancient Rome,,http://www.wikidata.org/.well-known/genid/79ba9eb8a06a3bf1de9a30a552db40d6,http://www.wikidata.org/.well-known/genid/fe03dc79a7e316489a2381ea9c17f03b,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q117608716,Gnaeus Octavius Titinius Capito,male,Roman knight,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Gnaeus_Octavius_Titinius_Capito,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924415,Gnaeus Ogulnius Gallus,male,tribun de la plèbe romain,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/311c5b6077053764346569109612486e,http://www.wikidata.org/.well-known/genid/c80c355166fae317a8449b3bc5219304,http://www.wikidata.org/.well-known/genid/c0da13d6ed9745be7b3dc11d95a26e89,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Ogulnius,http://www.wikidata.org/.well-known/genid/c80c355166fae317a8449b3bc5219304,http://www.wikidata.org/.well-known/genid/c0da13d6ed9745be7b3dc11d95a26e89,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277055,Gnaeus Otacilius Naso,male,politician,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277056,Gnaeus Papirius Aelianus,male,Roman consul 184 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924410,Gnaeus Papirius Aelianus,male,governor of Britain between 145 and 147,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/a931be512ebbfa723d3f0bd5061c7ecf,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3656055,Gnaeus Papirius Aelianus,male,Roman consul 135 AD,human,http://www.wikidata.org/entity/Q1747689,0200-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Aelianus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q72924284,Gnaeus Papirius Aelianus,male,Roman consul 157 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277059,Gnaeus Papirius Aelianus Aemilius Tuscillus,male,suffect consul in 135 AD,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/504d9cf2fe9aff6ab1b47ecd86345b7a,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277058,Gnaeus Papirius Carbo,male,tribuno de la plebe en el año 92 a. C.,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q554395,Gnaeus Papirius Carbo,male,Roman senator and general,human,http://www.wikidata.org/entity/Q1747689,-0111-01-01T00:00:00Z,Gaius Papirius Carbo,http://www.wikidata.org/.well-known/genid/a4b1b351f31ce7b0f83912d6cdddbdff,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo_(consul_113_BC),http://www.wikidata.org/entity/Q2367936,http://www.wikidata.org/.well-known/genid/a4b1b351f31ce7b0f83912d6cdddbdff,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q921658,Gnaeus Papirius Carbo,male,Ancient Roman consul,human,http://www.wikidata.org/entity/Q1747689,-0081-01-01T00:00:00Z,Gnaeus Papirius Carbo,http://www.wikidata.org/.well-known/genid/a312b337cdcce7b556839b09c24f7485,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo_(consul_85_BC),http://www.wikidata.org/entity/Q554395,http://www.wikidata.org/.well-known/genid/a312b337cdcce7b556839b09c24f7485,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q344282,Gnaeus Pedanius Fuscus Salinator,male,early 2nd century Roman senator, jurist and consul,human,http://www.wikidata.org/entity/Q1747689,0200-01-01T00:00:00Z,Gnaeus Pedanius Fuscus Salinator,,,https://en.wikipedia.org/wiki/Gnaeus_Pedanius_Fuscus_Salinator_(consul_118),http://www.wikidata.org/entity/Q12277062,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277062,Gnaeus Pedanius Fuscus Salinator,male,1st century Roman senator and suffect consul,human,http://www.wikidata.org/entity/Q1747689,,Gnaeus Pedanius Fuscus Salinator,Flavia Sabina,,https://en.wikipedia.org/wiki/Gnaeus_Pedanius_Fuscus_Salinator,http://www.wikidata.org/entity/Q12277061,http://www.wikidata.org/entity/Q108478804,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3109425,Gnaeus Pedanius Fuscus Salinator,male,grandnephew of Roman emperor Hadrian,human,http://www.wikidata.org/entity/Q1747689,0136-01-01T00:00:00Z,Gnaeus Pedanius Fuscus Salinator,Julia Serviana Paulina,,,http://www.wikidata.org/entity/Q344282,http://www.wikidata.org/entity/Q3769302,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277061,Gnaeus Pedanius Fuscus Salinator,male,Roman senator and suffect consul in 61,human,http://www.wikidata.org/entity/Q1747689,,Lucius Pedanius Secundus,,Spain,https://en.wikipedia.org/wiki/Gnaeus_Pedanius_Fuscus_Salinator_(consul_61),http://www.wikidata.org/entity/Q355758,,http://www.wikidata.org/entity/Q29,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q736335,Gnaeus Pedius Cascus,male,suffect consul 71 AD,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/c6bd8d014c5fb0c54b0751bb71450bd8,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3772606,Gnaeus Petreius,male,soldier,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q24951253,Gnaeus Petronius Probatus Junior Justus,male,gouverneur romain,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12900093,Gnaeus Pinarius Aemilius Cicatricula,male,1st century Roman Senator and suffect consul,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Gnaeus_Pinarius_Aemilius_Cicatricula,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1533150,Gnaeus Pinarius Cornelius Clemens,male,Roman consul suffectus maybe in 72,human,http://www.wikidata.org/entity/Q1747689,,,,Spain,https://en.wikipedia.org/wiki/Gnaeus_Pinarius_Cornelius_Clemens,,,http://www.wikidata.org/entity/Q29,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q140220,Gnaeus Pinarius Cornelius Severus,male,Roman consul suffectus in 112,human,http://www.wikidata.org/entity/Q1747689,0200-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q115855464,Gnaeus Plancius,male,early supporter of Julius Caesar,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924411,Gnaeus Plancius,male,Roman quaestor in 58 BC,human,http://www.wikidata.org/entity/Q1747689,-0030-01-01T00:00:00Z,Gnaeus Plancius,,,,http://www.wikidata.org/entity/Q115855464,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1533153,Gnaeus Pompeius,male,Roman suffect consul in 31 BC,human,http://www.wikidata.org/entity/Q1747689,0014-01-01T00:00:00Z,Quintus Pompeius Rufus,http://www.wikidata.org/.well-known/genid/b77c812537d8c7a9a46da031aeeb9418,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_(consul_31_BC),http://www.wikidata.org/entity/Q2123402,http://www.wikidata.org/.well-known/genid/b77c812537d8c7a9a46da031aeeb9418,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277067,Gnaeus Pompeius Catullinus,male,Roman consul 90 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1239883,Gnaeus Pompeius Collega,male,Roman senator,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1961952,Gnaeus Pompeius Collega,male,1st century Roman senator, consul and legate,human,http://www.wikidata.org/entity/Q1747689,,Gnaeus Pompeius Collega,,,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Collega,http://www.wikidata.org/entity/Q1239883,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277066,Gnaeus Pompeius Ferox Licinianus,male,suffect consul 98 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q18527867,Gnaeus Pompeius Homullus,male,equestrian procurator in Britain around 95 AD,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/3b245b71ead520cf4e8eb1445ccb3262,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1243647,Gnaeus Pompeius Longinus,male,Roman governor of Judaea from AD 85 to 89,human,http://www.wikidata.org/entity/Q1747689,0106-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Longinus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1338377,Gnaeus Pompeius Magnus,male,Roman nobleman, husband of Claudia Antonia (23-47),human,http://www.wikidata.org/entity/Q1747689,0047-01-01T00:00:00Z,Marcus Licinius Crassus Frugi,Scribonia Magna,,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Magnus_(husband_of_Claudia_Antonia),http://www.wikidata.org/entity/Q1233627,http://www.wikidata.org/entity/Q774986,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q473280,Gnaeus Pompeius Magnus,male,eldest son of Pompey the Great,human,http://www.wikidata.org/entity/Q1747689,-0044-04-12T00:00:00Z,Pompey,Mucia Tertia,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Magnus_(son_of_Pompey),http://www.wikidata.org/entity/Q125414,http://www.wikidata.org/entity/Q273616,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q336538,Gnaeus Pompeius Strabo,male,ancient Roman consul, father of Pompey,human,http://www.wikidata.org/entity/Q1747689,-0086-01-01T00:00:00Z,Sextus Pompeius,Lucilia,Regio V Picenum,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Strabo,http://www.wikidata.org/entity/Q888910,http://www.wikidata.org/entity/Q56259966,http://www.wikidata.org/entity/Q510990,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q316119,Gnaeus Pompeius Trogus,male,Gallo-Roman historian who flourished during the reign of the emperor Augustus,human,http://www.wikidata.org/entity/Q1747689,-0100-01-01T00:00:00Z,,,Vaison-la-Romaine,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Trogus,,,http://www.wikidata.org/entity/Q504887,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924412,Gnaeus Pomponius,male,tribune of the plebs 90 BC,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/2bad8a6ee37c0e778cd6f1880a9b6df1,http://www.wikidata.org/.well-known/genid/062a4d3ae232fb31c44b7edf5c385e59,http://www.wikidata.org/.well-known/genid/e8f443914f126ad54a8889537b395ed5,Ancient Rome,,http://www.wikidata.org/.well-known/genid/062a4d3ae232fb31c44b7edf5c385e59,http://www.wikidata.org/.well-known/genid/e8f443914f126ad54a8889537b395ed5,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3772609,Gnaeus Quinctius Capitolinus,male,Roman dictator in 331 BC,human,http://www.wikidata.org/entity/Q1747689,-0350-01-01T00:00:00Z,Titus Quinctius Poenus Capitolinus Crispinus,http://www.wikidata.org/.well-known/genid/9df55b62141035a8fb8713469c6ae150,Ancient Rome,,http://www.wikidata.org/entity/Q1230841,http://www.wikidata.org/.well-known/genid/9df55b62141035a8fb8713469c6ae150,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q16561248,Gnaeus Seius,male,,human,http://www.wikidata.org/entity/Q1747689,-0042-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277069,Gnaeus Sentius Aburnianus,male,römischer Suffektkonsul (123),human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1229133,Gnaeus Sentius Saturninus,male,römischer Politiker, Suffektkonsul 4 n. Chr.,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,Gaius Sentius Saturninus,,,,http://www.wikidata.org/entity/Q1236610,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q344275,Gnaeus Sentius Saturninus,male,politician,human,http://www.wikidata.org/entity/Q1747689,0066-01-01T00:00:00Z,Gnaeus Sentius Saturninus,,,,http://www.wikidata.org/entity/Q1229133,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1243288,Gnaeus Sergius Fidenas Coxo,male,politician,human,http://www.wikidata.org/entity/Q1747689,-0450-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/04f268674a49b8536110aed56c3dac3b,http://www.wikidata.org/.well-known/genid/493bb36b1615ff564491603c19d22897,Ancient Rome,,http://www.wikidata.org/.well-known/genid/04f268674a49b8536110aed56c3dac3b,http://www.wikidata.org/.well-known/genid/493bb36b1615ff564491603c19d22897,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q103875176,Gnaeus Sergius Silus,male,ancient Roman man accused of trying to seduce a married woman,human,http://www.wikidata.org/entity/Q1747689,,http://www.wikidata.org/.well-known/genid/94f60faea494c962b05569d08ea48693,http://www.wikidata.org/.well-known/genid/314fe78cd15a693d27b037e984ed9fbd,Ancient Rome,,http://www.wikidata.org/.well-known/genid/94f60faea494c962b05569d08ea48693,http://www.wikidata.org/.well-known/genid/314fe78cd15a693d27b037e984ed9fbd,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
