BookID,Place,Links,Lat,Lon,Type,Label,Tags,Comments
4.1.1,Ἄργους,http://dare.ht.lu.se/places/21779,37.631561,22.719464,settlement,"Argos, Argos|Argos",built|polis,NULL
4.1.1,Γερηνίαν,http://dare.ht.lu.se/places/27436,36.927195,22.208656,settlement,"Gerenia/Gerena, Zarnatas?|Geren(i)a",built|settlement,NULL
4.1.1,Λακωνικῇ,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,regional,NULL
4.1.1,Λακωνικὸν,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,regional,NULL
4.1.1,Μεσσηνίοις,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.1.2,Ἀνδανία,http://topostext.org/place/373219UAnd,37.274,21.936,NULL,"Andania (Messenia)",built|polis,NULL
4.1.2,Ἄργους,http://dare.ht.lu.se/places/21779,37.631561,22.719464,settlement,"Argos, Argos|Argos",built|polis,NULL
4.1.2,Ἑλλήνων,http://pleiades.stoa.org/places/1001896,37.5,22.5,province,Hellas,historical|Greeks|proxy,NULL
4.1.2,Λακεδαίμονος,http://topostext.org/place/371224PSpa,37.0821,22.4237,NULL,"Sparta/Lacedaemon (Lakonia)",built|polis,NULL
4.1.2,Μεσσήνη,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional|chôra,NULL
4.1.3,Θηβαῖοι,http://dare.ht.lu.se/places/21952,38.318092,23.255096,"sanctuary,settlement","Kabeirion, Kabeirion|Thebai, Thiva|Kabeirion|Thebai/Thebae",historical|Thebans|proxy,NULL
4.1.3,Ἰθάκης,http://dare.ht.lu.se/places/41199,38.44193,20.638399,"island,settlement","Ithaca, Ithaca|Ithaca Ins., Ithaca|Ithaca|Ithaca Ins.",physical|island,NULL
4.1.3,Ἰθώμῃ,http://dare.ht.lu.se/places/43552,37.1857343,21.9249021,mountain,"Ithome Mons, Ithome|Ithome M.",physical|mountain,NULL
4.1.3,Ἴλιον,http://dare.ht.lu.se/places/21153,39.9577,26.23873,settlement,"Ilium/Troia, Hisarlık|Ilium/Troia",built|settlement|proxy,"proxy for war"
4.1.3,Λακεδαιμονίους,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,historical|Lacedaemonians|proxy,NULL
4.1.3,Λεύκτροις,http://dare.ht.lu.se/places/22839,38.25422,23.18095,settlement,"Leuktra, Leuktra|Leuktra",built|battlefield|proxy,"proxy for battle of Lectra"
4.1.3,Μεσσήνην,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",built|polis,NULL
4.1.3,Μεσσήνην,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",built|polis,NULL
4.1.3,Μεσσήνης,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",oikismos|built|polis,NULL
4.1.3,Μεσσήνιοι,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.1.3,Μεσσηνίους,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",historical|person|proxy,NULL
4.1.3,Πύλον,http://dare.ht.lu.se/places/31057,37.899734,21.518025,settlement,"Pylos, Armatova/Agrapidochori|Pylos",built|polis,NULL
4.1.4,Μεσσήνῃ,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",settlement|built|polis,NULL
4.1.4,Μεσσήνῃ,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",regional|built|polis,NULL
4.1.4,Φηράς,http://topostext.org/place/370221UPhe,37.046,22.113,NULL,"Pherai (Messenia)",built|polisma,NULL
4.1.4,Φηρὰς,http://topostext.org/place/370221UPhe,37.046,22.113,NULL,"Pherai (Messenia)",built|settlement,NULL
4.1.5,Ἀθηναῖοι,http://dare.ht.lu.se/places/10975,37.971687,23.726464,settlement,"Athenae, Athína|Athenae",historical|Athenians|proxy,NULL
4.1.5,Ἐλευσῖνος,http://dare.ht.lu.se/places/21987,38.041096,23.538311,"sanctuary,settlement","Demeter Temple, Elefsina|Eleusis, Elefsina|Demeter, T.|Eleusis",built|hieron,NULL
4.1.6,Κρητί,http://pleiades.stoa.org/places/589748,35.21984439173344,24.995769971494504,island,"Creta (island)",proxy,NULL
4.1.7,Ἀθηναῖος,http://dare.ht.lu.se/places/10975,37.971687,23.726464,settlement,"Athenae, Athína|Athenae",proxy|male,NULL
4.1.7,Θηβαίοις,http://topostext.org/place/383233PThe,38.3191,23.3178,NULL,"Thebes (Boeotia)",proxy|Thebans,NULL
4.1.8,Ἀνδανίῃ,http://dare.ht.lu.se/places/27403,37.26217,21.938099,settlement,"Andania, Kallirhoe|Andania",built|hieron,NULL
4.1.8,Ἀτθίδος,http://pleiades.stoa.org/places/579888,38.051998833333336,23.818991099999998,region,Attica,NULL,adjective
4.1.9,Ἀνδανίᾳ,http://topostext.org/place/373219UAnd,37.274,21.936,NULL,"Andania (Messenia)",hieron|built|polis,NULL
4.1.9,ἔνθα,http://topostext.org/place/373219UAnd,37.274,21.936,NULL,"Andania (Messenia)",entha,NULL
4.2.2,Καρνάσιον,http://dare.ht.lu.se/places/45324,39.624618,21.947804,NULL,"Oichalia, Kastro Ichalias",built|chôra,Carnasium
4.2.2,Μεσσήνιοί,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.2.2,Οἰχαλίαν,http://dare.ht.lu.se/places/45324,39.624618,21.947804,NULL,"Oichalia, Kastro Ichalias",regional|built|polis,NULL
4.2.2,Οἰχαλίαν,http://dare.ht.lu.se/places/45324,39.624618,21.947804,NULL,"Oichalia, Kastro Ichalias",built|polis,NULL
4.2.3,Ἑλλάδι,http://pleiades.stoa.org/places/1001896,37.5,22.5,province,Hellas,regional,NULL
4.2.3,Ἐρετρικῆς,http://topostext.org/place/384238PEre,38.3982,23.7905,NULL,"Eretria (Euboea)",regional,NULL
4.2.3,Εὐβοεῖς,http://dare.ht.lu.se/places/41413,38.53,23.87,island,"Euboea Ins./Euboia, Euboia|Euboea (island)",historical|Euboeans|proxy,NULL
4.2.3,Εὐβοέων,http://dare.ht.lu.se/places/41413,38.53,23.87,island,"Euboea Ins./Euboia, Euboia|Euboea (island)",historical|Euboeans|proxy,NULL
4.2.3,Θεσσαλοὶ,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,historical|Thessalians|proxy,NULL
4.2.3,Μεσσήνιοι,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.2.3,Μιλήσιος,http://dare.ht.lu.se/places/21166,37.5292362,27.2774885,"theatre,settlement,port","Miletos/Miletus, Milet, Balat, Didim|Miletus",proxy|male,NULL
4.2.3,Οἰχαλίαν,http://dare.ht.lu.se/places/45324,39.624618,21.947804,NULL,"Oichalia, Kastro Ichalias",regional|built|polis,NULL
4.2.4,Ἀργολίδι,http://pleiades.stoa.org/places/570104,37.6566371145232,22.92059272180843,region,Argolis,work|Pausanias|xref,"Book about Argolis (book 2)"
4.2.4,Λακωνικῇ,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,work|Pausanias|xref,"Book about Laconia (book 3)"
4.2.4,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.2.5,Ἰωλκοῦ,http://dare.ht.lu.se/places/29365,39.366305,22.96886,settlement,"Iolkos, Volos Kastro|Iolkos",built|settlement,NULL
4.2.5,Μεσσηνίᾳ,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.2.5,Πύλος,http://dare.ht.lu.se/places/23297,36.91198,21.69583,settlement,"Pylos/Koryphasion, Pylos|Pylos/Koryphasion",built|polis,NULL
4.2.6,Ἀθηνῶν,http://dare.ht.lu.se/places/10975,37.971687,23.726464,settlement,"Athenae, Athína|Athenae",built|polis,NULL
4.2.6,Ἀνδανίαν,http://topostext.org/place/373219UAnd,37.274,21.936,NULL,"Andania (Messenia)",NULL,NULL
4.2.7,Ἕλληνες,http://pleiades.stoa.org/places/1001896,37.5,22.5,province,Hellas,historical|proxy|Q3723502,NULL
4.2.7,Τρῳάδα,http://pleiades.stoa.org/places/550944,39.90055031028392,26.331240828799153,region,Troas,NULL,NULL
4.3.1,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.3.2,Γερηνίᾳ,http://topostext.org/place/369222UGer,36.934,22.195,NULL,"Gerenia? (Messenia)",built|settlement,NULL
4.3.2,Ἴλιον,http://dare.ht.lu.se/places/21153,39.9577,26.23873,settlement,"Ilium/Troia, Hisarlık|Ilium/Troia",built|settlement|proxy,"proxy for war"
4.3.2,Μεσσηνίᾳ,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.3.2,Μεσσηνίους,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",historical|person|proxy,NULL
4.3.2,Φαραῖς,http://topostext.org/place/370221UPhe,37.046,22.113,NULL,"Pherai (Messenia)",built|polis,NULL
4.3.3,Ἄργος,http://dare.ht.lu.se/places/21779,37.631561,22.719464,settlement,"Argos, Argos|Argos",built|polis,NULL
4.3.3,Ἴλιον,http://dare.ht.lu.se/places/21153,39.9577,26.23873,settlement,"Ilium/Troia, Hisarlık|Ilium/Troia",built|settlement|proxy,"proxy for war"
4.3.3,Μεσσηνίαν,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional|gê,NULL
4.3.3,Μεσσηνίας,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.3.4,Θηβαῖός,http://dare.ht.lu.se/places/21952,38.318092,23.255096,"sanctuary,settlement","Kabeirion, Kabeirion|Thebai, Thiva|Kabeirion|Thebai/Thebae",proxy,NULL
4.3.4,Μεσσηνίαν,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.3.5,Μεσσηνίαν,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.3.6,Ἀρκάδων,http://pleiades.stoa.org/places/570102,37.567419268449626,22.165323097346306,region,Arcadia,historical|Arcadians|proxy,NULL
4.3.6,Ἰωλκοῦ,http://dare.ht.lu.se/places/29365,39.366305,22.96886,settlement,"Iolkos, Volos Kastro|Iolkos",built|settlement,NULL
4.3.6,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.3.7,Ἀνδανίᾳ,http://topostext.org/place/373219UAnd,37.274,21.936,NULL,"Andania (Messenia)",built|polis,NULL
4.3.7,Πύλῳ,http://dare.ht.lu.se/places/23297,36.91198,21.69583,settlement,"Pylos/Koryphasion, Pylos|Pylos/Koryphasion",built|polis,NULL
4.3.7,Στενυκλήρῳ,http://pleiades.stoa.org/places/570690,37.25,21.75,unknown,Stenykleros,regional|built|polis,NULL
4.3.7,Στενυκλήρῳ,http://pleiades.stoa.org/places/570690,37.25,21.75,unknown,Stenykleros,built|polis,NULL
4.3.8,Ἀρκάδες,http://pleiades.stoa.org/places/570102,37.567419268449626,22.165323097346306,region,Arcadia,historical|Arcadians|proxy,NULL
4.3.8,Μεσσήνην,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",built|polis,NULL
4.3.8,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.3.9,Γερηνίᾳ,http://topostext.org/place/369222UGer,36.934,22.195,NULL,"Gerenia? (Messenia)",built|settlement,NULL
4.3.9,Ἰθώμης,http://dare.ht.lu.se/places/43552,37.1857343,21.9249021,mountain,"Ithome Mons, Ithome|Ithome M.",physical|mountain,NULL
4.3.9,κορυφῇ,http://dare.ht.lu.se/places/43552,37.1857343,21.9249021,mountain,"Ithome Mons, Ithome|Ithome M.",physical|koruphê,NULL
4.3.10,Ἀνδανίᾳ,http://topostext.org/place/373219UAnd,37.274,21.936,NULL,"Andania (Messenia)",built|polis,NULL
4.3.10,Μεσσηνίας,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.3.10,Μοθώνῃ,http://dare.ht.lu.se/places/21910,36.817,21.705,settlement,"Methone/Mothone, Methoni|Methone/Mothone",built|settlement,NULL
4.3.10,Οἰχαλίᾳ,http://topostext.org/place/368228UOic,37.268,21.947,NULL,"Oichalia? (Messenia?)",built|settlement,NULL
4.3.10,Φαραῖς,http://topostext.org/place/370221UPhe,37.046,22.113,NULL,"Pherai (Messenia)",built|polis,NULL
4.4.1,Δῆλον,http://dare.ht.lu.se/places/22862,37.397274,25.268194,"architecturalcomplex,sanctuary,monument,island,settlement,plaza","Delos, Delos|Apollo, Apollo, Delos|Delos Ins., Delos|Sanctuary of Apollo on Delos|Delos (settlement)|Delos (island)",built|hieron,NULL
4.4.1,Λακεδαιμονίους,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,historical|Lacedaemonians|proxy,NULL
4.4.1,Μεσσήνιοι,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.4.2,ἱερὸν,http://topostext.org/place/371222SLim,37.1109,22.1714,NULL,"Artemis Limnatis sanct. (Messenia)","built|hieron|Artemis Limnatis",NULL
4.4.2,Λακεδαιμόνιοι,http://topostext.org/place/371224PSpa,37.0821,22.4237,NULL,"Sparta/Lacedaemon (Lakonia)",historical|Lacedaemonians|proxy,NULL
4.4.2,Λακεδαιμόνιοι,http://topostext.org/place/371224PSpa,37.0821,22.4237,NULL,"Sparta/Lacedaemon (Lakonia)",historical|Lacedaemonians|proxy,NULL
4.4.2,Μεσσηνίας,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.4.2,Μεσσήνιοι,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.4.2,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.4.3,Λακεδαιμονίους,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,historical|Lacedaemonians|proxy,NULL
4.4.3,Μεσσήνῃ,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",built|polis,NULL
4.4.3,Μεσσηνίας,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",regional,NULL
4.4.3,Μεσσήνιοι,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.4.3,Μεσσηνίοις,http://topostext.org/place/372218RMes,37.2,21.8,NULL,"Messenia region (Messenia)",historical|Messenians|proxy,NULL
4.4.3,Μεσσηνίους,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",historical|person|proxy,NULL
4.4.3,Σπαρτιατῶν,http://dare.ht.lu.se/places/21911,37.08149,22.42454,"theatre,temple,settlement,temple-2","Sparta/Sparte, Sparti|Sparta",historical|Spartans|proxy|Q369194,"Spartiates|Spartan youths"
4.4.4,Λακεδαίμονι,http://topostext.org/place/371224PSpa,37.0821,22.4237,NULL,"Sparta/Lacedaemon (Lakonia)",built|polis,NULL
4.4.4,Λακεδαιμόνιοι,http://topostext.org/place/371224PSpa,37.0821,22.4237,NULL,"Sparta/Lacedaemon (Lakonia)",historical|Lacedaemonians|proxy,NULL
4.4.4,Λακεδαιμονίων,http://topostext.org/place/371224PSpa,37.0821,22.4237,NULL,"Sparta/Lacedaemon (Lakonia)",historical|Lacedaemonians|proxy,NULL
4.4.4,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.4.4,Μεσσηνίων,http://dare.ht.lu.se/places/21909,37.175491,21.920439,"sanctuary,settlement,fort","Messene, Mavromati|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati|Ithome/Thamiai|Messene",historical|Messenians|proxy,NULL
4.4.5,Ἠλεῖοι,http://dare.ht.lu.se/places/21944,37.89131,21.37493,"theatre,settlement","Elis, Elis|Elis",historical|Eleians|proxy,NULL
4.4.5,Μεσσήνιος,http://topostext.org/place/372219PMes,37.1779,21.9195,NULL,"Messene (Messenia)",proxy|male,NULL
4.4.5,Ὀλυμπίασιν,http://dare.ht.lu.se/places/21945,37.637849,21.630126,"palaistra,sanctuary,temple-2","Olympia, Archaia Olympia|Olympia",proxy,"Olympic games"
4.4.5,Σπαρτιάτῃ,http://dare.ht.lu.se/places/21911,37.08149,22.42454,"theatre,temple,settlement,temple-2","Sparta/Sparte, Sparti|Sparta",proxy,NULL
4.4.6,Λακωνικὴν,http://pleiades.stoa.org/places/570406,37.07624042080912,22.46082645177671,region,Lacedaemon/Laconia,regional|chôra,NULL
