Identifier,Sort_order,"Location","'Date'","Geometry",Type
2.12.2,401,"highway Sikyon to Aristonautai",05-08-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.75206371546207, 38.00682761906015], [22.63056715731588, 38.0772845475189]]}]}","road hodos"
2.12.3,402,"straight road Sikyon to Phlious",06-08-166,"{""type"": ""LineString"", ""coordinates"": [[22.726396, 37.982321], [22.725522, 37.980813], [22.726492, 37.978791], [22.725143, 37.977837], [22.722838, 37.975635], [22.722692, 37.975022], [22.721875, 37.974774], [22.717733, 37.972515], [22.71467, 37.972355], [22.709941, 37.972698], [22.706137, 37.972176], [22.703123, 37.972236], [22.701318, 37.972042], [22.696395, 37.968804], [22.693337, 37.969252], [22.691337, 37.969864], [22.69004, 37.96967], [22.689204, 37.969878], [22.688548, 37.96958], [22.686907, 37.969341], [22.685027, 37.967984], [22.684907, 37.967506], [22.682729, 37.965283], [22.682297, 37.964418], [22.681387, 37.963598], [22.681208, 37.962971], [22.679179, 37.96233], [22.678209, 37.960733], [22.677642, 37.960241], [22.677791, 37.959823], [22.678761, 37.959346], [22.679283, 37.9586], [22.678492, 37.956909], [22.678291, 37.954856], [22.678014, 37.953768], [22.678654, 37.953233], [22.67885, 37.952424], [22.679582, 37.952304], [22.680357, 37.951528], [22.680715, 37.950947], [22.680924, 37.950081], [22.681519, 37.94971], [22.68149, 37.949147], [22.68086, 37.948622], [22.681089, 37.947275], [22.681815, 37.94507], [22.681289, 37.94464], [22.679914, 37.944249], [22.678664, 37.943552], [22.678473, 37.942902], [22.676687, 37.941604], [22.67537, 37.939704], [22.670598, 37.938412], [22.669432, 37.936944], [22.666705, 37.935778], [22.663979, 37.935006], [22.663721, 37.93324], [22.662795, 37.932333], [22.658422, 37.930538], [22.657601, 37.929325], [22.656771, 37.9273], [22.656711, 37.926569], [22.656995, 37.925615], [22.657189, 37.923929], [22.656457, 37.923183], [22.655756, 37.922139], [22.655577, 37.921273], [22.65592, 37.920139], [22.655935, 37.919364], [22.655339, 37.918767], [22.654622, 37.91735], [22.654787, 37.916305], [22.654533, 37.914843], [22.654682, 37.91186], [22.65513, 37.910875], [22.655428, 37.908682], [22.655354, 37.907503], [22.655518, 37.905847], [22.654891, 37.904549], [22.654115, 37.90446], [22.652519, 37.90252], [22.651504, 37.900477], [22.651504, 37.900477], [22.649207, 37.898492], [22.648625, 37.896807], [22.648103, 37.896165], [22.64779, 37.894181], [22.648297, 37.892227], [22.648625, 37.891898], [22.649058, 37.88972], [22.649416, 37.889168], [22.651415, 37.88887], [22.651576, 37.888178], [22.651343, 37.887106], [22.650667, 37.886593], [22.65104, 37.884378], [22.650644, 37.882117], [22.651273, 37.881278], [22.652042, 37.879157], [22.652532, 37.875987], [22.653814, 37.874518], [22.653255, 37.873702], [22.652252, 37.873119], [22.652066, 37.871628], [22.65153, 37.870882], [22.651343, 37.869227], [22.650737, 37.868597], [22.650947, 37.867268], [22.650667, 37.866756], [22.650201, 37.866429], [22.650084, 37.86594], [22.650364, 37.865334], [22.649455, 37.864028], [22.648499, 37.863679], [22.648313, 37.862746], [22.647241, 37.860648], [22.645143, 37.858317], [22.644863, 37.856103], [22.6447, 37.850159], [22.645585, 37.846779]]}","road hodos"
2.12.4,403,Phlious,07-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",polis
2.12.4,403,Phlious,07-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}","mythic/historic site"
2.12.5,404,Phlious,08-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",polis
2.12.5,404,Phlious,08-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}","mythic/historic site"
2.12.6,405,Phlious,09-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",polis
2.12.6,405,Phlious,09-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}","mythic/historic site"
2.13.1,406,Phlious,10-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",polis
2.13.1,406,Phlious,10-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}","mythic/historic site"
2.13.2,407,Phlious,11-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",polis
2.13.2,407,Phlious,11-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}","mythic/historic site"
2.13.3,408,"Sanctuary of Hebe on Phlious acropolis hill",12-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",hieron
2.13.4,409,"Sanctuary of Hebe on Phlious acropolis hill",13-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",hieron
2.13.5,410,"Hill of Phlious acropolis",14-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",hill
2.13.6,411,"Agora of Phlious",15-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",agora
2.13.7,412,"Agora of Phlious",16-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",agora
2.13.8,413,"Building in memory of Kyathos in Phlious",17-08-166,"{""type"": ""Point"", ""coordinates"": [22.649131, 37.846299]}",building
2.14.1,414,Keleai,18-08-166,"{""type"": ""Point"", ""coordinates"": [22.6465, 37.8446]}",chorion
2.14.2,415,Keleai,19-08-166,"{""type"": ""Point"", ""coordinates"": [22.6465, 37.8446]}",chorion
2.14.3,416,Keleai,20-08-166,"{""type"": ""Point"", ""coordinates"": [22.6465, 37.8446]}",chorion
2.14.4,417,Keleai,21-08-166,"{""type"": ""Point"", ""coordinates"": [22.6465, 37.8446]}",chorion
2.15.1,418,Kleonai,22-08-166,"{""type"": ""Point"", ""coordinates"": [22.75372, 37.81708]}",polis
2.15.2,419,"Sanctuary of Nemean Zeus, Nemea",23-08-166,"{""type"": ""Point"", ""coordinates"": [22.7108, 37.8085]}",hieron
2.15.3,420,"Sanctuary of Nemean Zeus, Nemea",24-08-166,"{""type"": ""Point"", ""coordinates"": [22.7108, 37.8085]}",hieron
2.15.4,421,"road Corinth to Argos via Tretos pass, vehicular",25-08-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.87929152488212, 37.90577400766536], [22.89430327638499, 37.896174316417046], [22.891941006444398, 37.88421796762594], [22.860740289572476, 37.87311662185431], [22.836011750880544, 37.86053935893521], [22.814732970911336, 37.842537434325195], [22.777213949517034, 37.82289355167367], [22.77164164093628, 37.81738479248688], [22.74858812242323, 37.790327913506204], [22.72342409450914, 37.78907792037933], [22.719973027823016, 37.78225940383102], [22.724954035399463, 37.77405556368049], [22.723999553771336, 37.77123888450282], [22.730871821491263, 37.76203363110008], [22.73718698339087, 37.734795541180716], [22.72587122837487, 37.71903568834483], [22.72891314572638, 37.64548071682432], [22.720964207586206, 37.63186694173682]]}]}","road hodos"
2.15.5,422,Mycenae,26-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.15.5,422,Mycenae,26-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.1,423,Mycenae,27-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.1,423,Mycenae,27-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.2,424,Mycenae,28-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.2,424,Mycenae,28-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.3,425,Mycenae,29-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.3,425,Mycenae,29-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.4,426,Mycenae,30-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.4,426,Mycenae,30-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.5,427,Mycenae,31-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.5,427,Mycenae,31-08-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.6,428,Mycenae,01-09-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.6,428,Mycenae,01-09-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.16.7,429,Mycenae,02-09-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}",settlement
2.16.7,429,Mycenae,02-09-166,"{""type"": ""Point"", ""coordinates"": [22.756111, 37.730833]}","mythic/historic site"
2.17.1,430,"Argive Heraion (Argolid)",03-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.17.2,431,"Argive Heraion (Argolid)",04-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.17.3,432,"Argive Heraion (Argolid)",05-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.17.4,433,"Argive Heraion (Argolid)",06-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.17.5,434,"Argive Heraion (Argolid)",07-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.17.6,435,"Argive Heraion (Argolid)",08-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.17.7,436,"Argive Heraion (Argolid)",09-09-166,"{""type"": ""Point"", ""coordinates"": [22.7747, 37.6919]}",hieron
2.18.1,437,"road Mycenae to Argos",10-09-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.755846334201067, 37.72998979907371], [22.750760941199843, 37.719252132741275], [22.74269470794593, 37.6773768653384], [22.72982823871891, 37.6486727827447], [22.726144208224156, 37.64073538919642]]}]}","road hodos"
2.18.1,437,"road Mycenae to Argos",10-09-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.755846334201067, 37.72998979907371], [22.750760941199843, 37.719252132741275], [22.74269470794593, 37.6773768653384], [22.72982823871891, 37.6486727827447], [22.726144208224156, 37.64073538919642]]}]}","road leophoros"
2.18.2,438,"road Mycenae to Argos",11-09-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.755846334201067, 37.72998979907371], [22.750760941199843, 37.719252132741275], [22.74269470794593, 37.6773768653384], [22.72982823871891, 37.6486727827447], [22.726144208224156, 37.64073538919642]]}]}","road hodos"
2.18.2,438,"road Mycenae to Argos",11-09-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.755846334201067, 37.72998979907371], [22.750760941199843, 37.719252132741275], [22.74269470794593, 37.6773768653384], [22.72982823871891, 37.6486727827447], [22.726144208224156, 37.64073538919642]]}]}","road leophoros"
2.18.3,439,"road Mycenae to Argos",12-09-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.755846334201067, 37.72998979907371], [22.750760941199843, 37.719252132741275], [22.74269470794593, 37.6773768653384], [22.72982823871891, 37.6486727827447], [22.726144208224156, 37.64073538919642]]}]}","road hodos"
2.18.3,439,"road Mycenae to Argos",12-09-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.755846334201067, 37.72998979907371], [22.750760941199843, 37.719252132741275], [22.74269470794593, 37.6773768653384], [22.72982823871891, 37.6486727827447], [22.726144208224156, 37.64073538919642]]}]}","road leophoros"
2.18.4,440,"Gate of Eileithyia in Argos",13-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.18.4,440,"Gate of Eileithyia in Argos",13-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.18.5,441,"Gate of Eileithyia in Argos",14-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.18.5,441,"Gate of Eileithyia in Argos",14-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.18.6,442,"Gate of Eileithyia in Argos",15-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.18.6,442,"Gate of Eileithyia in Argos",15-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.18.7,443,"Gate of Eileithyia in Argos",16-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.18.7,443,"Gate of Eileithyia in Argos",16-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.18.8,444,"Gate of Eileithyia in Argos",17-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.18.8,444,"Gate of Eileithyia in Argos",17-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.18.9,445,"Gate of Eileithyia in Argos",18-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.18.9,445,"Gate of Eileithyia in Argos",18-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.19.1,446,"Gate of Eileithyia in Argos",19-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.19.1,446,"Gate of Eileithyia in Argos",19-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.19.2,447,"Gate of Eileithyia in Argos",20-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gate
2.19.2,447,"Gate of Eileithyia in Argos",20-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","mythic/historic site"
2.19.3,448,"Sanctuary of Apollo Lykios in Argos",21-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.19.4,449,"Sanctuary of Apollo Lykios in Argos",22-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.19.5,450,"Sanctuary of Apollo Lykios in Argos",23-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.19.6,451,"Sanctuary of Apollo Lykios in Argos",24-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.19.7,452,"Sanctuary of Apollo Lykios in Argos",25-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.19.8,453,"Sanctuary of Apollo Lykios in Argos",26-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.20.1,454,"Sanctuary of Apollo Lykios in Argos",27-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.20.2,455,"Sanctuary of Apollo Lykios in Argos",28-09-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.20.3,456,"Sanctuary of Nemean Zeus at Argos",29-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",hieron
2.20.4,457,"Argos (Argolid)",30-09-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",polis
2.20.5,458,"Argos (Argolid)",01-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",polis
2.20.6,459,"Argos (Argolid)",02-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",polis
2.20.7,460,"Argos (Argolid)",03-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",polis
2.20.8,461,"Sanctuary of Aphrodite at Argos beyond theater",04-10-166,"{""type"": ""Point"", ""coordinates"": [22.7188, 37.6303]}",hieron
2.20.9,462,"Sanctuary of Aphrodite at Argos beyond theater",05-10-166,"{""type"": ""Point"", ""coordinates"": [22.7188, 37.6303]}",hieron
2.20.10,463,"Sanctuary of Aphrodite at Argos beyond theater",06-10-166,"{""type"": ""Point"", ""coordinates"": [22.7188, 37.6303]}",hieron
2.21.1,464,"Agora of Argos",07-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.2,465,"Agora of Argos",08-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.3,466,"Agora of Argos",09-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.4,467,"Agora of Argos",10-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.5,468,"Agora of Argos",11-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.6,469,"Agora of Argos",12-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.7,470,"Agora of Argos",13-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.8,471,"Agora of Argos",14-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",agora
2.21.9,472,"Sanctuary of Leto in Argos",15-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.21.10,473,"Sanctuary of Leto in Argos",16-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",hieron
2.22.1,474,"Temple of Hera Antheia at Argos agora",17-10-166,"{""type"": ""Point"", ""coordinates"": [22.7214, 37.6305]}",temple
2.22.2,475,"grave of Tantalus son of Thyestes, in Argos",18-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","tomb taphos"
2.22.3,476,"grave of Tantalus son of Thyestes, in Argos",19-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","tomb taphos"
2.22.4,477,"Sanctuary of Poseidon Prosklystios in Argos",20-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",hieron
2.22.5,478,"Temple of the Dioskouri Anaktes in Argos",21-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",temple
2.22.6,479,"Sanctuary of Eileithyia at Argos founded by Helen",22-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",hieron
2.22.7,480,"Sanctuary of Eileithyia at Argos founded by Helen",23-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",hieron
2.22.8,481,"Road to Kylarabis Gymnasium, Argos",24-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","road hodos"
2.22.9,482,"Gymnasium of Kylarabis in Argos",25-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",gymnasium
2.23.1,483,"Temple of Dionysus in Argos",26-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",temple
2.23.2,484,"Sanctuary of Baton in Argos",27-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",hieron
2.23.3,485,"Tomb/Cenotaph of Hyrnetho",28-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",cenotaph
2.23.4,486,"Asclepieion of Argos, most prominent",29-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",hieron
2.23.4,486,"Asclepieion of Argos, most prominent",29-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",Asclepieion
2.23.5,487,"Tomb of Deianeira in Argos",30-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","tomb mnema"
2.23.6,488,"Tomb of Helenus at Argos, local legend",31-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}","tomb mnema"
2.23.7,489,"underground building in Argos, base of bronze chamber",01-11-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",building
2.23.8,490,"Temenos and temple of Dionysus Cresius in Argos",02-11-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",temple
2.23.8,490,"Temenos and temple of Dionysus Cresius in Argos",02-11-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}",temenos
2.24.1,491,"Larisa Citadel above Argos",03-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}",acropolis
2.24.2,492,"Larisa Citadel above Argos",04-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}",acropolis
2.24.3,493,"Larisa Citadel above Argos",05-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}",acropolis
2.24.4,494,"Larisa Citadel above Argos",06-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}",acropolis
2.24.5,495,"Lykone (mountain)",07-11-166,"{""type"": ""Point"", ""coordinates"": [22.7028, 37.6328]}","mountain oros"
2.24.6,496,"springs of Erasinos below Mt. Chaon, Argolid",08-11-166,"{""type"": ""Point"", ""coordinates"": [22.6879, 37.5961]}","spring pege"
2.24.7,497,"highway Argos toward Tegea",09-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.72454381033532, 37.63264742404556], [22.712387253298743, 37.62152172720958], [22.69212632490536, 37.59691090726615], [22.67861903930978, 37.58792057770549], [22.65025373955828, 37.58342500565921], [22.62053771124772, 37.561157218870704], [22.60346794885743, 37.54848876021802], [22.591651094036564, 37.54669918312018], [22.582179670564813, 37.525769040684], [22.58126853187767, 37.51276100991285], [22.54873166641582, 37.511445457271094]]}]}","road leophoros"
2.25.1,498,"Double sanctuary of Aphrodite and Ares near Argos",10-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.474375380418167, 37.667766025011645], [22.459521492019178, 37.66920402206344], [22.45594159805296, 37.666116523496385], [22.442312934600807, 37.66848502702061], [22.43355020907117, 37.67123408811403], [22.42799335873474, 37.66721619524675], [22.425428658580188, 37.661802269295606], [22.42462718978169, 37.6505924957569], [22.40954774966454, 37.64199189898591]]}]}",hieron
2.25.2,499,"Oinoe (Argolid)",11-11-166,"{""type"": ""Point"", ""coordinates"": [22.5703, 37.6111]}",settlement
2.25.3,500,"Artemision (mountain)",12-11-166,"{""type"": ""Point"", ""coordinates"": [22.51475, 37.6199]}","mountain oros"
2.25.4,501,"road Argos to Lyrkeia, 60 stades",13-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.719179016905144, 37.64218087638423], [22.717258745829838, 37.64836121169597], [22.631688691727334, 37.69273087241331]]}]}","road hodos"
2.25.5,502,Lyrkeia,14-11-166,"{""type"": ""Point"", ""coordinates"": [22.631257, 37.692676]}",settlement
2.25.6,503,"Orneai (Argolid)",15-11-166,"{""type"": ""Point"", ""coordinates"": [22.55716, 37.71428]}",polis
2.25.7,504,"road Argos to Epidaurus",16-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.726155854986757, 37.63472005392774], [22.84961651041783, 37.599470500468726], [22.923177182529713, 37.589485290076695], [22.977326592806435, 37.599782516703485], [23.00902861118732, 37.600874563221325], [23.032066723923407, 37.61350993557315], [23.067334206409868, 37.61163816399919], [23.0905692260921, 37.62910619980171], [23.13547273945028, 37.632692877746365], [23.161661363329728, 37.6345641192608]]}]}","road leophoros"
2.25.8,505,Tiryns,17-11-166,"{""type"": ""Point"", ""coordinates"": [22.80004, 37.59918]}",settlement
2.25.8,505,Tiryns,17-11-166,"{""type"": ""Point"", ""coordinates"": [22.80004, 37.59918]}",polis
2.25.9,506,Midea,18-11-166,"{""type"": ""Point"", ""coordinates"": [22.842, 37.65]}",settlement
2.25.10,507,Lessa,19-11-166,"{""type"": ""Point"", ""coordinates"": [22.9427, 37.5969]}","village kome"
2.26.1,508,"road Argos to Epidaurus",20-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.726155854986757, 37.63472005392774], [22.84961651041783, 37.599470500468726], [22.923177182529713, 37.589485290076695], [22.977326592806435, 37.599782516703485], [23.00902861118732, 37.600874563221325], [23.032066723923407, 37.61350993557315], [23.067334206409868, 37.61163816399919], [23.0905692260921, 37.62910619980171], [23.13547273945028, 37.632692877746365], [23.161661363329728, 37.6345641192608]]}]}","road leophoros"
2.26.2,509,"Asklepieion of Epidauros",21-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.2,509,"Asklepieion of Epidauros",21-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.3,510,"Asklepieion of Epidauros",22-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.3,510,"Asklepieion of Epidauros",22-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.4,511,"Asklepieion of Epidauros",23-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.4,511,"Asklepieion of Epidauros",23-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.5,512,"Asklepieion of Epidauros",24-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.5,512,"Asklepieion of Epidauros",24-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.6,513,"Asklepieion of Epidauros",25-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.6,513,"Asklepieion of Epidauros",25-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.7,514,"Asklepieion of Epidauros",26-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.7,514,"Asklepieion of Epidauros",26-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.8,515,"Asklepieion of Epidauros",27-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.8,515,"Asklepieion of Epidauros",27-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.9,516,"Asklepieion of Epidauros",28-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.9,516,"Asklepieion of Epidauros",28-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.26.10,517,"Asklepieion of Epidauros",29-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.26.10,517,"Asklepieion of Epidauros",29-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.27.1,518,"Asklepieion of Epidauros",30-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.27.1,518,"Asklepieion of Epidauros",30-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.27.2,519,"Asklepieion of Epidauros",01-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.27.2,519,"Asklepieion of Epidauros",01-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
2.27.3,520,"Asklepieion of Epidauros",02-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}",Asclepieion
2.27.3,520,"Asklepieion of Epidauros",02-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}","mythic/historic site"
