Identifier,Sort_order,"Location","'Date'","Geometry",Type
5.3.2,1236,"Messenia-Eleia border at Neda river",17-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.3.2,1236,"Messenia-Eleia border at Neda river",17-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.3.3,1237,"Messenia-Eleia border at Neda river",18-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.3.3,1237,"Messenia-Eleia border at Neda river",18-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.3.4,1238,"Messenia-Eleia border at Neda river",19-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.3.4,1238,"Messenia-Eleia border at Neda river",19-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.3.5,1239,"Messenia-Eleia border at Neda river",20-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.3.5,1239,"Messenia-Eleia border at Neda river",20-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.3.6,1240,"Messenia-Eleia border at Neda river",21-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.3.6,1240,"Messenia-Eleia border at Neda river",21-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.3.7,1241,"Messenia-Eleia border at Neda river",22-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.3.7,1241,"Messenia-Eleia border at Neda river",22-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.1,1242,"Messenia-Eleia border at Neda river",23-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.1,1242,"Messenia-Eleia border at Neda river",23-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.2,1243,"Messenia-Eleia border at Neda river",24-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.2,1243,"Messenia-Eleia border at Neda river",24-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.3,1244,"Messenia-Eleia border at Neda river",25-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.3,1244,"Messenia-Eleia border at Neda river",25-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.4,1245,"Messenia-Eleia border at Neda river",26-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.4,1245,"Messenia-Eleia border at Neda river",26-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.5,1246,"Messenia-Eleia border at Neda river",27-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.5,1246,"Messenia-Eleia border at Neda river",27-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.6,1247,"Messenia-Eleia border at Neda river",28-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.6,1247,"Messenia-Eleia border at Neda river",28-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.7,1248,"Messenia-Eleia border at Neda river",29-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.7,1248,"Messenia-Eleia border at Neda river",29-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.8,1249,"Messenia-Eleia border at Neda river",30-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.8,1249,"Messenia-Eleia border at Neda river",30-11-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.4.9,1250,"Messenia-Eleia border at Neda river",01-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.4.9,1250,"Messenia-Eleia border at Neda river",01-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.5.1,1251,"Messenia-Eleia border at Neda river",02-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.5.1,1251,"Messenia-Eleia border at Neda river",02-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.5.2,1252,"Messenia-Eleia border at Neda river",03-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}","mythic/historic site"
5.5.2,1252,"Messenia-Eleia border at Neda river",03-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[21.679447516607297, 37.377855796409506], [21.69308574928442, 37.383549915396586], [21.70656257510359, 37.3919005637385], [21.73281320051933, 37.392128991291955], [21.736408366160447, 37.390560791808994], [21.765853660145467, 37.39367544934754], [21.7695169571287, 37.400983291326355], [21.733481582057408, 37.39813684282345], [21.704581740057193, 37.39765182548311], [21.676920510091378, 37.386169691588165], [21.679447516607297, 37.377855796409506]]]}]}",border
5.5.3,1253,Lepreon,04-12-168,"{""type"": ""Point"", ""coordinates"": [21.724777, 37.439599]}",polis
5.5.4,1254,Lepreon,05-12-168,"{""type"": ""Point"", ""coordinates"": [21.724777, 37.439599]}",polis
5.5.5,1255,Lepreon,06-12-168,"{""type"": ""Point"", ""coordinates"": [21.724777, 37.439599]}",polis
5.5.6,1256,Lepreon,07-12-168,"{""type"": ""Point"", ""coordinates"": [21.724777, 37.439599]}",polis
5.5.7,1257,Anigros/Minyeios,08-12-168,"{""type"": ""Point"", ""coordinates"": [21.629, 37.472]}",river
5.5.8,1258,Anigros/Minyeios,09-12-168,"{""type"": ""Point"", ""coordinates"": [21.629, 37.472]}",river
5.5.9,1259,Anigros/Minyeios,10-12-168,"{""type"": ""Point"", ""coordinates"": [21.629, 37.472]}",river
5.5.10,1260,Anigros/Minyeios,11-12-168,"{""type"": ""Point"", ""coordinates"": [21.629, 37.472]}",river
5.5.11,1261,"Cave of the Anigrides Nymphs (Eleia)",12-12-168,"{""type"": ""Point"", ""coordinates"": [21.6026, 37.5197]}",cave
5.6.1,1262,"road Samikon to Olympia",13-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[21.70236, 37.28606], [21.702445, 37.295748], [21.702204, 37.316357], [21.70227, 37.31996], [21.702733, 37.322802], [21.702006, 37.327529], [21.703097, 37.333974], [21.702832, 37.33642], [21.694206, 37.360646], [21.693349, 37.368323], [21.69117, 37.373019], [21.69134, 37.374373], [21.693011, 37.376129], [21.693688, 37.377821], [21.691509, 37.387044], [21.691958, 37.390095], [21.691231, 37.391516], [21.687067, 37.3934], [21.684026, 37.395185], [21.677515, 37.402258], [21.676523, 37.403679], [21.671665, 37.415974], [21.661586, 37.438251], [21.654818, 37.446605], [21.653126, 37.44953], [21.650134, 37.451208], [21.649024, 37.45221], [21.648441, 37.453415], [21.647128, 37.455094], [21.644042, 37.458287], [21.638754, 37.464849], [21.637155, 37.46788], [21.635054, 37.470111], [21.63353, 37.472007], [21.63273, 37.473717], [21.631708, 37.475242], [21.630908, 37.475372], [21.626799, 37.480001], [21.621557, 37.486323], [21.614781, 37.493939], [21.608603, 37.500398], [21.604364, 37.504483], [21.60153, 37.507905], [21.59696, 37.512424], [21.593947, 37.515028], [21.593182, 37.516866], [21.592211, 37.521998], [21.593644, 37.533318], [21.593219, 37.535932], [21.593448, 37.536504], [21.594085, 37.537027], [21.595785, 37.537942], [21.597288, 37.539658], [21.596863, 37.547746], [21.595131, 37.551226], [21.591585, 37.555867], [21.591585, 37.555867], [21.591553, 37.557877], [21.591095, 37.558612], [21.59067, 37.558743], [21.590719, 37.559396], [21.590245, 37.560083], [21.590278, 37.560932], [21.588644, 37.56438], [21.587566, 37.565834], [21.587288, 37.566439], [21.586618, 37.567076], [21.586454, 37.567942], [21.586095, 37.568465], [21.587451, 37.568302], [21.587337, 37.56938], [21.587631, 37.570377], [21.586732, 37.572109], [21.586961, 37.573155], [21.588824, 37.57407], [21.589036, 37.573792], [21.589902, 37.573874], [21.589935, 37.574201], [21.591536, 37.574626], [21.592435, 37.576031], [21.594478, 37.576554], [21.595866, 37.577779], [21.596765, 37.57938], [21.597762, 37.579495], [21.598775, 37.580606], [21.599919, 37.583106], [21.600066, 37.584119], [21.599232, 37.584805], [21.598546, 37.585067], [21.597615, 37.586488], [21.596406, 37.586734], [21.59603, 37.587518], [21.594853, 37.588237], [21.595098, 37.589103], [21.594347, 37.589936], [21.593938, 37.591031], [21.595213, 37.591587], [21.596291, 37.592681], [21.597778, 37.593041], [21.598252, 37.593923], [21.596536, 37.596293], [21.596651, 37.596505], [21.599559, 37.597927], [21.598857, 37.599103], [21.599461, 37.59974], [21.599298, 37.600672], [21.598579, 37.601195], [21.599968, 37.601963], [21.599755, 37.603776], [21.600049, 37.604512], [21.600932, 37.604708], [21.600883, 37.606995], [21.602533, 37.609806], [21.603857, 37.611571], [21.605082, 37.612747], [21.606635, 37.616097], [21.608154, 37.617486], [21.609445, 37.617486], [21.610425, 37.617927], [21.610556, 37.619365], [21.611651, 37.619332], [21.614167, 37.62028], [21.61585, 37.620231], [21.616635, 37.620901], [21.618367, 37.621211], [21.623939, 37.625133], [21.624217, 37.626048], [21.625736, 37.627094], [21.626096, 37.628287], [21.627419, 37.629986], [21.628547, 37.63064], [21.62822, 37.632486], [21.628528, 37.634528], [21.630421, 37.635427], [21.630536, 37.635866], [21.629753, 37.636933], [21.629131, 37.638593]]}]}","road hodos"
5.6.1,1262,"road Samikon to Olympia",13-12-168,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[21.70236, 37.28606], [21.702445, 37.295748], [21.702204, 37.316357], [21.70227, 37.31996], [21.702733, 37.322802], [21.702006, 37.327529], [21.703097, 37.333974], [21.702832, 37.33642], [21.694206, 37.360646], [21.693349, 37.368323], [21.69117, 37.373019], [21.69134, 37.374373], [21.693011, 37.376129], [21.693688, 37.377821], [21.691509, 37.387044], [21.691958, 37.390095], [21.691231, 37.391516], [21.687067, 37.3934], [21.684026, 37.395185], [21.677515, 37.402258], [21.676523, 37.403679], [21.671665, 37.415974], [21.661586, 37.438251], [21.654818, 37.446605], [21.653126, 37.44953], [21.650134, 37.451208], [21.649024, 37.45221], [21.648441, 37.453415], [21.647128, 37.455094], [21.644042, 37.458287], [21.638754, 37.464849], [21.637155, 37.46788], [21.635054, 37.470111], [21.63353, 37.472007], [21.63273, 37.473717], [21.631708, 37.475242], [21.630908, 37.475372], [21.626799, 37.480001], [21.621557, 37.486323], [21.614781, 37.493939], [21.608603, 37.500398], [21.604364, 37.504483], [21.60153, 37.507905], [21.59696, 37.512424], [21.593947, 37.515028], [21.593182, 37.516866], [21.592211, 37.521998], [21.593644, 37.533318], [21.593219, 37.535932], [21.593448, 37.536504], [21.594085, 37.537027], [21.595785, 37.537942], [21.597288, 37.539658], [21.596863, 37.547746], [21.595131, 37.551226], [21.591585, 37.555867], [21.591585, 37.555867], [21.591553, 37.557877], [21.591095, 37.558612], [21.59067, 37.558743], [21.590719, 37.559396], [21.590245, 37.560083], [21.590278, 37.560932], [21.588644, 37.56438], [21.587566, 37.565834], [21.587288, 37.566439], [21.586618, 37.567076], [21.586454, 37.567942], [21.586095, 37.568465], [21.587451, 37.568302], [21.587337, 37.56938], [21.587631, 37.570377], [21.586732, 37.572109], [21.586961, 37.573155], [21.588824, 37.57407], [21.589036, 37.573792], [21.589902, 37.573874], [21.589935, 37.574201], [21.591536, 37.574626], [21.592435, 37.576031], [21.594478, 37.576554], [21.595866, 37.577779], [21.596765, 37.57938], [21.597762, 37.579495], [21.598775, 37.580606], [21.599919, 37.583106], [21.600066, 37.584119], [21.599232, 37.584805], [21.598546, 37.585067], [21.597615, 37.586488], [21.596406, 37.586734], [21.59603, 37.587518], [21.594853, 37.588237], [21.595098, 37.589103], [21.594347, 37.589936], [21.593938, 37.591031], [21.595213, 37.591587], [21.596291, 37.592681], [21.597778, 37.593041], [21.598252, 37.593923], [21.596536, 37.596293], [21.596651, 37.596505], [21.599559, 37.597927], [21.598857, 37.599103], [21.599461, 37.59974], [21.599298, 37.600672], [21.598579, 37.601195], [21.599968, 37.601963], [21.599755, 37.603776], [21.600049, 37.604512], [21.600932, 37.604708], [21.600883, 37.606995], [21.602533, 37.609806], [21.603857, 37.611571], [21.605082, 37.612747], [21.606635, 37.616097], [21.608154, 37.617486], [21.609445, 37.617486], [21.610425, 37.617927], [21.610556, 37.619365], [21.611651, 37.619332], [21.614167, 37.62028], [21.61585, 37.620231], [21.616635, 37.620901], [21.618367, 37.621211], [21.623939, 37.625133], [21.624217, 37.626048], [21.625736, 37.627094], [21.626096, 37.628287], [21.627419, 37.629986], [21.628547, 37.63064], [21.62822, 37.632486], [21.628528, 37.634528], [21.630421, 37.635427], [21.630536, 37.635866], [21.629753, 37.636933], [21.629131, 37.638593]]}]}","mythic/historic site"
