Identifier,Sort_order,Location,'Date',Geometry,Type
"8.6.3",2079,"Argolid - Arkadia border near Mt. Artemision","10-03-171","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
"8.27.1",2255,"Springs of the Bouphagos river at Bouphagion","02-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.2",2256,"Springs of the Bouphagos river at Bouphagion","03-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.3",2257,"Springs of the Bouphagos river at Bouphagion","04-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.4",2258,"Springs of the Bouphagos river at Bouphagion","05-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.5",2259,"Springs of the Bouphagos river at Bouphagion","06-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.6",2260,"Springs of the Bouphagos river at Bouphagion","07-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.7",2261,"Springs of the Bouphagos river at Bouphagion","08-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.8",2262,"Springs of the Bouphagos river at Bouphagion","09-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.9",2263,"Springs of the Bouphagos river at Bouphagion","10-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.10",2264,"Springs of the Bouphagos river at Bouphagion","11-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.11",2265,"Springs of the Bouphagos river at Bouphagion","12-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.12",2266,"Springs of the Bouphagos river at Bouphagion","13-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.13",2267,"Springs of the Bouphagos river at Bouphagion","14-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.14",2268,"Springs of the Bouphagos river at Bouphagion","15-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.15",2269,"Springs of the Bouphagos river at Bouphagion","16-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.16",2270,"Springs of the Bouphagos river at Bouphagion","17-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.27.17",2271,"Springs of the Bouphagos river at Bouphagion","18-09-171","{""type"": ""Point"", ""coordinates"": [21.983, 37.567]}","mythic/historic site"
"8.43.1",2395,"Pallantion (Arkadia)","20-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.43.2",2396,"Pallantion (Arkadia)","21-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.43.3",2397,"Pallantion (Arkadia)","22-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.43.4",2398,"Pallantion (Arkadia)","23-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.43.5",2399,"Pallantion (Arkadia)","24-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.43.6",2400,"Pallantion (Arkadia)","25-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.44.5",2405,"Pallantion (Arkadia)","30-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.44.6",2406,"Pallantion (Arkadia)","31-01-172","{""type"": ""Point"", ""coordinates"": [22.334, 37.453]}","mythic/historic site"
"8.49.1",2435,"Theater of Tegea with statue base of Philopoemen","29-02-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.49.2",2436,"Theater of Tegea with statue base of Philopoemen","01-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.49.3",2437,"Theater of Tegea with statue base of Philopoemen","02-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.49.4",2438,"Theater of Tegea with statue base of Philopoemen","03-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.49.5",2439,"Theater of Tegea with statue base of Philopoemen","04-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.49.6",2440,"Theater of Tegea with statue base of Philopoemen","05-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.49.7",2441,"Theater of Tegea with statue base of Philopoemen","06-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.1",2442,"Theater of Tegea with statue base of Philopoemen","07-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.2",2443,"Theater of Tegea with statue base of Philopoemen","08-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.3",2444,"Theater of Tegea with statue base of Philopoemen","09-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.4",2445,"Theater of Tegea with statue base of Philopoemen","10-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.5",2446,"Theater of Tegea with statue base of Philopoemen","11-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.6",2447,"Theater of Tegea with statue base of Philopoemen","12-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.7",2448,"Theater of Tegea with statue base of Philopoemen","13-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.8",2449,"Theater of Tegea with statue base of Philopoemen","14-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.9",2450,"Theater of Tegea with statue base of Philopoemen","15-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.50.10",2451,"Theater of Tegea with statue base of Philopoemen","16-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.1",2452,"Theater of Tegea with statue base of Philopoemen","17-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.2",2453,"Theater of Tegea with statue base of Philopoemen","18-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.3",2454,"Theater of Tegea with statue base of Philopoemen","19-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.4",2455,"Theater of Tegea with statue base of Philopoemen","20-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.5",2456,"Theater of Tegea with statue base of Philopoemen","21-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.6",2457,"Theater of Tegea with statue base of Philopoemen","22-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.7",2458,"Theater of Tegea with statue base of Philopoemen","23-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.51.8",2459,"Theater of Tegea with statue base of Philopoemen","24-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.52.1",2460,"Theater of Tegea with statue base of Philopoemen","25-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.52.2",2461,"Theater of Tegea with statue base of Philopoemen","26-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.52.3",2462,"Theater of Tegea with statue base of Philopoemen","27-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.52.4",2463,"Theater of Tegea with statue base of Philopoemen","28-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.52.5",2464,"Theater of Tegea with statue base of Philopoemen","29-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"8.52.6",2465,"Theater of Tegea with statue base of Philopoemen","30-03-172","{""type"": ""Point"", ""coordinates"": [22.42935, 37.46417]}","mythic/historic site"
"9.1.1",2484,"Attica - Boeotia border near Eleutherai","18-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.2",2485,"Attica - Boeotia border near Eleutherai","19-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.3",2486,"Attica - Boeotia border near Eleutherai","20-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.4",2487,"Attica - Boeotia border near Eleutherai","21-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.5",2488,"Attica - Boeotia border near Eleutherai","22-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.6",2489,"Attica - Boeotia border near Eleutherai","23-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.7",2490,"Attica - Boeotia border near Eleutherai","24-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.1.8",2491,"Attica - Boeotia border near Eleutherai","25-04-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.3603862665492, 38.18482207882795], [23.360738922854182, 38.181444360594384], [23.377012617891893, 38.18186267517737], [23.37628639812212, 38.18558316965476], [23.3603862665492, 38.18482207882795]]]}]}","mythic/historic site"
"9.5.1",2512,"Platais - Thebais border at Asopos river","16-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.2",2513,"Platais - Thebais border at Asopos river","17-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.3",2514,"Platais - Thebais border at Asopos river","18-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.4",2515,"Platais - Thebais border at Asopos river","19-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.5",2516,"Platais - Thebais border at Asopos river","20-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.6",2517,"Platais - Thebais border at Asopos river","21-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.7",2518,"Platais - Thebais border at Asopos river","22-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.8",2519,"Platais - Thebais border at Asopos river","23-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.9",2520,"Platais - Thebais border at Asopos river","24-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.10",2521,"Platais - Thebais border at Asopos river","25-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.11",2522,"Platais - Thebais border at Asopos river","26-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.12",2523,"Platais - Thebais border at Asopos river","27-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.13",2524,"Platais - Thebais border at Asopos river","28-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.14",2525,"Platais - Thebais border at Asopos river","29-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.15",2526,"Platais - Thebais border at Asopos river","30-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.5.16",2527,"Platais - Thebais border at Asopos river","31-05-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.6.1",2528,"Platais - Thebais border at Asopos river","01-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.6.2",2529,"Platais - Thebais border at Asopos river","02-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.6.3",2530,"Platais - Thebais border at Asopos river","03-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.6.4",2531,"Platais - Thebais border at Asopos river","04-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.6.5",2532,"Platais - Thebais border at Asopos river","05-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.6.6",2533,"Platais - Thebais border at Asopos river","06-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.7.1",2534,"Platais - Thebais border at Asopos river","07-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.7.2",2535,"Platais - Thebais border at Asopos river","08-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.7.3",2536,"Platais - Thebais border at Asopos river","09-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.7.4",2537,"Platais - Thebais border at Asopos river","10-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.7.5",2538,"Platais - Thebais border at Asopos river","11-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.7.6",2539,"Platais - Thebais border at Asopos river","12-06-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.282037585248275, 38.262346911330866], [23.28341770612292, 38.259214861874426], [23.29430988663492, 38.26282873800801], [23.29139528312203, 38.266562673068336], [23.282037585248275, 38.262346911330866]]]}]}","mythic/historic site"
"9.12.3",2567,"Agora in the acropolis of Thebes","10-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.12.4",2568,"Agora in the acropolis of Thebes","11-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.12.5",2569,"Agora in the acropolis of Thebes","12-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.12.6",2570,"Agora in the acropolis of Thebes","13-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.1",2571,"Agora in the acropolis of Thebes","14-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.2",2572,"Agora in the acropolis of Thebes","15-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.3",2573,"Agora in the acropolis of Thebes","16-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.4",2574,"Agora in the acropolis of Thebes","17-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.5",2575,"Agora in the acropolis of Thebes","18-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.6",2576,"Agora in the acropolis of Thebes","19-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.7",2577,"Agora in the acropolis of Thebes","20-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.8",2578,"Agora in the acropolis of Thebes","21-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.9",2579,"Agora in the acropolis of Thebes","22-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.10",2580,"Agora in the acropolis of Thebes","23-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.11",2581,"Agora in the acropolis of Thebes","24-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.13.12",2582,"Agora in the acropolis of Thebes","25-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.1",2583,"Agora in the acropolis of Thebes","26-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.2",2584,"Agora in the acropolis of Thebes","27-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.3",2585,"Agora in the acropolis of Thebes","28-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.4",2586,"Agora in the acropolis of Thebes","29-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.5",2587,"Agora in the acropolis of Thebes","30-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.6",2588,"Agora in the acropolis of Thebes","31-07-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.14.7",2589,"Agora in the acropolis of Thebes","01-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.15.1",2590,"Agora in the acropolis of Thebes","02-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.15.2",2591,"Agora in the acropolis of Thebes","03-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.15.3",2592,"Agora in the acropolis of Thebes","04-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.15.4",2593,"Agora in the acropolis of Thebes","05-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.15.5",2594,"Agora in the acropolis of Thebes","06-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.15.6",2595,"Agora in the acropolis of Thebes","07-08-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3209]}","mythic/historic site"
"9.25.2",2655,"Dragging of Antigonê, where sons of Oedipus fought","06-10-172","{""type"": ""Point"", ""coordinates"": [23.3178, 38.3191]}","mythic/historic site"
"9.28.1",2680,"road Thespiai to Grove of the Muses on Helikon","31-10-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.150335453048854, 38.294101559143144], [23.102174964384886, 38.314117530335295], [23.07943639120697, 38.322280299216715], [23.0611517808546, 38.32165923814202], [23.05473621691715, 38.32054906830817]]}]}","mythic/historic site"
"9.28.2",2681,"road Thespiai to Grove of the Muses on Helikon","01-11-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.150335453048854, 38.294101559143144], [23.102174964384886, 38.314117530335295], [23.07943639120697, 38.322280299216715], [23.0611517808546, 38.32165923814202], [23.05473621691715, 38.32054906830817]]}]}","mythic/historic site"
"9.28.3",2682,"road Thespiai to Grove of the Muses on Helikon","02-11-172","{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.150335453048854, 38.294101559143144], [23.102174964384886, 38.314117530335295], [23.07943639120697, 38.322280299216715], [23.0611517808546, 38.32165923814202], [23.05473621691715, 38.32054906830817]]}]}","mythic/historic site"
