PlaceID,Lat,Lon,Name,Region,Part of,Location,Type,Passages,Wikidata,Manto,ToposText,URL,Pleiades,Notes,Arachne
"289","37.4124","22.1273","Gate called Toward the Swamp in city wall of Megalopolis","Arcadia Bk8","Megalopolis (Arkadia)","Megalopolis (Arkadia)","[""gate""]","[""8.36.5""]","","","","","","",""
"290","36.817","21.705","Sanctuary of Artemis in Mothone, with sacred well","Messenia Bk4","Methone/Mothone (Messenian)","Methone/Mothone (Messenian)","[""hieron""]","[""4.35.8""]","https://wikidata.org/wiki/Q134036780","","","","","",""
"291","37.533","22.096","mountainous area between Thyraion and Hypsous","Arcadia Bk8","Arcadia Bk8","","[""chora/region""]","[""8.35.7""]","","","","","","",""
"292","38.0446","22.5384","Springs at Asclepios Kyros sanctuary","Achaia Bk7","Sanctuary of Asklepios Kyros, beyond Mysaion of Pellene","Sanctuary of Asklepios Kyros, beyond Mysaion of Pellene","[""spring pege""]","[""7.27.11""]","","","","","","Asclepius statue stands at largest spring",""
"293","38.671","22.573","Grove of Apollo in Tithronian territory by Drymaia road intersection.","Phokis Bk10","Tithronion","","[""grove""]","[""10.33.12""]","","","","","","",""
"294","37.5033","23.3484","Troizen (Troizenia)","Troizenia Bk2","Troizenia Bk2","","[""polis""]","[""1.22.2"",""1.25.4"",""1.27.7"",""1.8.2"",""10.5.6"",""2.1.4"",""2.30.9"",""2.31.4"",""2.31.9"",""2.32.6"",""2.34.1"",""2.34.12"",""5.23.2"",""8.1.1""]","https://wikidata.org/wiki/Q581494","","https://topostext.org/place/375234PTro","","https://pleiades.stoa.org/places/570756","Troezen",""
"295","37.6305","22.7214","Tomb of Lynceus and Hypermestra in Argos Agora","Argolid Bk2","Agora of Argos","Agora of Argos","[""tomb mnema""]","[""2.21.2""]","https://wikidata.org/wiki/Q136487512","https://resource.manto.unh.edu/10185357","","","","",""
"296","37.0363","22.4502","Tomb of Hyakinthos at Amyklai","Lakonia Bk3","Sanctuary of Apollo at Amyklai","Sanctuary of Apollo at Amyklai","[""tomb mnema""]","[""3.1.3""]","https://wikidata.org/wiki/Q124616307","https://resource.manto.unh.edu/10127961","","","","",""
"297","37.6","23.1","Hyrnethion (Epidauria)","Epidauria Bk2","Epidauria Bk2","","[""chorion""]","[""2.28.3"",""2.28.6""]","https://wikidata.org/wiki/Q1641569","","https://topostext.org/place/376231UHyr","","","",""
"298","38.658","22.811","residences at Athena Kranaia hieron, through stoas, for attendants of the god.","Phokis Bk10","Sanctuary of Athena Kranaia above Elateia","Sanctuary of Athena Kranaia above Elateia","[""house""]","[""10.34.7""]","","","","","","",""
"299","37.0427","22.1793","Kalamai (Messenia)","Messenia Bk4","Messenia Bk4","","[""chorion""]","[""4.31.3""]","https://wikidata.org/wiki/Q11910884","","https://topostext.org/place/370222UKal","","","",""
"300","36.2295","23.0291","Cythera polis","Aegean Sea (Hellas)","Cythera island","","[""polis""]","[""1.27.5"",""3.23.1""]","https://wikidata.org/wiki/Q11855334","","https://topostext.org/place/363230PKyt","","https://pleiades.stoa.org/places/570400","Kythera",""
"301","37.976123","23.722336","Royal Stoa (Athens Agora)","Athenai Bk1","Agora of Athens","","[""stoa""]","[""1.14.6"",""1.3.1"",""1.3.2""]","https://wikidata.org/wiki/Q1670679","","https://topostext.org/place/380237BRoS","","","",""
"302","41.1939559","36.9424975","Thermodon (river)","Pontus Euxinus","Pontus Euxinus","","[""river""]","[""1.2.1"",""3.25.3"",""7.2.7""]","https://wikidata.org/wiki/Q684421","","","","https://pleiades.stoa.org/places/857352","",""
"303","37.67","22.9","Spring of river Amymone","Argolid Bk2","Argolid Bk2","Argolid Bk2","[""spring pege""]","[""2.37.4""]","","","","","","home of the Lernaean Hydra",""
"304","37.11868","22.41642","Thornax? Ekklesies (Lakonia)","Lakonia Bk3","Lakonia Bk3","","[""settlement""]","[""3.10.8"",""3.11.1""]","","","https://topostext.org/place/371224UTho","","","",""
"305","46.69238","31.9056","Olbia","Internum Mare","Sardinia (island)","","[""polis""]","[""10.17.5""]","https://wikidata.org/wiki/Q13630","","","","https://pleiades.stoa.org/places/471987","",""
"306","38.495082","22.959486","spring worth seeing at Orchomenos","Boiotia Bk9","Orchomenos (Boeotia)","Orchomenos (Boeotia)","[""spring pege""]","[""9.38.2""]","","","","","","",""
"307","36.547","22.988","Aphroditia (Lakonia)","Lakonia Bk3","Lakonia Bk3","","[""settlement""]","[""3.22.11"",""8.12.8""]","https://wikidata.org/wiki/Q15223793","","https://topostext.org/place/365230UAph","","https://pleiades.stoa.org/places/573101","Aphrodisias Laconia",""
"308","38.375439","22.626059","Gymnasium of Antikyra with baths","Phokis Bk10","Antikyra","Antikyra","[""gymnasium""]","[""10.36.9""]","","","","","","",""
"309","39.60733","19.92178","Corcyra (settlement)","Hellas (Europe)","Ionian Sea (Greece/Italy)","","[""polis""]","[""1.11.6"",""10.9.3"",""2.3.9"",""2.5.2"",""5.22.4"",""6.25.1"",""6.9.9""]","https://wikidata.org/wiki/Q3693378","","","","https://pleiades.stoa.org/places/530834","Kerkyra",""
"310","37.637849","21.630126","Sanctuary of Sosipolis at Olympia","Eleia Bk5 Bk6","Olympia","Olympia","[""hieron""]","[""6.20.5""]","https://wikidata.org/wiki/Q134036768","","","","","",""
"311","29.849667","31.254278000000003","Apis oracle in Egypt","Libya (Africa)","Memphis","Memphis","[""hieron""]","[""7.22.4""]","https://wikidata.org/wiki/Q133994165","","","","","sanctuary with fortunetelling from chance spoken words",""
"312","36.756","35.485","Oracle of Amphilochos at Mallos","Asia Minor (Asia)","Mallos","Mallos","[""oracle manteion""]","[""1.34.3""]","https://wikidata.org/wiki/Q124644580","","","","","",""
"313","37.992","23.682","Tomb of Theodoros the actor on Sacred Way","Attica Bk1","Sacred Way from Athens to Eleusis","","[""tomb mnema""]","[""1.37.3""]","https://wikidata.org/wiki/Q136487282","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"314","38.0918","23.3853","Sacred Orgas region (Attica)","Attica Bk1","Attica Bk1","","[""chora/region""]","[""3.4.2"",""3.4.5"",""3.4.6""]","https://wikidata.org/wiki/Q20639198","","https://topostext.org/place/381234RSOr","","","",""
"315","37.4075","21.842","Hot baths 12 stadia from Phigaleia near Lymax confluence","Arcadia Bk8","Phigaleia","Phigaleia","[""bath""]","[""8.41.4""]","","","","","","",""
"316","37.6303","22.7188","Sanctuary of Aphrodite at Argos beyond theater","Argolid Bk2","Theater of Argos","","[""hieron""]","[""2.20.8""]","https://wikidata.org/wiki/Q111427783","","","","","Aphrodision of Argos",""
"317","38.082","21.73","oracle by Hermes Agoraios at Pharae","Achaia Bk7","agora of Pharae","agora of Pharae","[""oracle manteion""]","[""7.22.2""]","","","","","","",""
"318","37.0821","22.4237","Heroon of Enarsphoros behind Stoa by Platanista in Sparta","Lakonia Bk3","Sparta","Sparta","[""heroon""]","[""3.15.1""]","https://wikidata.org/wiki/Q124616562","","","","","",""
"319","38.243265","21.738518","Harbor of Patrae","Achaia Bk7","Patrae","Patrae","[""harbor limen""]","[""7.21.7""]","","","","","","",""
"320","30.094815099999998","18.8746442","Tritonis? L.","Libya (Africa)","Libya (Africa)","","[""lake""]","[""2.21.5"",""2.21.6"",""8.26.6"",""9.33.7""]","","","","","https://pleiades.stoa.org/places/364025","",""
"321","37.4124","22.1273","North section of Megalopolis city","Arcadia Bk8","Megalopolis (Arkadia)","Megalopolis (Arkadia)","[""place""]","[""8.30.2""]","","","","","","right of the Helisson river",""
"322","37.93277","22.88807","Sanctuary of Poseidon at Lechaion","Corinthia Bk2","Lechaion","Lechaion","[""hieron""]","[""2.2.3""]","https://wikidata.org/wiki/Q134037594","","","","","",""
"323","38.375439","22.626059","Sanctuary of Poseidon at harbor of Antikyra","Phokis Bk10","Antikyra","Antikyra","[""hieron""]","[""10.36.8""]","https://wikidata.org/wiki/Q134037313","","","","","",""
"324","37.397274","25.268194","Stream of Inopus in Delos","Aegean Sea (Hellas)","Delos island","Delos island","[""river"",""spring pege""]","[""2.5.3""]","","","https://topostext.org/place/374253WIno","","","",""
"325","36.7279","22.5047","Las polis","Lakonia Bk3","Lakonia Bk3","","[""polis""]","[""3.21.7"",""3.24.6"",""3.24.7"",""3.24.9""]","https://wikidata.org/wiki/Q7142558","","","","https://pleiades.stoa.org/places/570417","La in Lakonia",""
"326","37.0821","22.4237","Heroon of Aigeus son of Oeolycus in Sparta","Lakonia Bk3","Sparta","Sparta","[""heroon""]","[""3.15.8""]","https://wikidata.org/wiki/Q124616570","","","","","",""
"327","36.9528148","22.3503405","Dereion","Lakonia Bk3","Taygetos (mountain)","Taygetos (mountain)","[""settlement""]","[""3.20.7""]","https://wikidata.org/wiki/Q60792061","","","","https://pleiades.stoa.org/places/573183","",""
"328","38.667","22.671","Ledon (Phokis)","Phokis Bk10","Phokis Bk10","","[""polis""]","[""10.2.2"",""10.3.2"",""10.33.1""]","https://wikidata.org/wiki/Q3807754","","https://topostext.org/place/387227PLed","","https://pleiades.stoa.org/places/540908","ancient city, depopulated, 40 stades from hamlet Ledon on Kephisos",""
"329","37.639","21.6311","Treasury of the Epidamnians I","Eleia Bk5 Bk6","Treasury terrace north of the Heraion, Olympia","Treasury terrace north of the Heraion, Olympia","[""treasury""]","[""6.19.8""]","https://wikidata.org/wiki/Q106956826","","","","","",""
"330","42.171","41.733","Phasis river","Pontus Euxinus","Colchis/Lazike","","[""river""]","[""4.34.2""]","https://wikidata.org/wiki/Q203409","","","","https://pleiades.stoa.org/places/857276","",""
"331","37.565","22.796","Canathus spring near Nauplia","Argolid Bk2","Nauplia","Nauplia","[""spring pege""]","[""2.38.2""]","https://wikidata.org/wiki/Q6360744","https://resource.manto.unh.edu/10191983","","","","Kanathos spring",""
"332","37.9701","23.7203","Tomb of Thucydides in Athens","Athenai Bk1","Athenai Bk1","","[""tomb taphos""]","[""1.23.9""]","https://wikidata.org/wiki/Q136487268","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"333","38.1752735","23.7186181","Parnes or Parnitha mountain","Attica Bk1","Attica Bk1","","[""mountain oros""]","[""1.32.1"",""1.32.2""]","https://wikidata.org/wiki/Q781855","","","","https://pleiades.stoa.org/places/580059","",""
"334","38.14719","23.22874","sanctuary of Melampous, Aigosthena","Megarid Bk1","Aigosthena","Aigosthena","[""hieron""]","[""1.44.5""]","https://wikidata.org/wiki/Q124644671","","","","","",""
"335","37.638","22.715","Larisa Citadel above Argos","Argolid Bk2","Argos (Argolid)","","[""acropolis""]","[""2.24.1"",""2.24.2"",""2.24.3"",""2.25.10"",""2.25.4"",""3.17.1""]","https://wikidata.org/wiki/Q1012861","","https://topostext.org/place/376227FLar","","","",""
"336","38.493128","23.160772","Sanctuary of Dionysos at Kopai","Boiotia Bk9","Kopai","Kopai","[""hieron""]","[""9.24.1""]","https://wikidata.org/wiki/Q134037703","","","","","",""
"337","37.9834","22.7145","Phobos, place in Sicyonia","Sikyonia Bk2","Sicyon (Sikyonia)","Sicyon (Sikyonia)","[""chorion""]","[""2.7.7""]","","","","","","",""
"338","38.125","23.96","river flowing from Marathon lake","Attica Bk1","Marathonian Plain (Attica)","Marathonian Plain (Attica)","[""river""]","[""1.32.7""]","","","","","","drinkable by animals near lake, salty at the sea",""
"339","38.252","22.09","Sanctuary of Kore daughter of Demeter at Aigion","Achaia Bk7","seashore of Aigion","seashore of Aigion","[""hieron""]","[""7.24.2""]","https://wikidata.org/wiki/Q134036962","","","","","",""
"340","38.482335","22.500741","Treasury of the Corinthians at Delphi","Phokis Bk10","Sanctuary of Pythian Apollo at Delphi","","[""treasury""]","[""10.13.5""]","https://wikidata.org/wiki/Q75764078","","","","","",""
"341","37.364","22.266","Chasm where joint flow of Alpheios and Eurotas disappears","Arcadia Bk8","Arcadia Bk8","","[""chasm""]","[""8.44.4""]","","","","","","unlocated",""
"342","38.6366","22.8956","Oracle of Apollo at Abai","Phokis Bk10","Sanctuary of Apollo of Abai","Sanctuary of Apollo of Abai","[""oracle manteion""]","[""10.35.1"",""4.32.5""]","","","","","","",""
"343","37.9462237","23.8154066","Proopsios Apollo Altar (Hymettos)","Attica Bk1","Mount Hymettus","Mount Hymettus","[""altar""]","[""1.32.2""]","","","https://topostext.org/place/379238SPro","","","",""
"344","37.4124","22.1273","Skoleitas hill inside walls of Megalopolis","Arcadia Bk8","Megalopolis (Arkadia)","Megalopolis (Arkadia)","[""hill""]","[""8.30.7""]","","","","","","",""
"345","37.89","21.374","oikos of Amphion in Elis","Eleia Bk5 Bk6","Elis polis","Elis polis","[""house""]","[""2.21.10""]","","","","","","",""
"346","37.0821","22.4237","Skias of Sparta","Lakonia Bk3","Sparta","Sparta","[""building""]","[""3.12.10"",""3.12.11"",""3.13.1""]","https://wikidata.org/wiki/Q107360820","","","","","",""
"347","42.0206","35.14885","Sinope","Pontus Euxinus","Pontus Euxinus","","[""polis""]","[""1.31.2""]","https://wikidata.org/wiki/Q107557833","","","","https://pleiades.stoa.org/places/857321","",""
"348","37.6498","24.0247","Sounion cape (Attica)","Attica Bk1","Attica Bk1","","[""cape""]","[""1.1.1"",""1.28.2"",""1.35.1"",""10.25.2""]","https://wikidata.org/wiki/Q1136637","","https://topostext.org/place/376240LSou","","https://pleiades.stoa.org/places/580108","",""
"349","38.3209","23.3178","Cadmeia of Thebes","Boiotia Bk9","Thebes (Boeotia)","","[""acropolis"",""settlement""]","[""2.5.2"",""2.6.4"",""3.17.1"",""8.33.2"",""9.1.4"",""9.12.3"",""9.5.2"",""9.5.3"",""9.5.4"",""9.5.5"",""9.5.6"",""9.7.6""]","https://wikidata.org/wiki/Q1276854","","https://topostext.org/place/383233XCad","","https://pleiades.stoa.org/places/239936126","",""
"350","37.2099","22.002","wild pear tree in the plain, under which Theoclus forbade Aristomenes to pass because the Dioscuri sat on it.","Messenia Bk4","Stenykleros region (Messenia)","Stenykleros region (Messenia)","[""tree""]","[""4.16.5""]","","","","","","",""
"351","37.8824","22.9925","Temple of Aphrodite in Kenchreai","Corinthia Bk2","Kenchreai (Korinthia)","Kenchreai (Korinthia)","[""temple""]","[""2.2.3""]","","","","","","",""
"352","38.3191","23.3178","Sanctuary of Ammon in Thebes","Boiotia Bk9","Thebes (Boeotia)","Thebes (Boeotia)","[""hieron""]","[""9.16.1""]","https://wikidata.org/wiki/Q134037883","","","","","",""
"353","38.03588","26.87094","Makria Pr.","Asia Minor (Asia)","Teos","","[""cape""]","[""7.5.11""]","","","","","https://pleiades.stoa.org/places/599780","",""
"354","38.2213","23.2733","Sanctuary of Athena Areia in Plataea","Boiotia Bk9","Plataea (Boeotia)","Plataea (Boeotia)","[""hieron""]","[""9.4.1""]","https://wikidata.org/wiki/Q134037769","","","","","",""
"355","38.243265","21.738518","Sanctuary of Artemis Laphria at Patrae","Achaia Bk7","Patrae","Patrae","[""hieron""]","[""7.18.8""]","https://wikidata.org/wiki/Q134036834","https://resource.manto.unh.edu/11306820","","","","",""
"356","37.637849","21.630126","Altar of Apollo Thermios at Olympia","Eleia Bk5 Bk6","Olympia","Olympia","[""altar""]","[""5.15.7""]","","","","","","",""
"357","37.49759","27.52707","Heraclea ad Latmum","Asia Minor (Asia)","Caria region","","[""polis""]","[""5.1.5""]","https://wikidata.org/wiki/Q1313279","","","","https://pleiades.stoa.org/places/599640","",""
"358","37.89","21.374","Tomb of Aetolus at gate leading to Olympia","Eleia Bk5 Bk6","Elis polis","Elis polis","[""tomb mnema""]","[""5.4.4""]","https://wikidata.org/wiki/Q136487524","https://resource.manto.unh.edu/10215549","","","","",""
"359","37.975","23.725000000000005","Theseion of Athens","Athenai Bk1","Athenai Bk1","","[""hieron""]","[""1.17.2"",""1.17.3"",""1.17.6""]","https://wikidata.org/wiki/Q36024284","https://resource.manto.unh.edu/10150313","https://topostext.org/place/380237SThe","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","Theseus sanctuary in Athens",""
"360","38.0446","22.5384","Sanctuary of Apollo Theoxenios at Pellene","Achaia Bk7","Pellene","Pellene","[""hieron""]","[""7.27.4""]","https://wikidata.org/wiki/Q134037278","","","","","",""
"361","37.641","21.631","summit of Kronion Mt. at Olympia","Eleia Bk5 Bk6","Kronion","Kronion","[""summit""]","[""6.20.1""]","","","","","","",""
"362","37.841","21.985","Paos (Achaia)","Arcadia Bk8","road Caphyae to Psophis","","[""village kome""]","[""8.23.9""]","https://wikidata.org/wiki/Q26958616","","https://topostext.org/place/379220PPao","","","",""
"363","37.5033","23.3484","Altars of Underworld Gods in the temple of Artemis in Troizen","Troizenia Bk2","Temple of Artemis Soteira in Troizen","Temple of Artemis Soteira in Troizen","[""altar""]","[""2.31.2""]","","","","","","",""
"364","37.5","23.1542","Sanctuary of Demeter in Didymoi of Hermione","Argolid Bk2","Didymoi (Argolid)","Didymoi (Argolid)","[""hieron""]","[""2.36.3""]","https://wikidata.org/wiki/Q134037676","","","","","",""
"365","38.30019833","23.581173","Asopos (river)","Boiotia Bk9","Boiotia Bk9","","[""river""]","[""2.5.2"",""2.6.1"",""2.6.4"",""5.14.3"",""9.1.1"",""9.1.2"",""9.3.7"",""9.4.4"",""9.8.1""]","https://wikidata.org/wiki/Q2737429","","","","https://pleiades.stoa.org/places/540672","",""
"366","38.2","21.9","Achaea Roman province","Achaia Bk7","Achaia Bk7","Achaia Bk7","[""chora/region""]","[""5.12.6""]","https://wikidata.org/wiki/Q204772","","","","https://pleiades.stoa.org/places/981502","",""
"367","38.499","22.824","Trophies set up by Romans and Sulla in territory of Chaironeia","Boiotia Bk9","Chaironea (Boeotia)","","[""trophy""]","[""9.40.7""]","","","","","","",""
"368","37.63929","21.62845","Houses for athletes at Olympia, adjoining the gymnasium","Eleia Bk5 Bk6","Gymnasium (Olympia)","Gymnasium (Olympia)","[""house""]","[""6.21.2""]","","","","","","",""
"369","38.392613","22.956902","Altar of Hermes Epimêlios (of the flocks?) in agora of Korôneia","Boiotia Bk9","Koroneia (Boeotia)","Koroneia (Boeotia)","[""altar""]","[""9.34.3""]","","","","","","",""
"370","37.6220196","27.4713446","Adyta of the Underworld gods beyond the Maeander","Asia Minor (Asia)","Maeander (river)","Maeander (river)","[""adyton""]","[""10.32.13""]","","","","","","",""
"371","37.638","21.6296","Hippodamion at Olympia","Eleia Bk5 Bk6","Altis sacred grove (Olympia)","","[""hieron"",""tomb mnema""]","[""5.22.2"",""6.20.7""]","https://wikidata.org/wiki/Q1619976","https://resource.manto.unh.edu/10217964","https://topostext.org/place/376216SHpd","","","",""
"372","37.97209","23.72641","Zeus Hypatos altar, Athens","Athenai Bk1","Athenai Bk1","","[""altar""]","[""1.26.5"",""8.2.3""]","","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"373","37.532","21.864","plain between Heraia and Aliphera, 10 stades wide","Arcadia Bk8","Arcadia Bk8","","[""plain""]","[""8.26.5""]","","","","","","",""
"374","38.243265","21.738518","Sanctury of the Dindymene Mother in Patrae lower city","Achaia Bk7","Patrae","Patrae","[""hieron""]","[""7.20.3""]","https://wikidata.org/wiki/Q134036813","","","","","",""
"375","38.3191","23.3178","Polyandrion of the Thebans agains Alexander III, outside the gate of Thebes","Boiotia Bk9","Thebes (Boeotia)","Thebes (Boeotia)","[""tomb mnema""]","[""9.10.1""]","","","","","","",""
"376","38.243265","21.738518","Peribolos of Laphria at Patrae","Achaia Bk7","Sanctuary of Artemis Laphria at Patrae","Sanctuary of Artemis Laphria at Patrae","[""enclosure""]","[""7.20.2""]","","","","","","",""
"377","37.66","27.298333","Temple of Athena at Priene","Asia Minor (Asia)","Priene","Priene","[""temple""]","[""7.5.5""]","","","","","","",""
"378","37.8085","22.7108","Enclosure of the temple of Nemeios Zeus in Nemea","Argolid Bk2","Sanctuary of Nemean Zeus, Nemea","Sanctuary of Nemean Zeus, Nemea","[""enclosure""]","[""2.15.3""]","","","","","","",""
"379","38.3191","23.3178","Tomb of Kaanthos in Thebes","Boiotia Bk9","Thebes (Boeotia)","Thebes (Boeotia)","[""tomb mnema""]","[""9.10.5""]","https://wikidata.org/wiki/Q136487400","https://resource.manto.unh.edu/10151114","","","","Tomb of Caanthus",""
"380","37.4124","22.1273","Temple of Aphrodite in Peribolos of Great Goddesses at Megalopolis","Arcadia Bk8","Sanctuary of Aphrodite at Megalopolis, in peribolos of Great Goddesses","Sanctuary of Aphrodite at Megalopolis, in peribolos of Great Goddesses","[""temple""]","[""8.31.5""]","","","","","","",""
"381","37.489","22.549","Sanctuary of Pan on Mt. Parthenion where Pan appeared to Philippides","Arcadia Bk8","Parthenion (mountain)","Parthenion (mountain)","[""hieron""]","[""8.54.6""]","https://wikidata.org/wiki/Q134036676","","","","","",""
"382","37.444881","22.068131","Basilis","Arcadia Bk8","Arcadia Bk8","","[""settlement""]","[""8.29.5""]","https://wikidata.org/wiki/Q4867451","","","","https://pleiades.stoa.org/places/570147","",""
"383","37.6316","22.7195","Tomb of Likymnios on Kylarabis gymnasium road, Argos","Argolid Bk2","Road to Kylarabis Gymnasium, Argos","Road to Kylarabis Gymnasium, Argos","[""tomb mnema""]","[""2.22.8""]","https://wikidata.org/wiki/Q136487514","https://resource.manto.unh.edu/10187083","","","","",""
"384","38.3142","21.8551","Boline (Achaia)","Achaia Bk7","Achaia Bk7","","[""settlement""]","[""7.18.6"",""7.23.4""]","https://wikidata.org/wiki/Q16944934","","https://topostext.org/place/383219UBol","","https://pleiades.stoa.org/places/573148","Bolina: former city",""
"385","37.974","23.726","All the Gods sanctuary, Athens","Athenai Bk1","Athenai Bk1","","[""hieron""]","[""1.18.9"",""1.5.5""]","https://wikidata.org/wiki/Q134038322","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"386","37.9674","23.7215","Tomb of Musaeus on Mouseion Hill, Athens","Athenai Bk1","Mouseion Hill (Athens)","Mouseion Hill (Athens)","[""tomb taphos""]","[""1.25.8""]","https://wikidata.org/wiki/Q136487329","","https://topostext.org/place/380237SMou","","","",""
"387","37.6391184","21.63291462","Marble altar in stadium of Olympia opposite Hellanodikai","Eleia Bk5 Bk6","Olympia Stadium","Olympia Stadium","[""altar""]","[""6.20.8""]","","","","","","",""
"388","37.730833","22.756111","Persea fountain in the ruins of Mycenae","Argolid Bk2","Mycenae","Mycenae","[""spring pege""]","[""2.16.6""]","","https://resource.manto.unh.edu/10159488","","","","",""
"389","37.6181","22.3933","Oikos in Gymnasium of Mantineia for Antinous","Arcadia Bk8","Mantineia (Arkadia)","Mantineia (Arkadia)","[""house""]","[""8.9.8""]","","","","","","",""
"390","37.625","22.45","Dance of Maira at Argon Pedion","Arcadia Bk8","Argon Pedion","Argon Pedion","[""chorion""]","[""8.8.1""]","","","","","","",""
"391","37.496","22.17","Krounoi spring above Trikolonoi","Arcadia Bk8","road Tricoloni to Methydrion, 137 stades","","[""spring pege""]","[""8.35.8""]","","","","","https://pleiades.stoa.org/places/573313","unlocated",""
"392","37.0658","22.4535","Menelaion (Lakonia)","Lakonia Bk3","Lakonia Bk3","","[""temple""]","[""3.19.9""]","https://wikidata.org/wiki/Q23069794","","https://topostext.org/place/370225SMen","","https://pleiades.stoa.org/places/570477","",""
"393","37.042584","22.819373","Springs at Marios, by grove, at Artemis sanctuary","Lakonia Bk3","Marios","Marios","[""spring pege""]","[""3.22.8""]","","","","","","",""
"394","38.293384","23.154521","Thespiai","Boiotia Bk9","Boiotia Bk9","","[""polis""]","[""10.20.1"",""9.14.2"",""9.20.2"",""9.23.2"",""9.26.6"",""9.26.7"",""9.27.4"",""9.27.5"",""9.29.3"",""9.31.7"",""9.32.5""]","https://wikidata.org/wiki/Q1141295","","https://topostext.org/place/383232PThe","","https://pleiades.stoa.org/places/541141","",""
"395","37.6875","21.5735","Herakleia (Eleia)","Eleia Bk5 Bk6","Eleia Bk5 Bk6","","[""village kome""]","[""6.22.7""]","https://wikidata.org/wiki/Q26721041","","https://topostext.org/place/377216PHer","","","",""
"396","39.290562","22.607216","Eretria (Thessaly)","Hellas (Europe)","Thessalia","","[""chora/region""]","[""7.10.2""]","https://wikidata.org/wiki/Q42114739","","","","https://pleiades.stoa.org/places/540767","",""
"397","37.75","22.25","Ophis (river)","Arcadia Bk8","Arcadia Bk8","","[""river""]","[""8.8.4"",""8.8.7""]","https://wikidata.org/wiki/Q106042343","","","","https://pleiades.stoa.org/places/570534","",""
"398","37.9158514","22.992664","Adyton of Palaemon at Isthmia in the enclosure","Corinthia Bk2","Isthmian Poseidon sanctuary at Isthmia","Isthmian Poseidon sanctuary at Isthmia","[""adyton""]","[""2.2.1""]","","","","","","",""
"399","38.152799","23.794134","Dekeleia","Attica Bk1","Attica Bk1","","[""demos""]","[""3.8.6""]","https://wikidata.org/wiki/Q1006561","","","","https://pleiades.stoa.org/places/579907","",""
"400","37.63754","21.62975","Altar of Kairos, by the entrance of the stadium at Olympia","Eleia Bk5 Bk6","Altis sacred grove (Olympia)","Altis sacred grove (Olympia)","[""altar""]","[""5.14.9""]","","","","","","",""
"401","36.69704","22.521276","Tomb of Las at Arainon","Lakonia Bk3","Arainon","Arainon","[""tomb taphos""]","[""3.24.10"",""3.25.1""]","https://wikidata.org/wiki/Q124616335","https://resource.manto.unh.edu/10149904","","","","",""
"402","37.997","23.34285","altar of Apollo on Megara acropolis","Megarid Bk1","Megara (Megarid)","acropolis of Alkathoos, Megara","[""altar""]","[""1.42.6""]","https://wikidata.org/wiki/Q124644641","","","","","",""
"403","36.25","33.25","Cilicia","Asia (continent)","Asia Minor (Asia)","","[""chora/region""]","[""1.34.3""]","https://wikidata.org/wiki/Q620864","","","","https://pleiades.stoa.org/places/658440","",""
"404","37.9717","23.7257","House of the Arrhephoroi on the Acropolis","Athenai Bk1","Athenian Acropolis (Athens)","Athenian Acropolis (Athens)","[""house""]","[""1.27.3""]","https://wikidata.org/wiki/Q699480","","","","https://pleiades.stoa.org/places/425217700","two maidens live there, not far from the Polias temple",""
"405","36.686188","27.37404","Knidos","Asia Minor (Asia)","Cherronesos of Knidos","","[""polis""]","[""1.1.3"",""1.2.2"",""10.11.1"",""10.11.3"",""5.24.7"",""6.3.16"",""8.30.2""]","https://wikidata.org/wiki/Q690575","","https://topostext.org/place/367274PKni","","https://pleiades.stoa.org/places/599575","Cnidus: city at tip of Carian chersonnese",""
"406","37.61055","22.39466","Horse-racing area by walls of Mantineia on highway to Tegea","Arcadia Bk8","Mantineia (Arkadia)","","[""chorion"",""hippodrome""]","[""8.10.1""]","","","","","","Mantineia hippodrome",""
"407","38.640939","22.489574","Charadros river below Charadra, Phokis","Phokis Bk10","Charadra","Charadra","[""river""]","[""10.33.6""]","","","","","","",""
"408","36.9683","22.9925","Sacred cave of Asklepios at Kyphanta","Lakonia Bk3","Kyphanta (Lakonia)","Kyphanta (Lakonia)","[""cave""]","[""3.24.2""]","https://wikidata.org/wiki/Q124616421","","","","","",""
"409","38.1","25.3","Halioussa","Hermionis Bk2","Aegean Sea (Hellas)","Aegean Sea (Hellas)","[""island""]","[""2.34.8""]","","","","","https://pleiades.stoa.org/places/573242","unlocated, island near Scyllaion",""
"410","37.984","22.714","Gymnasium of the Agora at Sicyon","Sikyonia Bk2","Agora of Sicyon","Agora of Sicyon","[""gymnasium""]","[""2.10.1""]","","","","","","",""
"411","37.63923","21.62932","Prytaneion (Olympia)","Eleia Bk5 Bk6","Olympia","","[""prytaneion""]","[""5.13.11"",""5.15.11"",""5.15.12"",""5.15.8"",""5.15.9"",""5.20.10""]","https://wikidata.org/wiki/Q23889050","","https://topostext.org/place/376216BOPr","","","",""
