PlaceID,Lat,Lon,Name,Region,Part of,Location,Type,Passages,Wikidata,Manto,ToposText,URL,Pleiades,Notes,Arachne
"1","38.7827","27.784","room within sanctuary in Hierokaisareia, with miraculous ash altar","Asia Minor (Asia)","Sanctuary of Persian Artemis in Hierokaisareia","Sanctuary of Persian Artemis in Hierokaisareia","[""building""]","[""5.27.5""]","","","","","","",""
"2","38.58344","22.66931","Enclosure of Isis near Tithorea","Phokis Bk10","Tithorea/Neon","Tithorea/Neon","[""enclosure"",""hieron""]","[""10.32.13""]","https://wikidata.org/wiki/Q134304611","https://resource.manto.unh.edu/10274623","","","","",""
"3","37.8179","21.93","Sanctuary of Aphrodite Erykine near Psophis","Arcadia Bk8","Arcadia Bk8","","[""hieron""]","[""8.24.6""]","https://wikidata.org/wiki/Q110983687","https://resource.manto.unh.edu/10214291","https://topostext.org/place/378219SAph","","","",""
"4","37.9816","23.7168","Demosion Sema, capturing Mouseion fort, Athens","Athenai Bk1","Demosion Sema war graves, Athens","","[""tomb taphos""]","[""1.29.13""]","","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"5","38.493128","23.160772","Kopai","Boiotia Bk9","Boiotia Bk9","","[""polisma""]","[""9.24.1"",""9.24.3""]","https://wikidata.org/wiki/Q5168569","","","","https://pleiades.stoa.org/places/540878","",""
"6","37.533","21.599","Samikon/Samia (Triphylia)","Eleia Bk5 Bk6","Triphylia","","[""polis""]","[""5.5.11"",""5.5.3"",""5.5.7"",""5.6.1"",""5.6.2"",""5.6.3"",""6.25.6""]","https://wikidata.org/wiki/Q3558588","","https://topostext.org/place/375216USam","","https://pleiades.stoa.org/places/570653","",""
"7","37.08188","22.42659","Sanctuary of Ge near the Choros at Sparta","Lakonia Bk3","Agora of Sparta","Agora of Sparta","[""hieron""]","[""3.11.9""]","https://wikidata.org/wiki/Q124616593","","","","","",""
"8","38.082","21.73","Altar in grove of Dioskouroi near Pharae","Achaia Bk7","Grove of the Dioskouroi, 15 stades from Pharae","Grove of the Dioskouroi, 15 stades from Pharae","[""altar""]","[""7.22.5""]","","","","","","",""
"9","37.6335","23.1602","Tomb of Melissa not far from Epidauros","Epidauria Bk2","Epidauros","Epidauros","[""tomb mnema""]","[""2.28.8""]","https://wikidata.org/wiki/Q136487509","","","","","",""
"10","38.75","22.4","Lokris Epiknemidia","Hellas (Europe)","Hellas (Europe)","","[""chora/region""]","[""10.13.4""]","https://wikidata.org/wiki/Q130370851","","","","https://pleiades.stoa.org/places/540917","Epicnemedian Locris",""
"11","37.9054","22.8802","Seats around the spring Lerna in Corinth","Corinthia Bk2","Corinth (Corinthia)","Corinth (Corinthia)","[""thronos""]","[""2.4.5""]","","","","","","",""
"12","38.498583","23.448834","Temple of Demeter and the Child in Anthedon","Boiotia Bk9","Anthedon","Anthedon","[""temple""]","[""9.22.5""]","","","","","","",""
"13","38.431063","22.87352","House sacred to Agathos Daimon and Agathe Tyche at Lebadeia","Boiotia Bk9","Lebadeia","Lebadeia","[""building""]","[""9.39.5""]","","","","","","",""
"14","38.3943","21.8388","Sanctuary of Asclepius in Naupaktos","Aitolia region","Naupaktos","","[""Asclepieion"",""hieron""]","[""10.38.13""]","https://wikidata.org/wiki/Q134039989","","https://topostext.org/place/384218SAsk","","","",""
"15","39.9577","26.23873","Ilium","Asia Minor (Asia)","Troas","","[""settlement""]","[""1.1.2"",""1.11.1"",""1.12.1"",""1.12.5"",""1.15.2"",""1.23.4"",""1.28.9"",""1.35.1"",""1.35.4"",""1.37.3"",""1.4.6"",""1.43.1"",""10.1.3"",""10.12.2"",""10.17.6"",""10.25.8"",""10.27.4"",""10.30.8"",""10.31.7"",""10.33.2"",""10.36.10"",""10.38.5"",""2.16.6"",""2.17.3"",""2.18.5"",""2.20.6"",""2.22.2"",""2.23.1"",""2.23.5"",""2.24.2"",""2.24.3"",""2.25.5"",""2.30.10"",""2.32.2"",""2.4.2"",""3.12.6"",""3.22.2"",""3.24.11"",""3.26.10"",""3.4.7"",""3.9.3"",""5.13.4"",""5.13.5"",""5.17.10"",""5.18.3"",""5.22.4"",""5.3.4"",""5.4.7"",""6.25.3"",""7.19.6"",""7.19.9"",""7.24.2"",""7.3.7"",""7.6.3"",""8.1.3"",""8.10.10"",""8.10.9"",""8.12.6"",""8.12.9"",""8.15.6"",""8.15.7"",""8.23.4"",""8.24.10"",""8.28.4"",""8.33.2"",""8.44.4"",""8.45.2"",""8.46.2"",""8.5.2"",""8.5.3"",""8.53.7"",""8.6.1"",""9.18.5"",""9.37.7"",""9.39.3"",""9.4.3"",""9.41.2"",""9.5.14"",""9.5.15""]","https://wikidata.org/wiki/Q22647","","","","https://pleiades.stoa.org/places/550595","Troy, Troia, Ilion",""
"16","38.5348857","22.6222206","Parnassian glen","Phokis Bk10","Parnassus (mountain)","Parnassus (mountain)","[""valley""]","[""10.6.1""]","","","","","","",""
"17","37.38957","22.03143","stoa beside temple of Despoina at Lykosoura","Arcadia Bk8","Sanctuary of Despoina at Lykosoura","Sanctuary of Despoina at Lykosoura","[""stoa""]","[""8.37.2""]","","","","","","",""
"18","38.0347","23.211","Megarid Bk1","Megarid Bk1","Hellas (Europe)","","[""chora/region""]","[""1.19.4"",""1.39.4"",""1.39.5"",""1.40.2"",""1.40.4"",""1.41.8"",""1.42.7"",""1.44.3"",""1.44.4"",""1.5.3""]","https://wikidata.org/wiki/Q645572","","","","https://pleiades.stoa.org/places/570470","territory of Megara",""
"19","34.707147","32.573711","Palaipaphos","Cyprus (island)","Cyprus (island)","","[""polis""]","[""8.5.2"",""8.53.7""]","https://wikidata.org/wiki/Q22988494","","","","https://pleiades.stoa.org/places/707596","",""
"20","37.9834","22.7145","Sanctuary of Artemis and Apollo at Sicyon, made by Epopeus","Sikyonia Bk2","Sicyon (Sikyonia)","Sicyon (Sikyonia)","[""hieron""]","[""2.11.1""]","https://wikidata.org/wiki/Q134037412","https://resource.manto.unh.edu/10159226","","","","",""
"21","38.4312","22.875","Temple in grove of Trophonios at Libadeia","Boiotia Bk9","Trophonius oracle (Boeotia)","Trophonius oracle (Boeotia)","[""temple""]","[""9.39.4""]","","","","","","",""
"22","37.2083","22.3244","Sanctuary of Asklepios at Pellana","Lakonia Bk3","Pellana (Lakonia)","Pellana (Lakonia)","[""hieron""]","[""3.21.2""]","https://wikidata.org/wiki/Q124616351","","","","","",""
"23","37.250317","27.649640999999995","Passala","Asia Minor (Asia)","Caria region","","[""port epineion""]","[""8.10.4""]","https://wikidata.org/wiki/Q65068769","","","","https://pleiades.stoa.org/places/599870","port of Mylasa",""
"24","38.451533","23.219541","Akraiphnion","Boiotia Bk9","Boiotia Bk9","","[""polis""]","[""9.23.5"",""9.23.6"",""9.24.1"",""9.40.2""]","https://wikidata.org/wiki/Q15394073","","","","https://pleiades.stoa.org/places/540617","Akraiphiai",""
"25","38.41905","27.1383","Asclepieion of Smyrna, on the water, new in Pausanias's time","Asia Minor (Asia)","Smyrna (Ionia)","Smyrna (Ionia)","[""Asclepieion""]","[""2.26.9"",""7.5.9""]","","","","","","",""
"26","39.118873","27.165609000000003","Asklepieion of Pergamon","Asia Minor (Asia)","Pergamum","","[""Asclepieion""]","[""2.26.8"",""2.26.9"",""2.27.5"",""3.26.10""]","https://wikidata.org/wiki/Q630373","","","","https://pleiades.stoa.org/places/550459","",""
"27","39.9577","26.23873","Walls of Troy, destroyed by Epeios","Asia Minor (Asia)","Ilium","Ilium","[""city walls""]","[""10.26.2""]","","","","","","",""
"28","37.464","22.429","temple of Demeter and Kore Karpophoroi at Tegea","Arcadia Bk8","Tegea (Arkadia)","Tegea (Arkadia)","[""temple""]","[""8.53.7""]","","","","","","",""
"29","40.06802462","8.895951167","Sardinia (island)","Internum Mare","Internum Mare","","[""island""]","[""1.29.5"",""10.17.1"",""10.17.10"",""10.17.11"",""10.17.13"",""10.17.2"",""10.17.3"",""10.17.4"",""10.17.5"",""10.17.6"",""10.17.8"",""10.17.9"",""4.23.5"",""7.17.3"",""7.2.2"",""9.23.1""]","https://wikidata.org/wiki/Q3760293","","","","https://pleiades.stoa.org/places/472014","",""
"30","37.73","26.84","Samos (island)","Aegean Sea (Hellas)","Aegean Sea (Hellas)","","[""island""]","[""10.12.5"",""2.13.2"",""7.2.8"",""7.4.1"",""7.4.2"",""7.4.3"",""7.4.4"",""9.11.5""]","https://wikidata.org/wiki/Q156882","","","https://imperium.ahlfeldt.se/places/41142","https://pleiades.stoa.org/places/599926","",""
"31","37.21316383","28.088996899999998","Leukos Thermos - name of a plain in Caria","Asia Minor (Asia)","Caria region","","[""plain""]","[""4.35.11""]","","","","","","",""
"32","37.997","23.34285","temple of Zeus Konios in Megara","Megarid Bk1","Megara (Megarid)","Megara (Megarid)","[""temple""]","[""1.40.6""]","https://wikidata.org/wiki/Q124644618","","","","","",""
"33","37.933","23.6902","Temple of Athena Skiras at Phaleron","Attica Bk1","Phaleron","","[""temple""]","[""1.1.4"",""1.36.4""]","https://wikidata.org/wiki/Q131765396","","","","https://pleiades.stoa.org/places/397011004","",""
"34","39.4","22.9","Magnesia region (Magnesia)","Hellas (Europe)","Thessalia","","[""chora/region""]","[""10.20.6"",""7.7.6""]","https://wikidata.org/wiki/Q60790367","","https://topostext.org/place/397227RMag","","https://pleiades.stoa.org/places/540923","",""
"35","36.705058","22.3848","Sanctuary of Sarapis at Oitylos","Lakonia Bk3","Oitylos","Oitylos","[""hieron""]","[""3.25.10""]","https://wikidata.org/wiki/Q124616478","","","","","",""
"36","37.637849","21.630126","Altar of Dionysos at Olympia","Eleia Bk5 Bk6","Olympia","Olympia","[""altar""]","[""5.15.4""]","","","","","","not old, by private citizens, on way to Hippodrom",""
"37","36.460433","22.442714","Kainepolis","Lakonia Bk3","Lakonia Bk3","","[""polis""]","[""3.21.7"",""3.25.9""]","https://wikidata.org/wiki/Q29788547","","","","https://pleiades.stoa.org/places/570322","",""
"38","41.1061258","14.213048600000002","Capua","Italia (Europe)","Campania","","[""polis""]","[""5.12.3""]","https://wikidata.org/wiki/Q3136685","","","","https://pleiades.stoa.org/places/432754","",""
"39","37.316871","27.789696999999997","Mylasa","Asia Minor (Asia)","Caria region","","[""settlement""]","[""10.28.8"",""8.10.4""]","https://wikidata.org/wiki/Q3857824","","","","https://pleiades.stoa.org/places/599809","",""
"40","33.560243","35.371208","Sidon/Col. Aurelia Pia","Asia (continent)","Phoenice","","[""polis""]","[""7.23.7""]","https://wikidata.org/wiki/Q163490","","","","https://pleiades.stoa.org/places/678393","",""
"41","37.0363","22.4502","Statue base of Amyklaion Apollo","Lakonia Bk3","Sanctuary of Apollo at Amyklai","Sanctuary of Apollo at Amyklai","[""base""]","[""3.19.3""]","","","","","","",""
"42","37.9798","23.7205","Demosion Sema, Corinth, Athens","Athenai Bk1","Demosion Sema war graves, Athens","","[""tomb taphos""]","[""1.29.11""]","","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"43","37.637849","21.630126","altar of Zeus Laoetas and Poseidon Laoetas in Olympia","Eleia Bk5 Bk6","Olympia","Olympia","[""altar""]","[""5.14.4""]","","","","","","03/04 sacrifice order;",""
"44","37.63754","21.62975","House of Oenomaus at Olympia (foundations)","Eleia Bk5 Bk6","Altis sacred grove (Olympia)","Altis sacred grove (Olympia)","[""house""]","[""5.14.7""]","","","","","","",""
"45","38.3191","23.3178","Lower city of Thebes, Boeotia","Boiotia Bk9","Thebes (Boeotia)","Thebes (Boeotia)","[""polis""]","[""9.7.6""]","","","","","","deserted in Pausanias' time",""
"46","37.385218","23.243591","Temple of Aphrodite Pontia/Limenia in Hermione","Hermionis Bk2","Hermione","Hermione","[""temple""]","[""2.34.11""]","","","","","","",""
"47","38.62687","22.50592","Theater of Lilaia","Phokis Bk10","Lilaia","Lilaia","[""theater""]","[""10.33.4""]","","","","","","",""
"48","37.549082","21.997485","Bouphagion","Arcadia Bk8","Arcadia Bk8","","[""settlement""]","[""8.26.8""]","https://wikidata.org/wiki/Q60791755","","","","https://pleiades.stoa.org/places/570164","",""
"49","37.871725","21.892903","Phegia, former name of Psophis","Arcadia Bk8","Psophis","Psophis","[""settlement""]","[""8.24.8""]","","","","","","",""
"50","32.8138046","35.590564","Tiberiadis Mare/Gennesar Lacus","Asia (continent)","Palaestina","","[""lake""]","[""5.7.4""]","https://wikidata.org/wiki/Q126982","","","","https://pleiades.stoa.org/places/678430","",""
"51","37.298673","22.061019","Gatheai","Arcadia Bk8","Kromitis","","[""settlement""]","[""8.34.5""]","https://wikidata.org/wiki/Q60791914","","","","https://pleiades.stoa.org/places/570255","",""
"52","37.71428","22.55716","Orneai (Argolid)","Argolid Bk2","Argolid Bk2","","[""polis""]","[""10.18.5"",""2.25.5"",""2.25.6"",""8.27.1""]","https://wikidata.org/wiki/Q7103538","","https://topostext.org/place/377225POrn","","https://pleiades.stoa.org/places/570537","city 60 stades from Lyrkeia, probably different from Orneai near Sicyonia",""
"53","37.74991","23.42372","Temple of Aphrodite in Aigina, in the port","Aigina island Bk2","Aigina polity","Aigina polity","[""temple""]","[""2.29.6""]","","","","","","",""
"54","37.926189","23.9937505","Sanctuary of Artemis Brauronia in Attica","Attica Bk1","Attica Bk1","","[""hieron""]","[""1.33.1"",""3.16.7"",""3.16.8"",""8.46.3""]","https://wikidata.org/wiki/Q475497","","","","https://pleiades.stoa.org/places/579879","",""
"55","37.464","22.429","Monument to Apollo Agyieus, Tegea","Arcadia Bk8","Tegea (Arkadia)","Tegea (Arkadia)","[""monument""]","[""8.53.1"",""8.53.6""]","","","","","","",""
"56","37.639","21.6311","Treasury terrace north of the Heraion, Olympia","Eleia Bk5 Bk6","Olympia","","[""retaining wall""]","[""5.21.2"",""6.19.1"",""6.20.1""]","","","","","","poros stone",""
"57","37.533","22.305","Mainalos","Arcadia Bk8","Arcadia Bk8","","[""polis""]","[""5.27.1"",""6.6.1"",""6.6.3"",""6.8.5"",""8.27.3"",""8.3.4"",""8.36.5"",""8.36.8"",""8.9.3"",""8.9.4""]","https://wikidata.org/wiki/Q11936450","","","","https://pleiades.stoa.org/places/570451","unlocated, settlement near Mt. Mainalos/Mainalion",""
"58","37.6335","23.1602","Sanctuary of Hera at the harbour in Epidaurus","Epidauria Bk2","Epidauros","Epidauros","[""hieron""]","[""2.29.1""]","https://wikidata.org/wiki/Q134037699","","","","","",""
"59","37.641","21.73","Temple of Asklepios Demainetos, 40 stades beyond Sauros gully, ruined","Eleia Bk5 Bk6","Eleia Bk5 Bk6","","[""Asclepieion"",""temple""]","[""6.21.4""]","https://wikidata.org/wiki/Q107031185","","","","","unlocated, 40 stades west of Sauros ridge on height above Alpheios",""
"60","37.08188","22.42659","Sanctuary of Hestia near the Moirai at Sparta","Lakonia Bk3","Agora of Sparta","Agora of Sparta","[""hieron""]","[""3.11.11""]","https://wikidata.org/wiki/Q124616589","","","","","",""
"61","37.3874","22.2182","Aphrodision (Arkadia)","Arcadia Bk8","road Megalopolis to Pallantion and Tegea","","[""chorion""]","[""8.44.2""]","https://wikidata.org/wiki/Q60791607","","https://topostext.org/place/374222UAph","","https://pleiades.stoa.org/places/570093","",""
"62","38.9509","20.7683","Actium","Hellas (Europe)","Akarnania","","[""settlement""]","[""5.23.3"",""7.18.8""]","https://wikidata.org/wiki/Q216551","","","","https://pleiades.stoa.org/places/530771","",""
"63","38.2999","23.3116","well at Potniai that causes madness in local horses","Boiotia Bk9","Potniai (Boeotia)","Potniai (Boeotia)","[""well""]","[""9.8.2""]","","","","","","",""
"64","37.992","23.682","Stele of Molottos on Sacred Way","Attica Bk1","Sacred Way from Athens to Eleusis","","[""stele"",""tomb mnema""]","[""1.36.4""]","https://wikidata.org/wiki/Q136487286","","","https://dipylon-judithbindersourcebook.org/sourcebook/NPP/NPP.html","","",""
"65","38.62687","22.50592","Lilaia","Phokis Bk10","Phokis Bk10","","[""polis""]","[""10.3.1"",""10.33.3"",""10.33.4"",""10.33.5"",""10.33.9"",""9.24.1""]","https://wikidata.org/wiki/Q1267602","","","","https://pleiades.stoa.org/places/540915","",""
"66","37.9834","22.7145","Tomb of Lykos in Sicyonia, near Corinth border","Sikyonia Bk2","road Corinth to Sikyon","Sicyon (Sikyonia)","[""mound/dike"",""tomb mnema""]","[""2.7.2""]","https://wikidata.org/wiki/Q136487522","","","","","Tomb of Lycus",""
"67","37.638","22.715","Temple of Athena in the Acropolis at Argos","Argolid Bk2","Larisa Citadel above Argos","Larisa Citadel above Argos","[""temple""]","[""2.24.3""]","","","","","","",""
"68","38.4802","22.3557","Myonia/Myania (Phokis)","Phokis Bk10","Phokis Bk10","","[""polis""]","[""10.38.8"",""6.19.5""]","https://wikidata.org/wiki/Q2358920","","https://topostext.org/place/385224PMya","","","",""
"69","37.4323","22.1946","Elaphos (river)","Arcadia Bk8","Arcadia Bk8","","[""river""]","[""8.36.7""]","","","","","https://pleiades.stoa.org/places/570214","",""
"70","37.730833","22.756111","Hero-shrine of Perseus on the road from Mycene to Argos","Argolid Bk2","Mycenae","Mycenae","[""heroon""]","[""2.18.1""]","https://wikidata.org/wiki/Q136487497","https://resource.manto.unh.edu/11289037","","","","",""
"71","37.11343","22.05141","Ruined wall in Thouria's upper town","Messenia Bk4","Thouria","Thouria","[""fortification""]","[""4.31.2""]","","","","","","",""
"72","36.7279","22.5047","Shrine of Dionysos on Ilios Mt. near Las","Lakonia Bk3","Ilios M.","Las polis","[""temple""]","[""3.24.8""]","https://wikidata.org/wiki/Q124616402","","","","","",""
"73","38.272393","23.101469","Spring of Narkissos in Donakôn of Thespiai","Boiotia Bk9","Donakon","Donakon","[""spring pege""]","[""9.31.7""]","","https://resource.manto.unh.edu/10785221","","","","",""
"74","38.6366","22.8956","Large temple at Abai","Phokis Bk10","Sanctuary of Apollo of Abai","Sanctuary of Apollo of Abai","[""temple""]","[""10.35.4""]","","","","","","",""
"75","37.846299","22.649131","Phlious Bk2","","Peloponnesos","","[""polis""]","[""10.20.1"",""10.7.7"",""2.11.3"",""2.12.3"",""2.12.4"",""2.12.5"",""2.12.6"",""2.13.1"",""2.13.8"",""2.14.1"",""2.14.3"",""2.25.5"",""2.25.6"",""2.5.2""]","https://wikidata.org/wiki/Q1412043","","","","https://pleiades.stoa.org/places/570602","Phleious Phlius",""
"76","36.719","21.877","Cape Akritas","Messenia Bk4","Messenia Bk4","","[""cape""]","[""4.34.12""]","https://wikidata.org/wiki/Q21008093","","","","https://pleiades.stoa.org/places/570057","",""
"77","37.599","21.798","Tomb of Coroebus, Eleian border with Heraia","Eleia Bk5 Bk6","road Heraea to Elis border","","[""border"",""tomb mnema""]","[""6.21.3"",""8.26.3"",""8.26.4""]","https://wikidata.org/wiki/Q136487527","https://resource.manto.unh.edu/10268842","","","","east of Erymanthus river, on Heraia-Elis road",""
"78","38.144625","21.551425","Sanctuary of Dindymene Mother and Attes at Dyme","Achaia Bk7","Dyme","Dyme","[""hieron""]","[""7.17.9""]","https://wikidata.org/wiki/Q134036757","","","","","",""
"79","38.4151","22.9166","Laphystion mountain","Boiotia Bk9","Boiotia Bk9","","[""mountain oros""]","[""9.34.5"",""9.34.6"",""9.34.7""]","https://wikidata.org/wiki/Q24888313","","https://topostext.org/place/384229LLap","","","",""
"80","38.0441","23.5415","Kallichoron well at Eleusis","Attica Bk1","Eleusis (Attica)","Eleusis (Attica)","[""well""]","[""1.38.6""]","https://wikidata.org/wiki/Q572441","","","","","",""
"81","40.34869","26.689980000000002","Lampsakos","Asia Minor (Asia)","Mysia (Bithynia)","","[""polis""]","[""10.38.11"",""6.18.2"",""6.18.4"",""9.31.2""]","https://wikidata.org/wiki/Q1229422","","","","https://pleiades.stoa.org/places/501570","Lampsacus Pityoussa",""
"82","38.428937","22.450621","temple of Apollo, Artemis, and Leto at Kirra","Phokis Bk10","Kirra","Kirra","[""temple""]","[""10.37.8""]","","","","","","",""
"83","37.5033","23.3484","Precinct of Hippolytus in Troizen","Troizenia Bk2","Troizen (Troizenia)","Troizen (Troizenia)","[""temenos""]","[""2.32.1""]","","https://resource.manto.unh.edu/10214902","","","","",""
"84","37.9117","22.307","Tomb of Iphikles on hill at Pheneos","Arcadia Bk8","Pheneos","Pheneos","[""tomb mnema""]","[""8.14.9""]","https://wikidata.org/wiki/Q136487365","https://resource.manto.unh.edu/10160023","","","","",""
"85","37.46417","22.42935","Theater of Tegea not far from agora","Arcadia Bk8","Tegea (Arkadia)","","[""theater""]","[""8.49.1""]","https://wikidata.org/wiki/Q17581805","","","","","",""
"86","37.846299","22.649131","Tomb of Aristias in the Agora of Phlious","Phlious Bk2","Phlious Bk2","Agora of Phlious","[""tomb mnema""]","[""2.13.6""]","https://wikidata.org/wiki/Q136487307","","","","","",""
"87","37.439599","21.724777","Temple of Zeus Leucaeus, Lepreon","Eleia Bk5 Bk6","Lepreon","Lepreon","[""temple""]","[""5.5.5""]","","","","","","(of the White Poplar), not visible anymore at the time of Pausanias",""
"88","37.6305","22.7214","Tomb of Linus son of Apollo at Argos","Argolid Bk2","Sanctuary of Apollo Lykios in Argos","Sanctuary of Apollo Lykios in Argos","[""tomb mnema""]","[""2.19.8""]","https://wikidata.org/wiki/Q136487517","","","","","Tomb of Linos son of Psamathe",""
"89","38.252","22.09","Temenos of Zeus Savior in agora of Aigion","Achaia Bk7","Agora of Aigion","Agora of Aigion","[""temenos""]","[""7.23.9""]","","","","","","",""
"90","32.109789","20.091198","Euesperides","Libya (Africa)","Libya (Africa)","","[""settlement""]","[""4.26.2"",""4.26.3"",""4.26.5""]","https://wikidata.org/wiki/Q819047","","","","https://pleiades.stoa.org/places/373786","Greek city of Cyrenaica, home of the Euesperitae",""
"91","37.0821","22.4237","Tomb of Leonidas in Sparta","Lakonia Bk3","Sparta","Sparta","[""tomb mnema""]","[""3.14.1""]","https://wikidata.org/wiki/Q124616321","","","","","",""
"92","38.984642","9.015757","Nora","Internum Mare","Sardinia (island)","","[""polis""]","[""10.17.5""]","https://wikidata.org/wiki/Q677175","","","","https://pleiades.stoa.org/places/471979","",""
"93","38.0165","24.420400000000004","Karystos","Euboea (island)","Euboea (island)","","[""settlement""]","[""1.25.4"",""1.32.3""]","https://wikidata.org/wiki/Q13554032","","","","https://pleiades.stoa.org/places/570336","",""
"94","37.8507","27.52785","Magnesia ad Maeandrum/Leukophrys","Asia Minor (Asia)","Ionia (region)","","[""settlement""]","[""1.1.2"",""5.21.10"",""6.17.3""]","https://wikidata.org/wiki/Q1432674","","","","https://pleiades.stoa.org/places/599778","",""
"95","37.9752","23.722","Metroon (Athens)","Athenai Bk1","Agora of Athens","","[""hieron""]","[""1.3.5""]","https://wikidata.org/wiki/Q1925757","","https://topostext.org/place/380238BMet","","","",""
"96","37.0821","22.4237","Western stoa on acropolis of Sparta","Lakonia Bk3","Acropolis of Sparta","Acropolis of Sparta","[""stoa""]","[""3.17.4""]","https://wikidata.org/wiki/Q124616420","","","","","",""
"97","37.533","22.305","Traces of temple of Athena at Mainalos","Arcadia Bk8","Mainalos","Mainalos","[""temple""]","[""8.36.8""]","","","","","","",""
"98","37.310004","21.710701","Aulon","Messenia Bk4","Messenia Bk4","","[""settlement""]","[""4.36.7""]","https://wikidata.org/wiki/Q11907271","","https://topostext.org/place/373218PAul","","https://pleiades.stoa.org/places/573131","place in Messenia near Neda river border with Eleia",""
"99","37.6181","22.3933","Small plain on Mantineia-Orchomenos road","Arcadia Bk8","Mantineia (Arkadia)","Mantineia (Arkadia)","[""plain""]","[""8.12.7""]","","","","","","",""
"100","38.286","21.777","Meilichos or Ameilichos river","Achaia Bk7","Achaia Bk7","","[""river""]","[""7.19.4"",""7.19.9"",""7.20.1"",""7.22.11""]","https://wikidata.org/wiki/Q3566497","","","","https://pleiades.stoa.org/places/570069","",""
"101","37.04008","22.43737","Phellia","Lakonia Bk3","Lakonia Bk3","","[""river""]","[""3.20.3""]","","","","","https://pleiades.stoa.org/places/573446","river flowing E from Taygetus between Alesiai and Amyklai",""
"102","37.60256","22.40816","Sanctuary of Poseidon Hippios near Mantineia","Arcadia Bk8","highway Mantineia to Tegea","","[""hieron""]","[""8.10.2"",""8.10.3"",""8.10.5"",""8.11.1"",""8.5.5""]","https://wikidata.org/wiki/Q17574778","https://resource.manto.unh.edu/10151068","https://topostext.org/place/376224SPos","","","",""
"103","37.27816","22.61272","Parnon (mountain)","Argolid Bk2","Argolid Bk2","","[""mountain oros""]","[""2.38.7""]","https://wikidata.org/wiki/Q602371","","","","https://pleiades.stoa.org/places/570561","",""
"104","37.766264","22.262624","Menelais spring a little above Kaphyai","Arcadia Bk8","Kaphyai","Kaphyai","[""spring pege""]","[""8.23.4""]","","https://resource.manto.unh.edu/10214253","","","","",""
"105","37.5033","23.3484","Tomb of Pittheus in Troizen","Troizenia Bk2","Troizen (Troizenia)","Agora of Troizen","[""tomb mnema""]","[""2.31.3""]","https://wikidata.org/wiki/Q136487455","https://resource.manto.unh.edu/10214793","","","","behind temple of Artemis Soteira in agora of Troizen",""
"106","38.796511","22.538294","Women's Pots swimming baths at Thermopylae","Hellas (Europe)","Thermopylae","Thermopylae","[""bath""]","[""4.35.9""]","","","","","","",""
"107","38.4077","21.1966","Fortress of Oeniadae","Aitolia region","Oiniadai","Oiniadai","[""fortification""]","[""4.25.1""]","","","","","","",""
"108","38.43335","23.59246","temple of Artemis at Aulis","Boiotia Bk9","Aulis","","[""temple""]","[""9.19.6"",""9.19.7""]","https://wikidata.org/wiki/Q2612265","","","","","",""
"109","37.597441","22.041285","Teuthis","Arcadia Bk8","Orchomenos (Arcadia)","","[""settlement""]","[""8.27.4"",""8.27.7"",""8.28.4"",""8.28.6""]","https://wikidata.org/wiki/Q7707085","","","","https://pleiades.stoa.org/places/570713","",""
"110","40.75","17.25","Taras (river)","Italia (Europe)","Italia (Europe)","","[""river""]","[""10.10.8""]","","","","","https://pleiades.stoa.org/places/442811","",""
"111","36.7863","22.5129","Lake of Poseidon at Aigiai","Lakonia Bk3","Aigiai (Lakonia)","Aigiai (Lakonia)","[""lake""]","[""3.21.5""]","https://wikidata.org/wiki/Q124616496","","","","","",""
"112","38.681","29.408","Hyllos river near Temenothyra","Asia Minor (Asia)","Temenou Thyrae","Temenou Thyrae","[""river""]","[""1.35.8""]","https://wikidata.org/wiki/Q382912","","","","https://pleiades.stoa.org/places/550583","",""
