person,personLabel,genderLabel,personDescription,entityLabel,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q109851683,Leontichus,male,ancient lover of Rhadine on Samos,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043435,Leontiskos statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q15206125,Leontomenes,male,son of Tisamenus in Greek antiquity,mythological Greek character,,Tisamenus,,,,http://www.wikidata.org/entity/Q2803572,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106137910,Leoprepes of Ceus,male,father of the poet Simonides,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q122983331,Leprea,female,daughter of Pyrgeus and eponym of Lepreon in Greek mythology,mythological Greek character,,Pyrgeus,,,,http://www.wikidata.org/entity/Q126945536,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q110417675,Leprea (Pauly-Wissowa),,encyclopedic article in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE),encyclopedia article,,,,,,,,,,
http://www.wikidata.org/entity/Q107273156,Lernaea,,epithet of Demeter at Lerna,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106262972,Letreus son of Pelops,male,mythological founder of Letrini,mythological Greek character,,Pelops,,,,http://www.wikidata.org/entity/Q192485,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107264236,Leucaeus,,epithet of Zeus in Eleia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106634143,Leucippe the Oceanid,female,playmate of Kore in Greek mythology,mythological Greek character,,Oceanus,,,,http://www.wikidata.org/entity/Q161419,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q106462936,Leucone,female,"mythical daughter of Apheidas, buried near Tegea",mythological Greek character,,Apheidas,,,,http://www.wikidata.org/entity/Q3606201,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q107264012,Leucyanites,,epithet of Dionysus in Eleia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q1823070,Libon,male,5th century BC architect of Ancient Greece,human,-0500-01-01T00:00:00Z,,,Elis Regional Unit,https://en.wikipedia.org/wiki/Libon_(architect),,,http://www.wikidata.org/entity/Q1063649,http://www.wikidata.org/entity/Q6581097,5th century BC
http://www.wikidata.org/entity/Q6543182,Lichas,male,"6th c. Spartan, discover of bones of Orestes",human whose existence is disputed,,,,,https://en.wikipedia.org/wiki/Lichas_(Spartan),,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043407,Lichas statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q460094,Lilaea,female,"water deity, daughter of Cephisos",naiad,,Cephissus,,,https://en.wikipedia.org/wiki/Lilaea,http://www.wikidata.org/entity/Q1478704,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q107271066,Limenia,,"epithet of Aphrodite, of harbors",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107247447,Limnaea,,"epithet of Artemis, of the lake",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q124616415,Limnaion locality at Sparta,,Ancient place in Lakonia attested by Pausanias (3.16.7),locality,,,,,,,,,,
http://www.wikidata.org/entity/Q106516710,Limnatis,,"divine epithet of Artemis, related to lakes or borders",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Magnes,Aithusa,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q10323051,http://www.wikidata.org/entity/Q64002918,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Magnes,Calliope,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q10323051,http://www.wikidata.org/entity/Q103975,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Magnes,Clio,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q10323051,http://www.wikidata.org/entity/Q103968,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Oeagrus,Aithusa,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q1539620,http://www.wikidata.org/entity/Q64002918,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Oeagrus,Calliope,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q1539620,http://www.wikidata.org/entity/Q103975,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Oeagrus,Clio,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q1539620,http://www.wikidata.org/entity/Q103968,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Apollo,Aithusa,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q37340,http://www.wikidata.org/entity/Q64002918,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Apollo,Calliope,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q37340,http://www.wikidata.org/entity/Q103975,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3241660,Linus,male,son of Apollo and Calliope in Greek mythology,mythological Greek character,,Apollo,Clio,,https://en.wikipedia.org/wiki/Linus_of_Thrace,http://www.wikidata.org/entity/Q37340,http://www.wikidata.org/entity/Q103968,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q115708271,Lithobolia,,ancient festival in Troezen for Damia and Auxesia,religious and cultural festive day,,,,,,,,,,
http://www.wikidata.org/entity/Q60234609,Locrus of Paros,male,5th century sculptor active in Athens,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q6676329,Lophis,male,mythical prince of Haliartus killed by his father because of an oracle,mythological Greek character,,Father of Lophis,,,https://en.wikipedia.org/wiki/Lophis,http://www.wikidata.org/entity/Q121888617,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107349814,Lousia,,epithet of Demeter,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106301499,Lycaeus (epithet),,"divine epithet, primarily of Zeus",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107287649,Lyceas of Argos,male,"poet and guide to Argos, consulted by Pausanias",human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,Roman Empire
http://www.wikidata.org/entity/Q107349791,Lycius,,epithet of Apollo,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q6707327,Lycomedes of Mantinea,male,4th-century BC Greek Mantinean politician,human,-0365-01-01T00:00:00Z,,,Arcadia Regional Unit,https://en.wikipedia.org/wiki/Lycomedes_of_Mantinea,,,http://www.wikidata.org/entity/Q170054,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q91121883,Lycormas of Larisa,male,winner of horse event 63rd Pythian Games,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q128988932,Lycortas of Phegia,male,friend of Heracles and guardian of Psophis in Greek mythology,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q128989637,Lycortas of Syracuse,male,friend of Phormis and statue donor at Olympia,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106255239,Lycurgus,male,suitor of Hippodamia in Greek mythology,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q368157,Lycurgus of Nemea,male,mythical character,mythological Greek character,,Pheres,,,https://en.wikipedia.org/wiki/Lycurgus_(of_Nemea),http://www.wikidata.org/entity/Q731181,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106779211,Lycus of Messenia,male,ancient pentathlete buried near Sicyon,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107349799,Lygodesma,,epithet of Orthia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107349780,Lykeia,,epithet of Artemis,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107349739,Lykeios,,epithet of Apollo,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107045889,Lykinos of Elis statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107045872,Lykinos of Heraia statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107043405,Lykinos of Sparta statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107349824,Lykoatis,,epithet of Artemis,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106345740,Lysander,male,Boeotian official at battle of Thermopylae (279 BCE),human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043642,Lysander statue at Ephesus,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107043644,"Lysander, Eteonikos, Pharax, statues at Ephesus",,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107043644,"Lysander, Eteonikos, Pharax, statues at Ephesus",,ancient Greek artwork seen by Pausanias ca. 165 CE,group of sculptures,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107043432,Lysandros statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q1588153,Lysianassa,female,daughter of Polybus,mythological Greek character,,Polybus of Sicyon,,,,http://www.wikidata.org/entity/Q3545323,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q1754201,Lysidice,female,daughter of Pelops in Greek mythology,mythological Greek character,,Pelops,Hippodamia,,,http://www.wikidata.org/entity/Q192485,http://www.wikidata.org/entity/Q328354,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q76247521,Lysimache,female,priestess of Athena in Athens,human,-0364-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581072,classical antiquity
http://www.wikidata.org/entity/Q107247818,Lysios,,epithet of Dionysus in Boeotia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107043593,Lysippos statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q720939,Lysis of Taras,male,ancient Greek philosopher,human,-0347-01-01T00:00:00Z,,,Taranto,https://en.wikipedia.org/wiki/Lysis_of_Taras,,,http://www.wikidata.org/entity/Q13498,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q115626322,Lysistratus of Argos,male,Argive notable killed and buried at Asine,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q11934461,Lysistratus the Spartiate,male,5th c. BCE Spartan military commander,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q29159289,Lyson,male,Greek sculptor mentioned by Pliny the Elder,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q16853734,Lysus,male,Greek artist,human,,,,,https://en.wikipedia.org/wiki/Lysus,,,,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q107349784,Lyterios,,"epithet of Pan, as deliverer",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q9026462,Macareus,male,"Greek mythical character, son of Aeolus",mythological Greek character,,Aeolus,,,https://en.wikipedia.org/wiki/Macareus_(son_of_Aeolus),http://www.wikidata.org/entity/Q172549,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q5988689,Macareus,male,son of Lycaon,mythological Greek character,,Lycaon,,,,http://www.wikidata.org/entity/Q501667,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106312146,Maceris of Libya,male,"mythical Libyan ruler, father of Sardus",mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106045510,Machaerion,male,"4th c. BCE Spartan or Mantinean fighter, possibly fictional",human whose existence is disputed,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106416220,Machanitis,,"divine epithet, contriver, for Athena and other Greek gods",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q6035819,Maenalus,male,mythical son of Lycaon,mythological Greek character,,Arcas,,,,http://www.wikidata.org/entity/Q606422,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q6035819,Maenalus,male,mythical son of Lycaon,mythological Greek character,,Lycaon,,,,http://www.wikidata.org/entity/Q501667,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q28708764,Maeon,male,mythical Theban,mythological Greek character,,Haemon,,,,http://www.wikidata.org/entity/Q733985,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q15217538,Maera,,town in ancient Arcadia,ancient city,,,,,https://en.wikipedia.org/wiki/Maera_(Arcadia),,,,,Ancient Greece
http://www.wikidata.org/entity/Q106541051,Maesis,male,mythical son of Hyraeus son of Aegeus,mythological Greek character,,Hyraeus,,,,http://www.wikidata.org/entity/Q106541037,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1127735,Magna Mater,female,mother goddess,goddess,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q1884324,Magnes son of Aeolus,male,mythical king of Magnesia,mythological Greek character,,Aeolus,Thyia,,https://en.wikipedia.org/wiki/Magnes_(son_of_Aeolus),http://www.wikidata.org/entity/Q172549,http://www.wikidata.org/entity/Q1388093,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1884324,Magnes son of Aeolus,male,mythical king of Magnesia,mythological Greek character,,Aeolus,Enarete,,https://en.wikipedia.org/wiki/Magnes_(son_of_Aeolus),http://www.wikidata.org/entity/Q172549,http://www.wikidata.org/entity/Q48665,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1884324,Magnes son of Aeolus,male,mythical king of Magnesia,mythological Greek character,,Zeus,Thyia,,https://en.wikipedia.org/wiki/Magnes_(son_of_Aeolus),http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q1388093,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1884324,Magnes son of Aeolus,male,mythical king of Magnesia,mythological Greek character,,Zeus,Enarete,,https://en.wikipedia.org/wiki/Magnes_(son_of_Aeolus),http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q48665,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106996700,Maltho gymnasium at Elis,,"public building seen by Pausanias in ancient Elis, unlocated",gymnasium,,,,,,,,,,Roman Empire
http://www.wikidata.org/entity/Q6749449,Maniae,female,Greek deities,group of Greek mythical characters,,,,,https://en.wikipedia.org/wiki/Maniae,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q1632703,Mantius,male,son of Melampus in Greek mythology,mythological Greek character,,Melampus,Iphianassa,,https://en.wikipedia.org/wiki/Mantius,http://www.wikidata.org/entity/Q602258,http://www.wikidata.org/entity/Q3792157,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q12880670,Manto,female,mythical daughter of Polyidus,mythological Greek character,,Polyeidos,,,,http://www.wikidata.org/entity/Q2335996,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q20852004,Marion of Alexandria,male,ancient Olympic victor,human,,,,Alexandria,,,,http://www.wikidata.org/entity/Q87,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q115140144,Maron,male,"distinguished Spartan warrior at Thermopylae, 480 BCE",human,-0479-08-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q10326673,Marpessa of Tegea,female,Tegean heroine,human,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q296857,Mausolus,male,Satrap of Caria from 377 BCE to 353 BCE,human,-0352-01-01T00:00:00Z,Hecatomnus,,Caria,https://en.wikipedia.org/wiki/Mausolus,http://www.wikidata.org/entity/Q1370645,,http://www.wikidata.org/entity/Q193214,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107287594,Mechaneus,,divine epithet of Zeus,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q1175368,Medon,male,Spartan sculptor,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3332707,Medon,male,son of Pylades and Electra,mythological Greek character,,Pylades,Elektra,,,http://www.wikidata.org/entity/Q494886,http://www.wikidata.org/entity/Q131651,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q91121889,Medusa,female,"daughter of Priam, represented in Iliupersis painting at Delphi",mythological Greek character,,Priam,,,,http://www.wikidata.org/entity/Q170473,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q16218374,Megacles,male,ancient Greek architect active at Olympia,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q96392534,Megarian Treasury at Olympia,,small ruined temple that once held dedications,treasury (ancient Greece),,,,,https://en.wikipedia.org/wiki/Megarian_Treasury_(Olympia),,,,,classical antiquity
http://www.wikidata.org/entity/Q107247878,Megistus,,"epithet of Zeus, greatest",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q2659035,Melaena,female,"Greek nymph, lover of Apollo",Greek nymph,,Cephissus,,,https://en.wikipedia.org/wiki/Melaina,http://www.wikidata.org/entity/Q1478704,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q107247911,Melaena,,epithet of Greek goddesses,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q91121884,Melampous of Cephallenia,male,winner of citharodia at 48th Olympiad,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107356570,Melanaegis,,epithet of Dionysos,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q12755124,Melanion,male,mythical son of Amphidamas,mythological Greek character,,Amphidamas,,,,http://www.wikidata.org/entity/Q16515495,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q12841832,Melanippe,female,wife of Itonus and mother of Boeotus,Greek nymph,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q107325506,Melanopus,male,5th c. BCE Athenian cavalryman,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q11936429,Melanopus of Cumae,male,mythic poet,human,,,,Cyme,,,,http://www.wikidata.org/entity/Q679305,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1862383,Melantho,female,daughter of Dolius in Greek mythology,mythological Greek character,,Dolius,,,https://en.wikipedia.org/wiki/Melantho_(Odyssey),http://www.wikidata.org/entity/Q907854,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q123191301,Melas son of Antasus,male,"from Gonousa, ancestor of Cypselus of Corinth",mythological Greek character,,,,Gonoessa,,,,http://www.wikidata.org/entity/Q5582063,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q505207,Melete,female,one of the three original Boeotian Muses in Greek mythology,mythological Greek character,,Zeus,,,https://en.wikipedia.org/wiki/Melete,http://www.wikidata.org/entity/Q34201,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q106079953,Melobosis,female,One of the Oceanids,Okeanid,,Oceanus,Tethys,,https://en.wikipedia.org/wiki/Melobosis,http://www.wikidata.org/entity/Q161419,http://www.wikidata.org/entity/Q184216,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q106079953,Melobosis,female,One of the Oceanids,deity,,Oceanus,Tethys,,https://en.wikipedia.org/wiki/Melobosis,http://www.wikidata.org/entity/Q161419,http://www.wikidata.org/entity/Q184216,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q12880498,Melpeia,,ancient place in Arcadia with sanctuary of Pan Nomios,hieron,,,,,https://en.wikipedia.org/wiki/Melpeia,,,,,classical antiquity
http://www.wikidata.org/entity/Q12880498,Melpeia,,ancient place in Arcadia with sanctuary of Pan Nomios,archaeological site,,,,,https://en.wikipedia.org/wiki/Melpeia,,,,,classical antiquity
http://www.wikidata.org/entity/Q12880498,Melpeia,,ancient place in Arcadia with sanctuary of Pan Nomios,hieron,,,,,https://en.wikipedia.org/wiki/Melpeia,,,,,Ancient Greece
http://www.wikidata.org/entity/Q12880498,Melpeia,,ancient place in Arcadia with sanctuary of Pan Nomios,archaeological site,,,,,https://en.wikipedia.org/wiki/Melpeia,,,,,Ancient Greece
http://www.wikidata.org/entity/Q107349740,Melpomenos,,epithet of Dionysos,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q1919738,Meltas,male,"legendary king of Argos, deposed",mythological Greek character,,Leocedes,,,,http://www.wikidata.org/entity/Q611509,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q451566,Menaechmus,male,4th-century BC Greek mathematician,human,-0319-01-01T00:00:00Z,,,Alokopennesos,https://en.wikipedia.org/wiki/Menaechmus,,,http://www.wikidata.org/entity/Q4734309,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q26161718,Menalces of Opus,male,ancient Greek olympian,human,,,,Opus,,,,http://www.wikidata.org/entity/Q771434,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043583,Menalkes statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107043552,Meneptolemos statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q20056691,Meneptolemus of Apollonia,male,ancient Greek runner,human,,,,Apollonia,,,,http://www.wikidata.org/entity/Q505703,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107477417,Menios,,ancient river running past ancient Elis,river,,,,,,,,,,
http://www.wikidata.org/entity/Q115575312,Mentor,male,"many-horsed father of Imbrius, from Pedaion, in Homeric myth",mythological Greek character,,,,Pedaeum,,,,http://www.wikidata.org/entity/Q115575338,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q367819,Meriones,male,mythical son of Molus of Crete,mythological Greek character,,Molus,Melphis,,https://en.wikipedia.org/wiki/Meriones_(mythology),http://www.wikidata.org/entity/Q1943680,http://www.wikidata.org/entity/Q12755131,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1886507,Merope,female,daughter of Cypselus of Arcadia in Greek mythology,mythological Greek character,,Cypselus,,,https://en.wikipedia.org/wiki/Merope_(Messenia),http://www.wikidata.org/entity/Q1247318,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q127386184,Mesateus,,"divine epithet of Dionysus at Patras, from Mesatis",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107349804,Messapeus,,epithet of Zeus,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q123333787,Metanastes,male,son of Archander in Greek mythology,mythological Greek character,,Archander,,,,http://www.wikidata.org/entity/Q3621412,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q111668056,Meter (mother),,epithet of Athena in Elis,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q115623838,Methana thermal springs,,"hot springs and spa in Methana, Greece",mineral spring,,,,,,,,,,
http://www.wikidata.org/entity/Q115623838,Methana thermal springs,,"hot springs and spa in Methana, Greece",spa,,,,,,,,,,
http://www.wikidata.org/entity/Q2391464,Methe,female,Greek mythological personification of drunkenness,Greek nymph,,,,,https://en.wikipedia.org/wiki/Methe,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q91121083,Metioche,female,represented in Iliupersis painting at Delphi,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q591842,Metion,male,son of Erechtheus,mythological Greek character,,Erechtheus,Praxithea,,https://en.wikipedia.org/wiki/Metion,http://www.wikidata.org/entity/Q301219,http://www.wikidata.org/entity/Q2108224,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q11936716,Micon of Syracuse,male,ancient Greek sculptor,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q91121915,Midias of Locris,male,leader against the Gauls in 279 BCE,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q110372255,Migonion,,ancient place in Laconia located south of Gythium,former place,,,,,,,,,,
http://www.wikidata.org/entity/Q107247932,Migonitis,,epithet of Aphrodite,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107043541,Milon statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q91012953,Miltiades (early archon),male,eponymous archon of Athens 664 BCE,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q124644578,Miltiades tomb monument at Marathon,,ancient place in Attica attested by Pausanias (1.32.4),tomb,,,,,,,,,,
http://www.wikidata.org/entity/Q316129,Mimnermus,male,ancient Greek poet,human,-0600-01-01T00:00:00Z,,,Colophon,https://en.wikipedia.org/wiki/Mimnermus,,,http://www.wikidata.org/entity/Q1142488,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043529,Mnaseas statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q690388,Mneme,female,one of the three original Boeotian Muses in Greek mythology,mythological Greek character,,,,,https://en.wikipedia.org/wiki/Mneme,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q223383,Mnesarchus of Athens,male,Greek Stoic philosopher (c. 160 – c. 85 BC),human,-0084-01-01T00:00:00Z,,,Athens,https://en.wikipedia.org/wiki/Mnesarchus_of_Athens,,,http://www.wikidata.org/entity/Q1524,http://www.wikidata.org/entity/Q6581097,Hellenistic period
http://www.wikidata.org/entity/Q126059783,Mnesimache,female,Athenian woman with statue near the Kiphissos river,human,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
