person,personLabel,genderLabel,personDescription,entityLabel,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q305567,Abaris the Hyperborean,male,"semi-legendary Greek physician, magician, and prophet of Apollo",mythological Greek character,,,,,https://en.wikipedia.org/wiki/Abaris_the_Hyperborean,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q305567,Abaris the Hyperborean,male,"semi-legendary Greek physician, magician, and prophet of Apollo",human whose existence is disputed,,,,,https://en.wikipedia.org/wiki/Abaris_the_Hyperborean,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q15781282,Abartus,male,mythical king of Phocaea,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q305613,Abas,male,"mythical character, son of Melampus",mythological Greek character,,Melampus,,,,http://www.wikidata.org/entity/Q602258,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q331602,Abrupolis,male,2nd-century BC king of the Thracian Sapaei,human,-0200-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Abrupolis,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21547758,Acacesius,,epithet of Hermes in Arcadia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q3604254,Acesidas,male,Idaean Dactyl with altar at Olympia,mythical entity,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3604254,Acesidas,male,Idaean Dactyl with altar at Olympia,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3604254,Acesidas,male,Idaean Dactyl with altar at Olympia,Dactyls,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q115379458,Acesis,male,ancient Greek healing divinity venerated at Epidaurus,Greek deity,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21547772,Acesius,,epithet of Apollo as healer,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106802838,Achaeia,female,Hyperborean maiden in Greek mythology,mythological Greek character,,,,Hyperborea,,,,http://www.wikidata.org/entity/Q243333,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q124644622,Acheloos altar in Megara,,ancient cult place in Attica attested by Pausanias (1.41.2),altar,,,,,,,,,,
http://www.wikidata.org/entity/Q60790558,Achelous River,,"ancient river in Arcadia, Greece",seasonal river,,,,,https://en.wikipedia.org/wiki/Achelous_River_(Arcadia),,,,,
http://www.wikidata.org/entity/Q122965814,Achladaeus,male,Spartan military officer killed by Aristomenes,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q12873241,Acmenes,,nymphs honored at Olympia,group of mythical characters,,,,,,,,,,
http://www.wikidata.org/entity/Q21547822,Acratophorus,,epithet of Dionysos at Phygalia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q12647288,Acratus,male,daemon associated with Dionysus or Apollo in Athens,Greek deity,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q124616548,Acropolis of Asopos,,Ancient place in Lakonia attested by Pausanias (3.22.9),acropolis,,,,,,,,,,
http://www.wikidata.org/entity/Q106997152,Acropolis of Elis,,"hilltop NE of modern Elida, citadel site of ancient Elis",archaeological site,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q106997152,Acropolis of Elis,,"hilltop NE of modern Elida, citadel site of ancient Elis",acropolis,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q124616549,Acropolis of Epidauros Limera,,Ancient place in Lakonia attested by Pausanias (3.23.10),acropolis,,,,,,,,,,
http://www.wikidata.org/entity/Q124616547,Acropolis of Geronthrai,,Ancient place in Lakonia attested by Pausanias (3.22.7),acropolis,,,,,,,,,,
http://www.wikidata.org/entity/Q124616546,Acropolis of Gythion,,Ancient place in Lakonia attested by Pausanias (3.21.9),acropolis,,,,,,,,,,
http://www.wikidata.org/entity/Q124616550,Acropolis of Leuktra,,Ancient place in Lakonia attested by Pausanias (3.26.5),acropolis,,,,,,,,,,
http://www.wikidata.org/entity/Q421184,Acrotatus,male,Agiad King of Sparta from 265 to 262 BC,human,-0261-01-01T00:00:00Z,Areus I,,,https://en.wikipedia.org/wiki/Acrotatus_(king_of_Sparta),http://www.wikidata.org/entity/Q521565,,,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q2823758,Actor,male,son of Azeus in Greek mythology,mythological Greek character,,Azeus,,,,http://www.wikidata.org/entity/Q12873065,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q423894,Acusilaus,male,ancient Greek logographer and mythographer,human,,,,Argos,https://en.wikipedia.org/wiki/Acusilaus,,,http://www.wikidata.org/entity/Q189901,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q91121089,Admetus,male,"son of Augeias, represented in Iliupersis painting at Delphi",mythological Greek character,,Augias,,,https://en.wikipedia.org/wiki/Admetus_(son_of_Augeas),http://www.wikidata.org/entity/Q91109430,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q16737262,Adrasteia,female,mountain goddess in Greek mythology,Greek deity,,Zeus,Ananke,,,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q332246,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q16737262,Adrasteia,female,mountain goddess in Greek mythology,Greek deity,,Zeus,Themis,,,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q159168,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q107092424,Adrastos the Lydian,male,"volunteer for the Greek cities resisting Macedon, honored by a statue",human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q377669,Adristas,male,inventor of weaving in Greek mythology,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q403408,Aeantides of Miletus,male,"fought with Lysander at Aegospotami, he was represented in a votive group in Delphi",human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q3607060,Aechmagoras,male,"Greek mythical character, son of Hercules",mythological Greek character,,Heracles,Phialo,,,http://www.wikidata.org/entity/Q122248,http://www.wikidata.org/entity/Q7181590,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q91121903,Aechmeas of Parapotami,male,winner in Pythian games,Pythian games winner,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q91121903,Aechmeas of Parapotami,male,winner in Pythian games,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1422648,Aegialeus,male,mythical king of Sicyon,mythological Greek character,,Inachus,Melia,,https://en.wikipedia.org/wiki/Aegialeus_(King_of_Sicyon),http://www.wikidata.org/entity/Q735623,http://www.wikidata.org/entity/Q785598,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1422648,Aegialeus,male,mythical king of Sicyon,mythological Greek character,,Phoroneus,Melia,,https://en.wikipedia.org/wiki/Aegialeus_(King_of_Sicyon),http://www.wikidata.org/entity/Q649624,http://www.wikidata.org/entity/Q785598,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21547938,Aeginaea,,epithet of Artemis,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106922918,Aeginetes son of Dereites,male,mythical father of Pelias,mythological Greek character,,Dereites,,,https://en.wikipedia.org/wiki/Aeginetes,http://www.wikidata.org/entity/Q106923031,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21272183,Aegle,female,"Greek mythical character, Hesperid",mythological Greek character,,Hesperus,,,,http://www.wikidata.org/entity/Q59697,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q21547952,Aegobolus,,epithet of Dionysus in Boeotia,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q21547959,Aegophaga,,"AEGOPHĂGA , æ, Gr . Ἀιγοφάγος, ου, und nicht Aegophora , wie Banier IV. Bande 645 S. saget, ein Beynamen der Juno, unter welchem sie einen Tempel zu Lacedämon hatte. Es so",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q122079200,Aegophagus,,epithet of Hera attested in Sparta,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q314467,Aenesidemus,male,1st century BC Greek Pyrrhonist philosopher,human,-0009-01-01T00:00:00Z,,,Knossos,https://en.wikipedia.org/wiki/Aenesidemus,,,http://www.wikidata.org/entity/Q173527,http://www.wikidata.org/entity/Q6581097,Hellenistic period
http://www.wikidata.org/entity/Q314467,Aenesidemus,male,1st century BC Greek Pyrrhonist philosopher,human,-0009-01-01T00:00:00Z,,,Knossos,https://en.wikipedia.org/wiki/Aenesidemus,,,http://www.wikidata.org/entity/Q173527,http://www.wikidata.org/entity/Q6581097,Roman Republic
http://www.wikidata.org/entity/Q405989,Aenetus of Amyclae,male,Olympic pentathlon victor commemorated at Amyclae,human,,,,Amyclae,https://en.wikipedia.org/wiki/Aenetus_of_Amyclae,,,http://www.wikidata.org/entity/Q13074886,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q27892737,Aepytidae,,"descendants of Aepytus, legendary ruler of Messenia",group of mythical characters,,,,,,,,,,
http://www.wikidata.org/entity/Q27892737,Aepytidae,,"descendants of Aepytus, legendary ruler of Messenia",dynasty,,,,,,,,,,
http://www.wikidata.org/entity/Q27892737,Aepytidae,,"descendants of Aepytus, legendary ruler of Messenia",family,,,,,,,,,,
http://www.wikidata.org/entity/Q508543,Aerope,female,"daughter of Catreus, the king of Crete",mythological Greek character,,Catreus,,,https://en.wikipedia.org/wiki/Aerope,http://www.wikidata.org/entity/Q754835,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q4688387,Aerope,female,mythical daughter of Cepheus,mythological Greek character,,"Cepheus, King of Tegea",,,https://en.wikipedia.org/wiki/Aerope_(daughter_of_Cepheus),http://www.wikidata.org/entity/Q1509662,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q409566,Aeschetades,male,ancient general from Salamis in Attica,human,-0420-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q20717797,Aeschines of Elis,male,"ancient Olympic victor, 3rd c. BCE",human,,,,Ancient Elis,,,,http://www.wikidata.org/entity/Q6536845,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q105836025,Aeschylinus of Pyrra,male,father of the poet Lesches,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q12761989,Aeschylus,male,"Athenian archon, son of Agamestor",mythological Greek character,,Agamestor,,,,http://www.wikidata.org/entity/Q12761959,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q85965733,Aesymnus,male,heroized citizen of ancient Megara,human whose existence is disputed,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21548022,Aethe,,horse of Agamemnon in Greek myth,mythological horse,,,,,,,,,,
http://www.wikidata.org/entity/Q3733767,Aethra,female,wife of Phalantus,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q15709147,Aethusa,female,"lover of Apollon in Greek mythology, mother of Eleuther",mythological Greek character,,Poseidon,Alcyone,,https://en.wikipedia.org/wiki/Aethusa,http://www.wikidata.org/entity/Q41127,http://www.wikidata.org/entity/Q763268,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q21548073,Aethyia,,epithet of Athena at Megara,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q106874608,Aetnaeus son of Prometheus,male,one of the Cabiri in Greek mythology,mythological Greek character,,Prometheus,,,,http://www.wikidata.org/entity/Q106874628,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21548080,Aetole,,epithet of the goddess Artemis near Naupactus,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q91121093,Aetolia,female,personification of Aetolia,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q245273,Aetolian League,,confederation of tribal communities and cities in ancient Greece,koinon,,,,,https://en.wikipedia.org/wiki/Aetolian_League,,,,,
http://www.wikidata.org/entity/Q31789655,Agamedidas,male,mythical father of Thersander,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21102780,Agametor of Mantineia,male,boxer,human,,,,Mantineia,,,,http://www.wikidata.org/entity/Q1160195,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043493,Agametor statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q390448,Aganippe,female,nymph,Greek nymph,,Termessus,,,https://en.wikipedia.org/wiki/Aganippe_(naiad),http://www.wikidata.org/entity/Q12760031,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q91121909,Agasimenes of Sicyon,male,"fought with Lysander at Aegospotami, he was represented in a votive group in Delphi",human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q126961260,Agasisthenes,male,distinguished Spartan elder in 149 BCE,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q106990053,Agathe Tyche,female,"Greek divinity, Good Fortune, with a cult in the Roman imperial period",Greek deity,,,,,,,,,http://www.wikidata.org/entity/Q6581072,Roman Empire
http://www.wikidata.org/entity/Q107043535,Agathinos statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q1752691,Agathinus,male,Greek physician,human,0100-01-01T00:00:00Z,,,Sparta,https://en.wikipedia.org/wiki/Agathinus,,,http://www.wikidata.org/entity/Q5690,http://www.wikidata.org/entity/Q6581097,Hellenistic period
http://www.wikidata.org/entity/Q1752691,Agathinus,male,Greek physician,human,0100-01-01T00:00:00Z,,,Sparta,https://en.wikipedia.org/wiki/Agathinus,,,http://www.wikidata.org/entity/Q5690,http://www.wikidata.org/entity/Q6581097,Roman Empire
http://www.wikidata.org/entity/Q87986289,Agathocles of Athens,male,eponymous archon 357-356 BCE,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q312326,Agathocles of Syracuse,male,Greek tyrant of Syracuse from 317 to 289 BC,human,-0288-01-01T00:00:00Z,,,Himera,https://en.wikipedia.org/wiki/Agathocles_of_Syracuse,,,http://www.wikidata.org/entity/Q1111219,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q2634988,Agelaus,male,mythical son of Stymphalus,mythological Greek character,,Stymphalus,,,,http://www.wikidata.org/entity/Q775176,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q12872960,Agelaus of Tegea,male,musician,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q19960990,Ageles of Chios,male,ancient Olympic boxer,human,,,,Chios,,,,http://www.wikidata.org/entity/Q160483,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q42740900,Agelochus,male,"Spartan seer, son of Tisamenus",human,-0500-01-01T00:00:00Z,Tisamenus of Elis,,Sparta,,http://www.wikidata.org/entity/Q16706228,,http://www.wikidata.org/entity/Q5690,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q392412,Agelus,male,son of Poseidon in Greek mythology,mythological Greek character,,Poseidon,,,https://en.wikipedia.org/wiki/Agelus,http://www.wikidata.org/entity/Q41127,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043530,Agemachos statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q27674526,Agemachus of Cyzicus,male,ancient Olympic victor 192 BCE,human,,,,Cyzicus,,,,http://www.wikidata.org/entity/Q615449,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q90776918,Agenor son of Areus,male,mythical father of Preugenes,mythological Greek character,,Areus son of Ampyx,,,,http://www.wikidata.org/entity/Q643575,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043457,Agenor statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q107043520,Agesarchos statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q106033517,Agesilas of Lusi,male,Pythian games winner,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q393088,Agetor,,"divine epithet of Zeus, Hermes, Apollo",epithet,,,,,https://en.wikipedia.org/wiki/Agetor,,,,,
http://www.wikidata.org/entity/Q126935018,Agetor of Arcadia,male,Olympic athlete accused on taking a bribe in 98th Olympiad,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107043504,Agiadas statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q4439972,Aglaea,female,one of the Graces (Charites) in Greek mythology,Greek deity,,Zeus,Eurynome,,https://en.wikipedia.org/wiki/Aglaea,http://www.wikidata.org/entity/Q34201,http://www.wikidata.org/entity/Q548099,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q1454839,Aglaophon,male,ancient Greek painter,human,-0500-01-01T00:00:00Z,,,Thasos,https://en.wikipedia.org/wiki/Aglaophon,,,http://www.wikidata.org/entity/Q2409204,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q394350,Agnaptus,male,ancient Greek architect,human,,,,,https://en.wikipedia.org/wiki/Agnaptus,,,,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q62058060,Agnitas,,epithet of Asclepius in Sparta,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q1339921,Agonius,,Ancient Greek divine epithet,epithet,,,,,https://en.wikipedia.org/wiki/Agonius,,,,,
http://www.wikidata.org/entity/Q1339921,Agonius,,Ancient Greek divine epithet,Roman deity,,,,,https://en.wikipedia.org/wiki/Agonius,,,,,
http://www.wikidata.org/entity/Q1339921,Agonius,,Ancient Greek divine epithet,personification,,,,,https://en.wikipedia.org/wiki/Agonius,,,,,
http://www.wikidata.org/entity/Q124644548,Agora in Piraeus for those near the shore,,ancient place in Attica attested by Pausanias (1.1.3),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606121,Agora of Aigion,,Ancient civil/religious center in Achaia attested by Pausanias,agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606122,Agora of Boiai,,Ancient civil/religious center in Lakonia attested by Pausanias (3.22.13),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q106996940,Agora of Elis,,ancient civic area of Elis,archaeological site,,,,,,,,,,
http://www.wikidata.org/entity/Q106996940,Agora of Elis,,ancient civic area of Elis,agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606123,Agora of Geronthrai,,Ancient civil/religious center in Lakonia attested by Pausanias (3.22.7),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606124,Agora of Gythion,,Ancient civil/religious center in Lakonia attested by Pausanias (3.21.8),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124644662,Agora of Megara,,ancient place in Attica attested by Pausanias (1.43.8),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606125,Agora of Oitylos,,Ancient civil/religious center in Lakonia attested by Pausanias (3.25.10),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q123844750,Agora of Patrai,,"ancient civic center in Achaia, Greece, presumed location",agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606126,Agora of Pyrrichos,,Ancient civil/religious center in Lakonia attested by Pausanias (3.25.3),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124644582,Agora of Salamis,,ancient place in Attica attested by Pausanias (1.35.3),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q124606127,Agora of Sparta,,Ancient civil/religious center of ancient Sparta attested by Pausanias (3.11.2),agora,,,,,,,,,,
http://www.wikidata.org/entity/Q395404,Agoracritus,male,5th-century BC Greek sculptor,human,-0500-01-01T00:00:00Z,,,Paros,https://en.wikipedia.org/wiki/Agoracritus,,,http://www.wikidata.org/entity/Q201272,http://www.wikidata.org/entity/Q6581097,classical antiquity
http://www.wikidata.org/entity/Q4693579,Agoraea,,"Divine epithet of various Greek gods, of the public square (agora)",epithet,,,,,https://en.wikipedia.org/wiki/Agoraea,,,,,
http://www.wikidata.org/entity/Q21548133,Agoraea,,"AGORAEA , æ , ein Beynamen der Diana , die ihren besondern Altar zu Elis hatte. Pausan. Eliac. prior. c. 15 .",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q21548139,Agoraeus,,divine epithet of Hermes,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q21548136,Agoraeus,,divine epithet of Zeus,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q17516325,Agraeus,male,"Greek mythical character, son of Temenus",mythological Greek character,,Temenus,,,,http://www.wikidata.org/entity/Q636796,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q396862,Agrius,male,son of Porthaon,mythological Greek character,,Porthaon,Euryte,,https://en.wikipedia.org/wiki/Agrius_(son_of_Porthaon),http://www.wikidata.org/entity/Q1178970,http://www.wikidata.org/entity/Q15838272,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107550752,Agrolas,male,legendary Greek builder,human whose existence is disputed,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q4057107,Agrolas and Hyperbius,,mythical builders of Pelasgian wall of Athens,couple of mythological Greek characters,,,,,,,,,,
http://www.wikidata.org/entity/Q1458788,Agrotera,,divine epithet of Artemis,epithet,,,,,https://en.wikipedia.org/wiki/Agrotera,,,,,
http://www.wikidata.org/entity/Q3848037,Agyieus,,epithet of Apollo,epithet,,,,,https://en.wikipedia.org/wiki/Agyieus,,,,,
http://www.wikidata.org/entity/Q105728121,Agyieus the Hyperborean,male,mythical figure at Delphi,mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107349787,Aigyptia,,"epithet of Isis, as Egyptian",epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107349828,Aipytos,,epithet of Hermes,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q107043555,Aischines statue at Olympia,,ancient Greek artwork seen by Pausanias ca. 165 CE,honorific statue,,,,,,,,,,classical antiquity
http://www.wikidata.org/entity/Q124644649,Aisymnion heroic tomb in Megara,,ancient place in Attica attested by Pausanias (1.43.3),tomb,,,,,,,,,,
http://www.wikidata.org/entity/Q107349819,Akakos,,epithet of Hermes,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q125947741,Ake,,ancient place in Arcadia associated with curing Orestes,place,,,,,,,,,,
http://www.wikidata.org/entity/Q107349792,Akritas,,epithet of Apollo,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q575250,Alalcomenes,male,"Ancient Greek mythological figure, eponymous founder of Alalcomenae",mythological Greek character,,,Gaia,,https://en.wikipedia.org/wiki/Alalcomenes,,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q575250,Alalcomenes,male,"Ancient Greek mythological figure, eponymous founder of Alalcomenae",anthropogony,,,Gaia,,https://en.wikipedia.org/wiki/Alalcomenes,,http://www.wikidata.org/entity/Q93172,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q390789,Alalcomenia,female,daughter of King Ogyges in Greek mythology,mythological Greek character,,Ogyges,,,https://en.wikipedia.org/wiki/Alalcomenia,http://www.wikidata.org/entity/Q1142802,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q142739,Alcaeus,male,son of Perseus in Greek mythology,mythological Greek character,,Perseus,Andromeda,,,http://www.wikidata.org/entity/Q130832,http://www.wikidata.org/entity/Q161582,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q1546368,Alcander,male,son of Trophonius in Greek mythology,mythological Greek character,,Trophonius,,,,http://www.wikidata.org/entity/Q1166183,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q40889183,Alcenor,male,one of two Argives who survived the Battle of the Champions ca 546 BCE,human,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q21296346,Alcetus son of Alcinous,male,Olympic boxer from Cleitor,human,,,,Kleitor,,,,http://www.wikidata.org/entity/Q2537130,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q12271661,Alcidamea,female,"mythical partner of Hermes, and mother of Bunus",mythological Greek character,,,,,https://en.wikipedia.org/wiki/Alcidamea,,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q122981539,Alcidocus,male,"son of Scopius, killed by Oxylus in Greek mythology",mythological Greek character,,,,,,,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q2832178,Alcimus,male,ancient Greek rhetorician and historian,human,-0400-01-01T00:00:00Z,,,Sicily,https://en.wikipedia.org/wiki/Alcimus_(rhetorician),,,http://www.wikidata.org/entity/Q1460,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q2647446,Alcinoe,female,"mythological Greek character, daughter of Polybus",mythological Greek character,,Polybus of Corinth,,,https://en.wikipedia.org/wiki/Alcino%C3%AB_of_Corinth,http://www.wikidata.org/entity/Q31954,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q1640434,Alcippe,female,"mythical character, daughter of Ares",mythological Greek character,,Ares,"Aglaurus, daughter of Cecrops",,https://en.wikipedia.org/wiki/Alcippe_(daughter_of_Ares),http://www.wikidata.org/entity/Q40901,http://www.wikidata.org/entity/Q584492,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q106873557,Alcis of Thebes,female,"daughter of Antipoenus in Greek myth, self-sacrificial heroine",mythological Greek character,,Antipoenus,,,,http://www.wikidata.org/entity/Q106873511,,,http://www.wikidata.org/entity/Q6581072,
http://www.wikidata.org/entity/Q1337820,Alcmaeon,male,mythical son of Sillus,mythological Greek character,,Sillus,,,,http://www.wikidata.org/entity/Q3483917,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q652086,Alcmaeonidae,,ancient Athenian family,family,,,,,https://en.wikipedia.org/wiki/Alcmaeonidae,,,,,
http://www.wikidata.org/entity/Q115769195,Alcyonian Lake,,deep lake in Greece near Lerna reported by Pausanias,lake,,,,,,,,,,
http://www.wikidata.org/entity/Q1857789,Alea,,epithet of Athena and Hera,epithet,,,,,,,,,,
http://www.wikidata.org/entity/Q204857,Alector,male,son of Anaxagoras in Greek mythology,mythological Greek character,,Anaxagoras,,,,http://www.wikidata.org/entity/Q488558,,,http://www.wikidata.org/entity/Q6581097,
http://www.wikidata.org/entity/Q107349811,Alexandra,,epithet of Kassandra,epithet,,,,,,,,,,
