"nodegoat ID",Identifier,Sort_order,"[AnimationClock] Location Reference","[AnimationClock] Date Start","[Location] Geometry"
ngXE8v980XkXjXkL2Xw73GEYBYwMnFkwMX9hjBEL,1.19.5,112,"Ilissos river (Athens)",20-10-165,"{""type"": ""MultiLineString"", ""coordinates"": [[[23.6959709, 37.9582318], [23.6957013, 37.9580932], [23.6953249, 37.9578876], [23.694764, 37.9575767], [23.6941812, 37.9572322], [23.6938937, 37.9570583], [23.6934467, 37.9567734], [23.6931771, 37.9565931], [23.6929343, 37.956429]], [[23.696106099999998, 37.9582967], [23.6959709, 37.9582318]], [[23.7335863, 37.9675566], [23.7328726, 37.9672498], [23.732552600000005, 37.9670621], [23.7321749, 37.9669382], [23.7318973, 37.9667775], [23.730747400000002, 37.9658849], [23.730163399999995, 37.9655616], [23.729285399999995, 37.9653192], [23.7281086, 37.9650486], [23.7275283, 37.9647121], [23.727417699999997, 37.964648], [23.7269542, 37.9641455], [23.7266288, 37.9635586], [23.726592799999995, 37.9635157], [23.7265167, 37.9634524], [23.725024200000004, 37.96229], [23.7242887, 37.9617756], [23.723877900000005, 37.9614832], [23.723718199999997, 37.9614073], [23.7236303, 37.9613825], [23.723519300000003, 37.9613644], [23.7233232, 37.9613546], [23.722621, 37.9613561], [23.722225799999997, 37.9613446], [23.721596, 37.9612565], [23.720807, 37.9610917], [23.720598400000004, 37.9610603], [23.7204038, 37.9610229], [23.7198996, 37.9609584], [23.719767999999995, 37.9609823], [23.7195356, 37.9610308], [23.719286800000003, 37.9611139], [23.719058200000003, 37.9612346], [23.718689899999998, 37.9614067], [23.7178153, 37.9618363], [23.7170245, 37.9627486], [23.716654600000002, 37.9630764], [23.715848299999998, 37.963679], [23.715720599999997, 37.9637503], [23.7155264, 37.9638428], [23.7152795, 37.9639326], [23.7149455, 37.9640129], [23.714476999999995, 37.9640517], [23.713976300000002, 37.9640139], [23.713163299999998, 37.9638718], [23.711878899999995, 37.9636472], [23.7113823, 37.9635917], [23.710745399999997, 37.9635582], [23.7084198, 37.9634643], [23.7075216, 37.9633972], [23.7063711, 37.9631835], [23.705236500000005, 37.9628928], [23.7044549, 37.9625697], [23.7032792, 37.9619261], [23.702056400000004, 37.9613372], [23.700946899999998, 37.9607955], [23.6997272, 37.9601742], [23.698627200000004, 37.9595629], [23.6974781, 37.9589783], [23.696106099999998, 37.9582967]], [[23.6929343, 37.956429], [23.692142799999996, 37.9558914], [23.6917116, 37.9555675], [23.6913789, 37.9553144], [23.6903285, 37.9544818], [23.689903299999997, 37.9541246], [23.689495600000004, 37.9537507], [23.689029999999995, 37.953304], [23.6884724, 37.9527518], [23.687996500000004, 37.9522534], [23.687750199999996, 37.9519798], [23.686905099999997, 37.9510106], [23.6862383, 37.9501359], [23.6854283, 37.9489206], [23.6848573, 37.9479995], [23.6843004, 37.9470007], [23.68269, 37.9434225], [23.682285, 37.9425455], [23.682092099999995, 37.9421646]], [[23.7350667, 37.9680512], [23.7342808, 37.9679561], [23.7335863, 37.9675566]], [[23.767189300000002, 37.9877116], [23.7666267, 37.9872061], [23.765923799999996, 37.9866198], [23.7656842, 37.9864139], [23.765233599999995, 37.9858647], [23.765148699999997, 37.9857676], [23.7649594, 37.9856448], [23.7644204, 37.985302], [23.764173000000003, 37.9850586], [23.7639366, 37.9846474], [23.7637176, 37.9842127], [23.763569399999998, 37.9839904], [23.7633141, 37.9837693], [23.7627988, 37.9835171], [23.7622205, 37.9832712], [23.7620313, 37.9831284], [23.761426200000002, 37.9823297], [23.761222900000003, 37.9821135], [23.7609487, 37.9819061], [23.760632, 37.9817446], [23.7601419, 37.9815844], [23.759636, 37.9815148], [23.758928400000002, 37.9814416], [23.7586731, 37.9813956], [23.758417799999997, 37.9812925], [23.7579246, 37.9810242], [23.7576822, 37.980891], [23.7575265, 37.9808292], [23.7570389, 37.980736], [23.756706400000002, 37.9806747], [23.7564948, 37.9805943], [23.7563093, 37.980501], [23.756203, 37.9804012], [23.7561006, 37.9802658], [23.7560548, 37.9801348], [23.7560344, 37.9800611], [23.755810600000004, 37.979117], [23.755595100000004, 37.9781092], [23.7554915, 37.9775478], [23.7553635, 37.9774277], [23.7549039, 37.9770677], [23.754432500000004, 37.9767211], [23.7529756, 37.9757873], [23.7527239, 37.9756918], [23.7524721, 37.97564], [23.751393, 37.9754494], [23.750544100000003, 37.975231], [23.749673, 37.9750376], [23.749318899999995, 37.9749981], [23.748273799999996, 37.9748641], [23.7478094, 37.974762], [23.7470873, 37.9744968], [23.7454128, 37.9735289], [23.7446809, 37.9731059], [23.7431342, 37.9720657], [23.7414716, 37.9708641], [23.7404325, 37.9701594], [23.7394569, 37.9697081], [23.7384879, 37.9691811], [23.737923600000002, 37.9687137], [23.737602799999998, 37.9685055], [23.7373201, 37.9683308], [23.7370288, 37.9682031], [23.7363502, 37.9680074], [23.7350667, 37.9680512]]]}"
ngYF9w081ZvYlYls3Z18iHFZCYxNoGlxNZwilCFs,1.19.6,113,"Artemis Agrotera ? temple (Athens)",21-10-165,"{""type"": ""Point"", ""coordinates"": [23.73529, 37.96761]}"
ngZG9x182AGZmZmH4Ay9lIGODASOpHmyOAHjmDGH,1.20.1,114,"Street of Tripods (Athens)",22-10-165,"{""type"": ""Point"", ""coordinates"": [23.72993, 37.97087]}"
ngAH9u283CHA7AnE5Az06JHzEBzPqInvPCIk7EHE,1.20.2,115,"Street of Tripods (Athens)",23-10-165,"{""type"": ""Point"", ""coordinates"": [23.72993, 37.97087]}"
ngBI9v384DSB8BoX6DU13KIGFCUQrJowQDTl8FIX,1.20.3,116,"Dionysos Eleuthereus sanctuary, Athens",24-10-165,"{""type"": ""Point"", ""coordinates"": [23.728, 37.9699]}"
ngCJ9a485CzCmCpa7Db2mLJRGEVRsKpbRCammGJa,1.20.4,117,"Dionysos Eleuthereus sanctuary, Athens",25-10-165,"{""type"": ""Point"", ""coordinates"": [23.728, 37.9699]}"
ngDK9b586DKDnDqt8D637MKAHDWStLqcSDLnnHKt,1.20.5,118,"Odeion of Pericles (Athens)",26-10-165,"{""type"": ""Point"", ""coordinates"": [23.728199999999998, 37.9706]}"
ngEL9y687FLEoEru9GN4rNLdIEdTuMrzTFMooILu,1.20.6,119,"Odeion of Pericles (Athens)",27-10-165,"{""type"": ""Point"", ""coordinates"": [23.728199999999998, 37.9706]}"
ngFM9z788GWFpFsN0Ge51OMOJFeUvNsaUGXppJMN,1.20.7,120,"Odeion of Pericles (Athens)",28-10-165,"{""type"": ""Point"", ""coordinates"": [23.728199999999998, 37.9706]}"
ngGN9a889HtGsGta1Hf6sPNZKHfVwOtbVH8qsKNa,1.21.1,121,"Theater of Dionysus Eleuthereus",29-10-165,"{""type"": ""Point"", ""coordinates"": [23.72775, 37.970278]}"
ngHO9b980IeHrHuZ2H070QOULIAWxPucWIfrrLOZ,1.21.2,122,"Theater of Dionysus Eleuthereus",30-10-165,"{""type"": ""Point"", ""coordinates"": [23.72775, 37.970278]}"
ngMT0E081MzM5Mzk3N183VTBQMFBcUzFBM0w5QTk,1.21.3,123,"Theater of Dionysus Eleuthereus",31-10-165,"{""type"": ""Point"", ""coordinates"": [23.72775, 37.970278]}"
ngNU0F182OENaNaV4Nm9yWUeROmCdVaGCOFxaRUV,1.21.4,124,"Sanctuary of Asklepios at Athens",01-11-165,"{""type"": ""Point"", ""coordinates"": [23.7264872, 37.9707798]}"
ngOV0G283ObObObK5OX05XVDSQHDeWbHDO2ybSVK,1.21.5,125,"Sanctuary of Asklepios at Athens",02-11-165,"{""type"": ""Point"", ""coordinates"": [23.7264872, 37.9707798]}"
ngPW0H384QmP3Pcn6P413YWCTQIEfXcIEQnz3TWn,1.21.6,126,"Sanctuary of Asklepios at Athens",03-11-165,"{""type"": ""Point"", ""coordinates"": [23.7264872, 37.9707798]}"
ngQX0I485RXQcQdI7Rp27ZXRUQpFgYdJFRYacUXI,1.21.7,127,"Sanctuary of Asklepios at Athens",04-11-165,"{""type"": ""Point"", ""coordinates"": [23.7264872, 37.9707798]}"
ngRY0p586TYR0ReZ8S638AYEVCKF0ZeqGTZb6VYh,1.22.1,128,"Tomb of Hippolytus on south slope of Acropolis of Athens",05-11-165,"{""type"": ""Point"", ""coordinates"": [23.72609, 37.97083]}"
ngSZ0q687SJSfSfq9SL4eBZnWDLG1AfHHS6c1WZG,1.22.2,129,"Tomb of Hippolytus on south slope of Acropolis of Athens",06-11-165,"{""type"": ""Point"", ""coordinates"": [23.72609, 37.97083]}"
ngTA0L788TqT7Tgn0TC52CAMXTsIjBgMITrd7XAn,1.22.3,130,"Aphrodite Pandemos shrine in Athens",07-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngUB0M889UBU8UhC1WD6hDBHYVNJkChNJUCe8YBC,1.22.4,131,"Propylaia (Athens)",08-11-165,"{""type"": ""Point"", ""coordinates"": [23.72522, 37.97176]}"
ngVC0H980VsViViZ2WE72ECIZGOJ1DiSKV9f9ZCD,1.22.5,132,"Propylaia (Athens)",09-11-165,"{""type"": ""Point"", ""coordinates"": [23.72522, 37.97176]}"
ngWD1E081WtWiWjA3W180FDrAHPK1EjTLWug0ADW,1.22.6,133,"Propylaia (Athens)",10-11-165,"{""type"": ""Point"", ""coordinates"": [23.72522, 37.97176]}"
ngXE1r182XEXkXkX4Y29hGECBIQL5FkQMX1hkBEn,1.22.7,134,"Propylaia (Athens)",11-11-165,"{""type"": ""Point"", ""coordinates"": [23.72522, 37.97176]}"
ngYF1o283YFY4Yls5Z302HFtCJRM5GlRNZwi6CFo,1.22.8,135,"Athenian Acropolis (Athens)",12-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngZG1R384BGZ4ZmR6BI1jIGEDKSNkHmyOAHjkDGx,1.23.1,136,"Athenian Acropolis (Athens)",13-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngAH1S485BHAlAny7Az24JJlEAJO5InTPCIkmEHE,1.23.2,137,"Athenian Acropolis (Athens)",14-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngBI1B586BoBmBoz8CK37KIQFMUPoJoCQBJl0FIJ,1.23.3,138,"Athenian Acropolis (Athens)",15-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngCJ1Y687CzC1Cps9Cb40LJHGNVQoKpZREKm9GJY,1.23.4,139,"Athenian Acropolis (Athens)",16-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngDK1D788DUD9DqH0D85nMKyHFWStLqESDVn9HKH,1.23.5,140,"Athenian Acropolis (Athens)",17-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngEL1A889GLE8ErA1E960NLRIEXTuMrBTGMo8ILA,1.23.6,141,"Athenian Acropolis (Athens)",18-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngFM1F980FcF0Fsd2FO71OMUJHYUvNsGUFdp0JMd,1.23.7,142,"Athenian Acropolis (Athens)",19-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngGN2G081GNG1Gtw3H18sPNxKHfVwOtHVGOq1KNw,1.23.8,143,"Athenian Acropolis (Athens)",20-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngHO2D182IeH3HuD4H29tQOgLIgWxPuEWIfr3LOD,1.23.9,144,"Athenian Acropolis (Athens)",21-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngIP2E283JPI3Ivg5Ih03RPhMJhXyQvFXJQs3MPg,1.23.10,145,"Athenian Acropolis (Athens)",22-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngJQ2F384LAJ7JwJ6JC1uSQWNLCYzRwGYLBt7NQJ,1.24.1,146,"Athenian Acropolis (Athens)",23-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngKR2G485LxK5KxS7L524TRbOLjZaSxHZL4u5ORS,1.24.2,147,"Athenian Acropolis (Athens)",24-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngLS2H586LiLyLyL8Lk35USYPMEAbTyIALjvyPSL,1.24.3,148,"Athenian Acropolis (Athens)",25-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngMT2I687MTMzMzE9MF4yVTBQNFBcUzJBMUwzQTE,1.24.4,149,"Athenian Acropolis (Athens)",26-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngNU2J788OEN7Nal0NG5yWUKRNGCdVaKCOFx7RUl,1.24.5,150,"Parthenon of Athens",27-11-165,"{""type"": ""Point"", ""coordinates"": [23.72658434, 37.97155767]}"
ngOV2K889PFO1Obe1QX6zXVHSPnDeWbLDPGy1SVe,1.24.6,151,"Parthenon of Athens",28-11-165,"{""type"": ""Point"", ""coordinates"": [23.72658434, 37.97155767]}"
ngPW2L980PcP3PcH2RI7zYWITQoEfXcMEP9z3TWH,1.24.7,152,"Parthenon of Athens",29-11-165,"{""type"": ""Point"", ""coordinates"": [23.72658434, 37.97155767]}"
ngQX3I081SHQ2QdE3SZ81ZXZURpFgYdJFSIa2UXE,1.24.8,153,"Athenian Acropolis (Athens)",30-11-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngRY3J182SeReReN4SK93AYKVSqGhZeKGS1beVYN,1.25.1,154,"Athenian Acropolis (Athens)",01-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngSZ3O283SJS2Sfm5UL0dBZrWTrHiAfPHSKc2WZm,1.25.2,155,"Athenian Acropolis (Athens)",02-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngTA3L384VAT3Tgj6VM1fCACXUsIjBgMIVBd3XAj,1.25.3,156,"south wall of the Acropolis of Athens",03-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngUB3Y485VhU8UhM7VD28DBDYUtJkChZJV4e8YBM,1.25.4,157,"south wall of the Acropolis of Athens",04-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngVC3Z586WiVgViN8V635ECuZWuKlDiAKW5fgZCN,1.25.5,158,"south wall of the Acropolis of Athens",05-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngWD3E687WNWiWjq9XF47FDXAWvLmEjFLWOgiADq,1.25.6,159,"south wall of the Acropolis of Athens",06-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngXE3B788ZEXjXkn0XG5iGEKBZQMnFkCMZFhjBEn,1.25.7,160,"south wall of the Acropolis of Athens",07-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngYF3C889YlY1Yls1Z962HFxCYxNoGlDNY8i1CFs,1.25.8,161,"south wall of the Acropolis of Athens",08-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngZG3D980ZwZ2ZmL2AI7mIGMDBSOpHmEOZxj2DGL,1.26.1,162,"south wall of the Acropolis of Athens",09-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngAH4E081BHA5AnE3BJ81JHrEAzPqInFPBIk5EHE,1.26.2,163,"south wall of the Acropolis of Athens",10-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngBI4F182CSBnBoP4Ba95KICFBaQrJoGQCTlnFIP,1.26.3,164,"south wall of the Acropolis of Athens",11-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngCJ4C283ETC7Cps5D306LJZGCVRsKpDREUm7GJs,1.26.4,165,"Athenian Acropolis (Athens)",12-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngDK4D384EqD8DqP6E417MKWHEcStLqESE3n8HKP,1.26.5,166,"Athenian Acropolis (Athens)",13-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngEL4I485ELEpErE7GN26NLBIGXTuMrJTEMopILE,1.26.6,167,"Athenian Acropolis (Athens)",14-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngFM4F586HMF9FsJ8Ge35OMeJGeUvNsGUHNp9JMJ,1.26.7,168,"Athenian Acropolis (Athens)",15-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngGN4G687HXG8Gte9HP4sPNDKGZVwOtHVHYq8KNe,1.27.1,169,"Athenian Acropolis (Athens)",16-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngHO4H788HuH9Hub0IQ5sQOELJAWxPuIWH7r9LOb,1.27.2,170,"Athenian Acropolis (Athens)",17-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngIP4I889JvItIvA1IR60RPFMIBXyQvJXJ8stMPA,1.27.3,171,"Athenian Acropolis (Athens)",18-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngJQ4J980KgJtJwd2LS7uSQYNKCYzRwKYKhttNQd,1.27.4,172,"Athenian Acropolis (Athens)",19-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngKR5W081LBK0KxK3LT8vTRfOKDZaSxXZLCu0ORK,1.27.5,173,"Athenian Acropolis (Athens)",20-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngLS5X182LyL1LyD4Lk93USYPMEAbTyYAL1v1PSD,1.27.6,174,"Athenian Acropolis (Athens)",21-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngMT5Y283NjMzMzg5M302VThQNFBcUzZBNkwzQTg,1.27.7,175,"Athenian Acropolis (Athens)",22-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngNU5Z384OUNaNaZ6PW1zWUiRNGCdVaACOVxaRUZ,1.27.8,176,"Athenian Acropolis (Athens)",23-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngOV5A485OFOzObW7On24XVBSQHDeWbBDOGyzSVW,1.27.9,177,"Athenian Acropolis (Athens)",24-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngPW5B586PGP5PcP8P63bYWUTPIEfXcCEPHz5TWP,1.27.10,178,"Athenian Acropolis (Athens)",25-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngQX5Y687SXQ6QdI9QJ49ZXNURJFgYdZFSYa6UXI,1.28.1,179,"Athenian Acropolis (Athens)",26-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngRY5D788RoR8Rep0SA5bAYAVSqGhZeEGRpb8VYp,1.28.2,180,"Athenian Acropolis (Athens)",27-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngSZ5E889SZSfSfE1T961BZXWSLHiAfFHSAcfWZE,1.28.3,181,"Athenian Acropolis (Athens)",28-12-165,"{""type"": ""Point"", ""coordinates"": [23.7257, 37.9717]}"
ngTA5B980UqTeTgB2TM70CAUXUsIjBgCIUrdeXAB,1.28.4,182,"cave sanctuary of Apollo, cave of Pan?",29-12-165,"{""type"": ""Point"", ""coordinates"": [23.725039999999996, 37.97204]}"
ngUB6C081VBUfUhU3Vt80DBRYWNJkChDJVCefYBU,1.28.5,183,"Areios Pagos",30-12-165,"{""type"": ""Point"", ""coordinates"": [23.723000000000003, 37.972]}"
ngVC6D182XMViViJ4WO9hECSZWOKlDiEKXNfiZCJ,1.28.6,184,"Semnai Theai shrine at the Areius Pagus",31-12-165,"{""type"": ""Point"", ""coordinates"": [23.72372, 37.97242]}"
ngWD6E283XjW3WjA5XP02FDJAYPLmEjFLX2g3ADA,1.28.7,185,"Semnai Theai shrine at the Areius Pagus",01-01-166,"{""type"": ""Point"", ""coordinates"": [23.72372, 37.97242]}"
ngXE6F384XuXkXkX6YG18GECBYQMnFkGMXvhkBEX,1.28.8,186,"Areios Pagos",02-01-166,"{""type"": ""Point"", ""coordinates"": [23.723000000000003, 37.972]}"
ngYF6G485YFYlYlo7AH2iHFpCZxNoGlHNYGilCFo,1.28.9,187,"Areios Pagos",03-01-166,"{""type"": ""Point"", ""coordinates"": [23.723000000000003, 37.972]}"
ngZG6H586AQZlZmt8ZS3lIGEDZSOpHmIOARjlDGt,1.28.10,188,"Areios Pagos",04-01-166,"{""type"": ""Point"", ""coordinates"": [23.723000000000003, 37.972]}"
ngAH6I687AnAmAnq9AT4lJHXEBTPqInJPA6kmEHq,1.28.11,189,"Areios Pagos",05-01-166,"{""type"": ""Point"", ""coordinates"": [23.723000000000003, 37.972]}"
ngBI6v788BIB9BoP0C851KICFBaQrJowQBJl9FIP,1.29.1,190,"Areios Pagos",06-01-166,"{""type"": ""Point"", ""coordinates"": [23.723000000000003, 37.972]}"
ngCJ6w889CTC9Cps1D96oLJHGDVRsKpxRCUm9GJs,1.29.2,191,"Sanctuary of Artemis on road to Academy Athens",07-01-166,
ngDK6x980DqDnDqZ2FW72MKEHEcStLqySD9nnHKZ,1.29.3,192,"Tomb of Thrasyboulos in Athens",08-01-166,"{""type"": ""Point"", ""coordinates"": [23.7169, 37.9815]}"
ngEL7y081EbEoErW3FX82NLJIFXTuMrzTEcooILW,1.29.4,193,"Demosion Sema war graves, Athens",09-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngEL7y081EbEoErW3FX82NLJIFXTuMrzTEcooILW,1.29.4,193,"Demosion Sema war graves, Athens",09-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngFM7v182GcF4Fsd4F295OMKJHYUvNswUGdp4JMd,1.29.5,194,"Demosion Sema war graves, Athens",10-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngFM7v182GcF4Fsd4F295OMKJHYUvNswUGdp4JMd,1.29.5,194,"Demosion Sema war graves, Athens",10-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngGN7w283HNG3GtU5IZ05PNxKGfVwOtxVHOq3KNU,1.29.6,195,"Demosion Sema war graves, Athens",11-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngGN7w283HNG3GtU5IZ05PNxKGfVwOtxVHOq3KNU,1.29.6,195,"Demosion Sema war graves, Athens",11-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngHO7x384JYH5Hub6JA17QOMLJAWxPuyWJZr5LOb,1.29.7,196,"Demosion Sema war graves, Athens",12-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngHO7x384JYH5Hub6JA17QOMLJAWxPuyWJZr5LOb,1.29.7,196,"Demosion Sema war graves, Athens",12-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngIP7y485JvI6IvU7Jh24RPVMIBXyQvzXJ4s6MPU,1.29.8,197,"Demosion Sema war graves, Athens",13-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngIP7y485JvI6IvU7Jh24RPVMIBXyQvzXJ4s6MPU,1.29.8,197,"Demosion Sema war graves, Athens",13-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngJQ7z586JgJ8Jwz8J63wSQGNJCYzRwaYJht8NQz,1.29.9,198,"Demosion Sema war graves, Athens",14-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngJQ7z586JgJ8Jwz8J63wSQGNJCYzRwaYJht8NQz,1.29.9,198,"Demosion Sema war graves, Athens",14-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngKR7a687KRK9KxS9MT49TRHOLDZaSxbZKSu9ORS,1.29.10,199,"Demosion Sema war graves, Athens",15-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngKR7a687KRK9KxS9MT49TRHOLDZaSxbZKSu9ORS,1.29.10,199,"Demosion Sema war graves, Athens",15-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngLS7b788MCL2LyL0LU59USEPMkAbTycAMDv2PSL,1.29.11,200,"Demosion Sema war graves, Athens",16-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngLS7b788MCL2LyL0LU59USEPMkAbTycAMDv2PSL,1.29.11,200,"Demosion Sema war graves, Athens",16-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngMT7c889MzM3MzA1MV6wVTRQNFBcUzdBM8w3QTA,1.29.12,201,"Demosion Sema war graves, Athens",17-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngMT7c889MzM3MzA1MV6wVTRQNFBcUzdBM8w3QTA,1.29.12,201,"Demosion Sema war graves, Athens",17-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngNU7Z980PEN9NaJ2NW71WUSRNGCdVaACPFx9RUJ,1.29.13,202,"Demosion Sema war graves, Athens",18-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngNU7Z980PEN9NaJ2NW71WUSRNGCdVaACPFx9RUJ,1.29.13,202,"Demosion Sema war graves, Athens",18-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngOV8A081PbO0ObG3OX81XVLSPHDeWbBDP0y0SVG,1.29.14,203,"Demosion Sema war graves, Athens",19-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngOV8A081PbO0ObG3OX81XVLSPHDeWbBDP0y0SVG,1.29.14,203,"Demosion Sema war graves, Athens",19-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngPW8f182PGP3PcT4PI94YWkTQIEfXcgEPHz3TWT,1.29.15,204,"Demosion Sema war graves, Athens",20-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngPW8f182PGP3PcT4PI94YWkTQIEfXcgEPHz3TWT,1.29.15,204,"Demosion Sema war graves, Athens",20-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngQX8g283QHQ7QdM5SZ05ZXFUSJFgYdhFQIa7UXM,1.29.16,205,"Demosion Sema war graves, Athens",21-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngQX8g283QHQ7QdM5SZ05ZXFUSJFgYdhFQIa7UXM,1.29.16,205,"Demosion Sema war graves, Athens",21-01-166,"{""type"": ""Point"", ""coordinates"": [23.7168, 37.9816]}"
ngRY8D384TYR8ReJ6SA14AYKVRqGhZeEGTZb8VYJ,1.30.1,206,"Eros at the Academy altar, Athens",22-01-166,"{""type"": ""Point"", ""coordinates"": [23.707, 37.992]}"
ngSZ8q485UJSeSfA7S52eBZXWTLHiAfrHUKceWZA,1.30.2,207,"Academy of Plato, Athens",23-01-166,"{""type"": ""Point"", ""coordinates"": [23.707, 37.992]}"
ngTA8r586UgTfTgP8Us37CAoXVMIjBgsIU5dfXAP,1.30.3,208,"Tomb of Plato, Athens",24-01-166,"{""type"": ""Point"", ""coordinates"": [23.707, 37.992]}"
ngUB8M687ULUeUhM9VN46DBNYVNI0C7fJUCeeYBI,1.30.4,209,"Kolonos Hippios",25-01-166,"{""type"": ""Point"", ""coordinates"": [23.715, 37.995]}"
ngVC8t788XCVgVip0W85hECqZXOKlDiuKXDfgZCp,1.31.1,210,"altars of Athena, Apollo, Artemis, and Leto at Zoster",26-01-166,"{""type"": ""Point"", ""coordinates"": [23.771, 37.803]}"
