BookID,Place,Links,Lat,Lon,Type,Label,Tags,Comments
10.1.1,Αἰγινητῶν,http://dare.ht.lu.se/places/21936,37.74991,23.42372,"island,settlement,temple-2","Aigina, Aigina|Aphaia, Temple of Aphaea|Aegina Ins., Aegina|Aegina (island)|Aigina|Temple of Aphaia on Aegina",Aeginetans|proxy,NULL
10.1.1,Δελφούς,http://dare.ht.lu.se/places/21949,38.482289,22.501169,"sanctuary,settlement","Delphi/Delphoi, Delphi|Delphi",built|hieron,NULL
10.1.1,Κορινθίου,http://dare.ht.lu.se/places/17070,37.906045,22.878721,"sanctuary,settlement,fort","Corinthus/Korinthos, Korinthos|Akrokorinthos, Akrokorinthos|Akrokorinthos|Corinthus/Korinthos",male|proxy,NULL
10.1.1,Τιθορέαν,http://dare.ht.lu.se/places/22817,38.58344,22.66931,settlement,"Tithorea/Neon, Tithorea|Tithorea/Neon",built|polis,NULL
10.1.1,Φωκίδι,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional,NULL
10.1.1,Φωκίδος,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional,NULL
10.1.2,Ἄβας,http://dare.ht.lu.se/places/23113,38.58006,22.9154,settlement,"Abai, Abai|Abai",built,NULL
10.1.2,Ἀντίκυραν,http://dare.ht.lu.se/places/22840,38.375439,22.626059,"settlement,port","Antikyra, Antikyra|Antikyra",built|polis,NULL
10.1.2,Βοιωτίας,http://pleiades.stoa.org/places/540689,38.34668803333333,23.184677533333332,region,Boeotia,regional,NULL
10.1.2,Δελφῶν,http://dare.ht.lu.se/places/21949,38.482289,22.501169,"sanctuary,settlement","Delphi/Delphoi, Delphi|Delphi",Delphians|proxy|historical,NULL
10.1.2,Ἐλατείας,http://dare.ht.lu.se/places/22815,38.645635,22.782061,"settlement-modern,settlement","Elateia, Elatia|Elateia",built|polis,NULL
10.1.2,Κίρραν,http://dare.ht.lu.se/places/29378,38.428937,22.450621,settlement,"Kirra, Magoula Xeropigadas|Kirra",built|epineion,NULL
10.1.2,Κῦνον,http://dare.ht.lu.se/places/29389,38.7234,23.0622,settlement,"Kynos, Pyrgos/Livanates|Kynos",built|epineion,"naval station of the Opuntians"
10.1.2,"Λαμιακοῦ κόλπου",http://pleiades.stoa.org/places/540929,38.8678937,22.6337672,water-open,"Maliacus Sinus",physical|kolpos,"Lamian Gulf = Maliac gulf"
10.1.2,Λοκροὶ,http://pleiades.stoa.org/places/540919,38.25,21.75,unknown,"Locris Ozolia",regional|Locrians|proxy,NULL
10.1.2,Ὀποῦντα,http://dare.ht.lu.se/places/23120,38.653678,22.999964,settlement,"Opous, Atalanti|Opous",built|polis,NULL
10.1.2,Ὀπουντίων,http://dare.ht.lu.se/places/23120,38.653678,22.999964,settlement,"Opous, Atalanti|Opous",historical|Opuntians|proxy,NULL
10.1.2,Πελοποννήσου,http://pleiades.stoa.org/places/570577,37.25289777692308,22.312752688461543,"peninsula,region",Peloponnesus/Peloponnesos/Peloponnese,apantikru,NULL
10.1.2,Σκαρφεῖς,http://dare.ht.lu.se/places/23301,38.81072,22.68341970000006,settlement,"Skarpheia, Skarfia|Skarpheia",historical|Skarpheians|proxy,NULL
10.1.2,Ὑάμπολιν,http://dare.ht.lu.se/places/23112,38.596346,22.905228,settlement,"Hyampolis, Hyampolis|Hyampolis",built|polis,NULL
10.1.2,Ὑποκνημίδιοι,http://pleiades.stoa.org/places/540917,38.75,22.75,unknown,"Locris Epiknemidia","regional|Lokroi Epiknemidioi|proxy","Epiknêmidian Lokrians"
10.1.2,Φωκεῖς,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.2,Φωκίδα,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional,NULL
10.1.3,Ἕλληνας,http://pleiades.stoa.org/places/1001896,37.5,22.5,province,Hellas,regional|Hellenes|proxy,NULL
10.1.3,Θεσσαλοὺς,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.3,Θεσσαλῶν,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.3,Θεσσαλῶν,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.3,Ἰλίῳ,http://dare.ht.lu.se/places/21153,39.9577,26.23873,settlement,"Ilium/Troia, Hisarlık|Ilium/Troia",built|battlefield,NULL
10.1.3,Ὑάμπολιν,http://dare.ht.lu.se/places/23112,38.596346,22.905228,settlement,"Hyampolis, Hyampolis|Hyampolis",built|polis,NULL
10.1.3,Φωκεῖς,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.3,Φωκεῦσίν,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.3,Φωκέων,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.4,Δελφοὺς,http://pleiades.stoa.org/places/540726,38.482289,22.501169,"sanctuary,settlement","Delphi/Delphoi, Delphi|Delphi",built|hieron,NULL
10.1.4,Θεσσαλοὶ,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.4,Θεσσαλῶν,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.4,Φωκέας,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.4,Φωκεῖς,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.4,Φωκίδα,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional,NULL
10.1.5,Θεσσαλῶν,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.5,Θεσσαλῶν,http://pleiades.stoa.org/places/1332,39.6,22.2,region,Thessalia,regional|Thessalians|proxy,NULL
10.1.5,Φωκεῖς,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
10.1.6,Φωκέων,http://pleiades.stoa.org/places/541048,38.25,22.25,unknown,Phocis,regional|Phocians|proxy,NULL
